cost_component|cost_period|same_education_req|var_pop|closest_relative_type|agegroup|act_cost|act_py|att_cost|att_py|act_cost_py|att_cost_py
secondary_sector|before_index|yes|bd_01#prev_2021|father|0-24|18584701.65|1521|4181137.6834|1521|12218.738757|2748.9399628
secondary_sector|before_index|yes|bd_01#prev_2021|mother|0-24|31874564.076|1799|10196980.013|1799|17717.93445|5668.1378615
secondary_sector|before_index|yes|bd_01#prev_2021|closest_rel|25-64|1611226580.2|83649|183751765.61|83649|19261.755433|2196.7000874
secondary_sector|before_index|yes|bd_01#prev_2021|closest_rel|65+|713200614.25|39496|40347867.355|39496|18057.540365|1021.5684463
secondary_sector|after_index|no|bd_02#inc_2016_2021|father|0-24|305963028.76|24599|31834720.321|24599|12438.027105|1294.1469296
secondary_sector|after_index|no|bd_02#inc_2016_2021|mother|0-24|328180623.22|23853|58781886.783|23853|13758.463221|2464.3393612
secondary_sector|after_index|no|bd_02#inc_2016_2021|closest_rel|25-64|847461602.64|51643|87687429.973|51643|16409.99947|1697.9538364
secondary_sector|after_index|no|bd_02#inc_2016_2021|closest_rel|65+|417337563.35|19145|5518891.7305|19145|21798.775834|288.26804547
secondary_sector|after_index|yes|bd_02#inc_2016_2021|father|0-24|303513583.35|24487|17869380.566|24487|12394.886403|729.74968621
secondary_sector|after_index|yes|bd_02#inc_2016_2021|mother|0-24|324907248.39|23736|64758664.709|23736|13688.374132|2728.2888738
secondary_sector|after_index|yes|bd_02#inc_2016_2021|closest_rel|25-64|798351444.05|48398|78101527.235|48398|16495.546181|1613.7346013
secondary_sector|after_index|yes|bd_02#inc_2016_2021|closest_rel|65+|416177378.04|19046|10550492.276|19046|21851.169696|553.94793007
secondary_sector|before_index|no|bd_02#inc_2016_2021|father|0-24|282002168.49|24599|31052800.876|24599|11463.968799|1262.3602941
secondary_sector|before_index|no|bd_02#inc_2016_2021|mother|0-24|310554365.42|23853|44217494.481|23853|13019.509723|1853.749821
secondary_sector|before_index|no|bd_02#inc_2016_2021|closest_rel|25-64|772045772.54|51643|64498959.966|51643|14949.669317|1248.9390618
secondary_sector|before_index|no|bd_02#inc_2016_2021|closest_rel|65+|394479102.22|19145|34999899.086|19145|20604.810772|1828.1482939
secondary_sector|before_index|yes|bd_02#inc_2016_2021|father|0-24|280649508.6|24487|7654294.869|24487|11461.163417|312.58606073
secondary_sector|before_index|yes|bd_02#inc_2016_2021|mother|0-24|308156994.94|23736|55380763.121|23736|12982.684317|2333.1969633
secondary_sector|before_index|yes|bd_02#inc_2016_2021|closest_rel|25-64|728279119.51|48398|53663068.05|48398|15047.711052|1108.7868931
secondary_sector|before_index|yes|bd_02#inc_2016_2021|closest_rel|65+|392917928.76|19046|28770032.841|19046|20629.944805|1510.5551213
secondary_sector|after_index|no|bd_02#prev_2021|father|0-24|317214473.21|23186|20124910.979|23186|13681.293591|867.97683856
secondary_sector|after_index|no|bd_02#prev_2021|mother|0-24|312168366.9|22222|51577610.922|22222|14047.716988|2321.0157016
secondary_sector|after_index|no|bd_02#prev_2021|closest_rel|25-64|3209767232.3|189197|262042561.48|189197|16965.212093|1385.0249289
secondary_sector|after_index|no|bd_02#prev_2021|closest_rel|65+|1293872229.3|56997|70522428.946|56997|22700.707569|1237.3007166
secondary_sector|after_index|yes|bd_02#prev_2021|father|0-24|315886161.38|23105|54841579.359|23105|13671.766344|2373.5805825
secondary_sector|after_index|yes|bd_02#prev_2021|mother|0-24|311296049.12|22129|52979390.053|22129|14067.334679|2394.1158685
secondary_sector|after_index|yes|bd_02#prev_2021|closest_rel|25-64|3033796346.5|177904|177949532.14|177904|17052.996821|1000.2559366
secondary_sector|after_index|yes|bd_02#prev_2021|closest_rel|65+|1286632539.5|56736|90997573.425|56736|22677.53348|1603.8771402
secondary_sector|before_index|no|bd_02#prev_2021|father|0-24|274949696.03|23186|15721273.522|23186|11858.435954|678.05026835
secondary_sector|before_index|no|bd_02#prev_2021|mother|0-24|287896164.26|22222|49462111.649|22222|12955.456946|2225.8172824
secondary_sector|before_index|no|bd_02#prev_2021|closest_rel|25-64|2953242709.9|189197|211314869.24|189197|15609.352738|1116.903911
secondary_sector|before_index|no|bd_02#prev_2021|closest_rel|65+|1126230865.4|56997|72206780.748|56997|19759.476207|1266.8523036
secondary_sector|before_index|yes|bd_02#prev_2021|father|0-24|274054307.1|23105|26242764.494|23105|11861.255447|1135.8045658
secondary_sector|before_index|yes|bd_02#prev_2021|mother|0-24|287301408.05|22129|56640623.48|22129|12983.027161|2559.5654336
secondary_sector|before_index|yes|bd_02#prev_2021|closest_rel|25-64|2801215861.1|177904|217286224.89|177904|15745.6598|1221.3678438
secondary_sector|before_index|yes|bd_02#prev_2021|closest_rel|65+|1119492888.6|56736|50251991.201|56736|19731.614647|885.71614498
secondary_sector|after_index|no|bd_03#inc_2016_2021|father|0-24|23263110.601|1713|-2064829.682|1713|13580.3331|-1205.388022
secondary_sector|after_index|no|bd_03#inc_2016_2021|mother|0-24|28062357.425|1823|3273619.785|1823|15393.503799|1795.7321914
secondary_sector|after_index|no|bd_03#inc_2016_2021|closest_rel|25-64|105324780.05|6256|793127.62085|6256|16835.802438|126.77871177
secondary_sector|after_index|no|bd_03#inc_2016_2021|closest_rel|65+|21404170.895|1080|-4292695.06|1080|19818.676754|-3974.717649
secondary_sector|after_index|yes|bd_03#inc_2016_2021|father|0-24|23083886.207|1701|5579101.4697|1701|13570.773784|3279.8950439
secondary_sector|after_index|yes|bd_03#inc_2016_2021|mother|0-24|27998322.449|1812|8991337.6886|1812|15451.612831|4962.1068922
secondary_sector|after_index|yes|bd_03#inc_2016_2021|closest_rel|25-64|98760493.148|5840|10288999.726|5840|16911.043347|1761.8150215
secondary_sector|after_index|yes|bd_03#inc_2016_2021|closest_rel|65+|21375997.601|1075|-825942.9834|1075|19884.648931|-768.3190543
secondary_sector|before_index|no|bd_03#inc_2016_2021|father|0-24|21876360.338|1713|-2560099.985|1713|12770.788289|-1494.512543
secondary_sector|before_index|no|bd_03#inc_2016_2021|mother|0-24|28007681.753|1823|4769045.1335|1823|15363.511658|2616.0423113
secondary_sector|before_index|no|bd_03#inc_2016_2021|closest_rel|25-64|98515264.492|6256|3303882.1072|6256|15747.324887|528.11414757
secondary_sector|before_index|no|bd_03#inc_2016_2021|closest_rel|65+|20271194.584|1080|-1121404.155|1080|18769.624615|-1038.33718
secondary_sector|before_index|yes|bd_03#inc_2016_2021|father|0-24|20981445.332|1701|3140411.2119|1701|12334.770918|1846.2147042
secondary_sector|before_index|yes|bd_03#inc_2016_2021|mother|0-24|27924812.8|1812|8283940.645|1812|15411.044592|4571.7111728
secondary_sector|before_index|yes|bd_03#inc_2016_2021|closest_rel|25-64|91205192.936|5840|9022234.2382|5840|15617.327557|1544.903123
secondary_sector|before_index|yes|bd_03#inc_2016_2021|closest_rel|65+|20266252.9|1075|970819.90979|1075|18852.328279|903.08828818
secondary_sector|after_index|no|bd_03#prev_2021|father|0-24|18185644.484|1140|5409427.5591|1140|15952.319722|4745.1118939
secondary_sector|after_index|no|bd_03#prev_2021|mother|0-24|17558158.41|1188|3635173.8663|1188|14779.594621|3059.9106619
secondary_sector|after_index|no|bd_03#prev_2021|closest_rel|25-64|430195080.59|21830|31508331.129|21830|19706.600119|1443.3500288
secondary_sector|after_index|no|bd_03#prev_2021|closest_rel|65+|170051184.75|7726|-212022.6849|7726|22010.249126|-27.4427498
secondary_sector|after_index|yes|bd_03#prev_2021|father|0-24|18058509.535|1134|6435942.8152|1134|15924.611583|5675.4345813
secondary_sector|after_index|yes|bd_03#prev_2021|mother|0-24|17506594.49|1181|2617310.5278|1181|14823.534708|2216.1816493
secondary_sector|after_index|yes|bd_03#prev_2021|closest_rel|25-64|407332193.96|20439|48131296.354|20439|19929.164536|2354.8753048
secondary_sector|after_index|yes|bd_03#prev_2021|closest_rel|65+|168985702.35|7701|6810100.8353|7701|21943.345325|884.31383395
secondary_sector|before_index|no|bd_03#prev_2021|father|0-24|14347767.666|1140|3614082.4767|1140|12585.76111|3170.2477866
secondary_sector|before_index|no|bd_03#prev_2021|mother|0-24|16174525.617|1188|1532278.0383|1188|13614.920553|1289.7963285
secondary_sector|before_index|no|bd_03#prev_2021|closest_rel|25-64|390227503.98|21830|30122086.713|21830|17875.744571|1379.8482232
secondary_sector|before_index|no|bd_03#prev_2021|closest_rel|65+|142540151.32|7726|-13383689.06|7726|18449.41125|-1732.292139
secondary_sector|before_index|yes|bd_03#prev_2021|father|0-24|14109963.078|1134|3055562.077|1134|12442.648217|2694.4991861
secondary_sector|before_index|yes|bd_03#prev_2021|mother|0-24|16136378.867|1181|3158147.4004|1181|13663.318262|2674.1298902
secondary_sector|before_index|yes|bd_03#prev_2021|closest_rel|25-64|370529084.87|20439|39097214.294|20439|18128.532945|1912.8731491
secondary_sector|before_index|yes|bd_03#prev_2021|closest_rel|65+|142011799.45|7701|-658563.7254|7701|18440.695942|-85.51665049
secondary_sector|after_index|no|bd_04#inc_2016_2021|father|0-24|4746546.9561|471|-3193655.127|471|10077.594387|-6780.584135
secondary_sector|after_index|no|bd_04#inc_2016_2021|mother|0-24|6306662.6086|501|241086.48451|501|12588.148919|481.21054793
secondary_sector|after_index|no|bd_04#inc_2016_2021|closest_rel|25-64|84536700.878|5040|-3678544.62|5040|16773.154936|-729.8699644
secondary_sector|after_index|no|bd_04#inc_2016_2021|closest_rel|65+|124598216.17|5809|4545340.2563|5809|21449.167872|782.46518442
secondary_sector|after_index|yes|bd_04#inc_2016_2021|father|0-24|4571878.6085|466|506586.45193|466|9810.8983014|1087.0953904
secondary_sector|after_index|yes|bd_04#inc_2016_2021|mother|0-24|6294379.0645|497|968114.68708|497|12664.746609|1947.9168754
secondary_sector|after_index|yes|bd_04#inc_2016_2021|closest_rel|25-64|81197102.573|4861|-4571258.177|4861|16703.785759|-940.3946054
secondary_sector|after_index|yes|bd_04#inc_2016_2021|closest_rel|65+|124267270.77|5787|-5300834.499|5787|21473.52182|-915.9900638
secondary_sector|before_index|no|bd_04#inc_2016_2021|father|0-24|4484381.551|471|-577418.6051|471|9520.9799384|-1225.941837
secondary_sector|before_index|no|bd_04#inc_2016_2021|mother|0-24|8782368.764|501|1789352.6708|501|17529.678172|3571.5622171
secondary_sector|before_index|no|bd_04#inc_2016_2021|closest_rel|25-64|78232449.952|5040|4429370.8977|5040|15522.311498|878.84343208
secondary_sector|before_index|no|bd_04#inc_2016_2021|closest_rel|65+|121356193.05|5809|4845377.9306|5809|20891.064392|834.11567062
secondary_sector|before_index|yes|bd_04#inc_2016_2021|father|0-24|4381590.7291|466|791221.69849|466|9402.5552126|1697.9006405
secondary_sector|before_index|yes|bd_04#inc_2016_2021|mother|0-24|8767370.827|497|3467141.4556|497|17640.585165|6976.1397497
secondary_sector|before_index|yes|bd_04#inc_2016_2021|closest_rel|25-64|76318774.952|4861|5206258.9516|4861|15700.221138|1071.0263221
secondary_sector|before_index|yes|bd_04#inc_2016_2021|closest_rel|65+|120833429.07|5787|7227666.8302|5787|20880.150177|1248.9488215
secondary_sector|after_index|no|bd_04#prev_2021|father|0-24|6665583.6137|739|-108893.8791|739|9019.734254|-147.3530163
secondary_sector|after_index|no|bd_04#prev_2021|mother|0-24|9758648.0486|780|815304.27732|780|12511.087242|1045.261894
secondary_sector|after_index|no|bd_04#prev_2021|closest_rel|25-64|139689530.7|7765|1559686.6055|7765|17989.636922|200.86112112
secondary_sector|after_index|no|bd_04#prev_2021|closest_rel|65+|205756256.96|8656|-13776745.17|8656|23770.362403|-1591.583315
secondary_sector|after_index|yes|bd_04#prev_2021|father|0-24|6659251.0863|736|-2219943.662|736|9047.8954977|-3016.227802
secondary_sector|after_index|yes|bd_04#prev_2021|mother|0-24|9717939.5745|777|2532222.8349|777|12507.000739|3258.9740475
secondary_sector|after_index|yes|bd_04#prev_2021|closest_rel|25-64|132608467.51|7470|1444663.1194|7470|17752.137551|193.39533057
secondary_sector|after_index|yes|bd_04#prev_2021|closest_rel|65+|205346332.02|8617|8328686.3206|8617|23830.373914|966.54129286
secondary_sector|before_index|no|bd_04#prev_2021|father|0-24|6034357.1711|739|-541052.7132|739|8165.5712735|-732.1416958
secondary_sector|before_index|no|bd_04#prev_2021|mother|0-24|11526029.421|780|2238719.2573|780|14776.960796|2870.1528939
secondary_sector|before_index|no|bd_04#prev_2021|closest_rel|25-64|121864612.42|7765|-1799056.719|7765|15694.09046|-231.6879226
secondary_sector|before_index|no|bd_04#prev_2021|closest_rel|65+|201094773.2|8656|12407911.13|8656|23231.836091|1433.446295
secondary_sector|before_index|yes|bd_04#prev_2021|father|0-24|6006862.897|736|-2428420.493|736|8161.4985014|-3299.484366
secondary_sector|before_index|yes|bd_04#prev_2021|mother|0-24|11379575.092|777|3294966.298|777|14645.527789|4240.6258662
secondary_sector|before_index|yes|bd_04#prev_2021|closest_rel|25-64|115395848.55|7470|-13066651.43|7470|15447.904759|-1749.217059
secondary_sector|before_index|yes|bd_04#prev_2021|closest_rel|65+|200407368.58|8617|14907298.353|8617|23257.208841|1729.9870434
secondary_sector|after_index|no|bd_05#inc_2016_2021|father|0-24|5975096.2753|873|996769.54075|873|6844.3256304|1141.7749608
secondary_sector|after_index|no|bd_05#inc_2016_2021|mother|0-24|12787372.42|923|3599202.9437|923|13854.1413|3899.4614775
secondary_sector|after_index|no|bd_05#inc_2016_2021|closest_rel|25-64|8804564.0945|500|-2200734.535|500|17609.128189|-4401.469069
secondary_sector|after_index|no|bd_05#inc_2016_2021|closest_rel|65+|3794127.1536|244|195313.08781|244|15549.701449|800.46347465
secondary_sector|after_index|yes|bd_05#inc_2016_2021|father|0-24|5958043.1087|871|-1670904.726|871|6840.4628113|-1918.375116
secondary_sector|after_index|yes|bd_05#inc_2016_2021|mother|0-24|12779956.113|921|2115827.2276|921|13876.173847|2297.3151222
secondary_sector|after_index|yes|bd_05#inc_2016_2021|closest_rel|25-64|8286541.0658|451|832983.54927|451|18373.705246|1846.9701758
secondary_sector|after_index|yes|bd_05#inc_2016_2021|closest_rel|65+|3790363.1094|243|-1215665.542|243|15598.202096|-5002.738857
secondary_sector|before_index|no|bd_05#inc_2016_2021|father|0-24|5984739.6794|873|745129.79248|873|6855.3719122|853.52782644
secondary_sector|before_index|no|bd_05#inc_2016_2021|mother|0-24|22654915.876|923|8776581.8471|923|24544.870938|9508.756064
secondary_sector|before_index|no|bd_05#inc_2016_2021|closest_rel|25-64|9625360.0647|500|-4008165.421|500|19250.720129|-8016.330842
secondary_sector|before_index|no|bd_05#inc_2016_2021|closest_rel|65+|4376684.5906|244|1719743.7121|244|17937.231929|7048.1299677
secondary_sector|before_index|yes|bd_05#inc_2016_2021|father|0-24|5984739.6794|871|626859.33632|871|6871.1132943|719.70073056
secondary_sector|before_index|yes|bd_05#inc_2016_2021|mother|0-24|22649590.499|921|5619361.8965|921|24592.38925|6101.3701374
secondary_sector|before_index|yes|bd_05#inc_2016_2021|closest_rel|25-64|8981866.1282|451|363455.63908|451|19915.445961|805.88833499
secondary_sector|before_index|yes|bd_05#inc_2016_2021|closest_rel|65+|4376536.5102|243|1231529.9182|243|18010.438314|5068.0243546
secondary_sector|after_index|no|bd_05#prev_2021|father|0-24|50782714.335|4061|10220505.841|4061|12504.977674|2516.7460826
secondary_sector|after_index|no|bd_05#prev_2021|mother|0-24|69823745.636|4249|20314559.445|4249|16432.983204|4781.0212861
secondary_sector|after_index|no|bd_05#prev_2021|closest_rel|25-64|66072274.036|3287|2783274.8643|3287|20101.087325|846.75231648
secondary_sector|after_index|no|bd_05#prev_2021|closest_rel|65+|10379409.868|404|467638.0209|404|25691.608585|1157.5198537
secondary_sector|after_index|yes|bd_05#prev_2021|father|0-24|49649187.52|4041|3493600.184|4041|12286.361673|864.5385261
secondary_sector|after_index|yes|bd_05#prev_2021|mother|0-24|69713926.409|4227|21789244.365|4227|16492.530497|5154.7774698
secondary_sector|after_index|yes|bd_05#prev_2021|closest_rel|25-64|62323140.132|2976|6440393.8721|2976|20941.915367|2164.1108441
secondary_sector|after_index|yes|bd_05#prev_2021|closest_rel|65+|10350996.803|403|2010825.6285|403|25684.855591|4989.6417581
secondary_sector|before_index|no|bd_05#prev_2021|father|0-24|42607885.236|4061|-6269391.226|4061|10491.968785|-1543.804784
secondary_sector|before_index|no|bd_05#prev_2021|mother|0-24|62707835.899|4249|10379514.41|4249|14758.257449|2442.8134643
secondary_sector|before_index|no|bd_05#prev_2021|closest_rel|25-64|59883843.133|3287|381165.3546|3287|18218.38854|115.96147082
secondary_sector|before_index|no|bd_05#prev_2021|closest_rel|65+|8147936.2665|404|-777941.8246|404|20168.159076|-1925.598576
secondary_sector|before_index|yes|bd_05#prev_2021|father|0-24|42542036.494|4041|1139197.1722|4041|10527.601211|281.90971842
secondary_sector|before_index|yes|bd_05#prev_2021|mother|0-24|62620987.116|4227|15131908.069|4227|14814.52262|3579.8221124
secondary_sector|before_index|yes|bd_05#prev_2021|closest_rel|25-64|56694463.227|2976|3421913.0099|2976|19050.55888|1149.8363608
secondary_sector|before_index|yes|bd_05#prev_2021|closest_rel|65+|8143996.2944|403|-342823.182|403|20208.42753|-850.6778709
secondary_sector|after_index|no|bd_06#inc_2016_2021|father|0-24|642968.37531|27|129528.4431|27|23813.64353|4797.3497444
secondary_sector|after_index|no|bd_06#inc_2016_2021|mother|0-24|415638.0154|28|129682.50244|28|14844.214836|4631.5179444
secondary_sector|after_index|no|bd_06#inc_2016_2021|closest_rel|25-64|53852434.929|2601|902030.23531|2601|20704.511699|346.80132077
secondary_sector|after_index|no|bd_06#inc_2016_2021|closest_rel|65+|1042678513.5|43038|22794076.966|43038|24226.92768|529.6267709
secondary_sector|after_index|yes|bd_06#inc_2016_2021|father|0-24|642968.37531|27|212843.5202|27|23813.64353|7883.0933407
secondary_sector|after_index|yes|bd_06#inc_2016_2021|mother|0-24|415638.0154|28|169741.0207|28|14844.214836|6062.1793108
secondary_sector|after_index|yes|bd_06#inc_2016_2021|closest_rel|25-64|52055379.033|2512|1258542.2578|2512|20722.682736|501.01204532
secondary_sector|after_index|yes|bd_06#inc_2016_2021|closest_rel|65+|1036937823.1|42776|62920794.809|42776|24241.112379|1470.9368526
secondary_sector|before_index|no|bd_06#inc_2016_2021|father|0-24|594367.47197|27|486456.64684|27|22013.610073|18016.912846
secondary_sector|before_index|no|bd_06#inc_2016_2021|mother|0-24|486633.20978|28|113920.36278|28|17379.757492|4068.584385
secondary_sector|before_index|no|bd_06#inc_2016_2021|closest_rel|25-64|51478577.774|2601|762214.04948|2601|19791.840744|293.04653959
secondary_sector|before_index|no|bd_06#inc_2016_2021|closest_rel|65+|959244357.61|43038|56805741.721|43038|22288.311669|1319.8973401
secondary_sector|before_index|yes|bd_06#inc_2016_2021|father|0-24|594367.47197|27|-92478.52022|27|22013.610073|-3425.130379
secondary_sector|before_index|yes|bd_06#inc_2016_2021|mother|0-24|486633.20978|28|-167240.0067|28|17379.757492|-5972.857382
secondary_sector|before_index|yes|bd_06#inc_2016_2021|closest_rel|25-64|49933215.517|2512|4572815.3826|2512|19877.872419|1820.3882893
secondary_sector|before_index|yes|bd_06#inc_2016_2021|closest_rel|65+|952334812.93|42776|99546168.034|42776|22263.297478|2327.1499914
secondary_sector|after_index|no|bd_06#prev_2021|father|0-24|986759.92829|63|-306698.5549|63|15662.856005|-4868.231031
secondary_sector|after_index|no|bd_06#prev_2021|mother|0-24|450513.71125|59|189473.71965|59|7635.8256144|3211.4189771
secondary_sector|after_index|no|bd_06#prev_2021|closest_rel|25-64|67027784.203|3011|5057512.919|3011|22260.971173|1679.6788173
secondary_sector|after_index|no|bd_06#prev_2021|closest_rel|65+|828225008.73|34290|84820909.257|34290|24153.543562|2473.6339824
