var_pop|agegroup|closest_relative_type|case_relative|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
bd_00#prev_2021|0-24|mother|0|age_index|age_index|48.3 (43.3;52.7)|43.3232876712328|52.6912568306011|48.295081967
bd_00#prev_2021|0-24|mother|1|__n|__n|100,582 (100.0)|100||100582
bd_00#prev_2021|0-24|mother|1|male|male|0 (0.0)|0||0
bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: title||||
bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: +3|717 (0.7)|0.71285120598118||717
bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: 0|90,502 (90.0)|89.9783261418544||90502
bd_00#prev_2021|0-24|mother|1|cci_g|cci_g: 1-2|9,363 (9.3)|9.3088226521644||9363
bd_00#prev_2021|0-24|mother|1|age_index|age_index|48.1 (43.1;52.6)|43.0876712328767|52.6256830601093|48.142076503
bd_00#prev_2021|25-64|relative|0|__n|__n|859,606 (100.0)|100||859606
bd_00#prev_2021|25-64|relative|0|male|male|475,773 (55.3)|55.3477988752986||475773
bd_00#prev_2021|25-64|relative|0|cci_g|cci_g: title||||
bd_00#prev_2021|25-64|relative|0|cci_g|cci_g: +3|16,648 (1.9)|1.93670123289041||16648
bd_00#prev_2021|25-64|relative|0|cci_g|cci_g: 0|741,035 (86.2)|86.206355004502||741035
bd_00#prev_2021|25-64|relative|0|cci_g|cci_g: 1-2|101,923 (11.9)|11.8569437626075||101923
bd_00#prev_2021|25-64|relative|0|age_index|age_index|54.4 (42.0;63.1)|41.9561643835616|63.0794520547945|54.42739726
bd_00#prev_2021|25-64|relative|1|__n|__n|859,606 (100.0)|100||859606
bd_00#prev_2021|25-64|relative|1|male|male|486,353 (56.6)|56.5785953099443||486353
bd_00#prev_2021|25-64|relative|1|cci_g|cci_g: title||||
bd_00#prev_2021|25-64|relative|1|cci_g|cci_g: +3|18,144 (2.1)|2.11073445276091||18144
bd_00#prev_2021|25-64|relative|1|cci_g|cci_g: 0|733,631 (85.3)|85.3450301649825||733631
bd_00#prev_2021|25-64|relative|1|cci_g|cci_g: 1-2|107,831 (12.5)|12.5442353822565||107831
bd_00#prev_2021|25-64|relative|1|age_index|age_index|54.2 (41.6;62.9)|41.5972602739726|62.8849315068493|54.161643836
bd_00#prev_2021|65+|relative|0|__n|__n|395,000 (100.0)|100||395000
bd_00#prev_2021|65+|relative|0|male|male|218,618 (55.3)|55.346329113924||218618
bd_00#prev_2021|65+|relative|0|cci_g|cci_g: title||||
bd_00#prev_2021|65+|relative|0|cci_g|cci_g: +3|10,850 (2.7)|2.74683544303797||10850
bd_00#prev_2021|65+|relative|0|cci_g|cci_g: 0|326,641 (82.7)|82.6939240506329||326641
bd_00#prev_2021|65+|relative|0|cci_g|cci_g: 1-2|57,509 (14.6)|14.5592405063291||57509
bd_00#prev_2021|65+|relative|0|age_index|age_index|57.3 (47.4;70.3)|47.3917808219178|70.3068493150685|57.304109589
bd_00#prev_2021|65+|relative|1|__n|__n|395,000 (100.0)|100||395000
bd_00#prev_2021|65+|relative|1|male|male|219,816 (55.6)|55.6496202531645||219816
bd_00#prev_2021|65+|relative|1|cci_g|cci_g: title||||
bd_00#prev_2021|65+|relative|1|cci_g|cci_g: +3|11,474 (2.9)|2.90481012658227||11474
bd_00#prev_2021|65+|relative|1|cci_g|cci_g: 0|324,198 (82.1)|82.0754430379746||324198
bd_00#prev_2021|65+|relative|1|cci_g|cci_g: 1-2|59,328 (15.0)|15.019746835443||59328
bd_00#prev_2021|65+|relative|1|age_index|age_index|57.3 (47.5;70.2)|47.5095890410959|70.1698630136986|57.298630137
bd_01#inc_2016_2021|0-24|father|0|__n|__n|2,264 (100.0)|100||2264
bd_01#inc_2016_2021|0-24|father|0|male|male|2,264 (100.0)|100||2264
bd_01#inc_2016_2021|0-24|father|0|cci_g|cci_g: title||||
bd_01#inc_2016_2021|0-24|father|0|cci_g|cci_g: +3|45 (2.0)|1.98763250883392||45
bd_01#inc_2016_2021|0-24|father|0|cci_g|cci_g: 0|1,940 (85.7)|85.6890459363957||1940
bd_01#inc_2016_2021|0-24|father|0|cci_g|cci_g: 1-2|279 (12.3)|12.3233215547703||279
bd_01#inc_2016_2021|0-24|father|0|age_index|age_index|53.1 (49.4;57.0)|49.3720226064825|56.9955760161688|53.071524815
bd_01#inc_2016_2021|0-24|father|1|__n|__n|2,264 (100.0)|100||2264
bd_01#inc_2016_2021|0-24|father|1|male|male|2,264 (100.0)|100||2264
bd_01#inc_2016_2021|0-24|father|1|cci_g|cci_g: title||||
bd_01#inc_2016_2021|0-24|father|1|cci_g|cci_g: +3|49 (2.2)|2.1643109540636||49
bd_01#inc_2016_2021|0-24|father|1|cci_g|cci_g: 0|1,893 (83.6)|83.613074204947||1893
bd_01#inc_2016_2021|0-24|father|1|cci_g|cci_g: 1-2|322 (14.2)|14.2226148409894||322
bd_01#inc_2016_2021|0-24|father|1|age_index|age_index|52.5 (48.4;56.5)|48.4199715547571|56.4553334830451|52.514593158
bd_01#inc_2016_2021|0-24|mother|0|__n|__n|2,767 (100.0)|100||2767
bd_01#inc_2016_2021|0-24|mother|0|male|male|0 (0.0)|0||0
bd_01#inc_2016_2021|0-24|mother|0|cci_g|cci_g: title||||
bd_01#inc_2016_2021|0-24|mother|0|cci_g|cci_g: +3|49 (1.8)|1.77087097940007||49
bd_01#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 0|2,370 (85.7)|85.6523310444524||2370
bd_01#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 1-2|348 (12.6)|12.5767979761474||348
bd_01#inc_2016_2021|0-24|mother|0|age_index|age_index|50.8 (47.2;54.3)|47.172602739726|54.3459914664271|50.772864735
bd_01#inc_2016_2021|0-24|mother|1|__n|__n|2,767 (100.0)|100||2767
bd_01#inc_2016_2021|0-24|mother|1|male|male|0 (0.0)|0||0
bd_01#inc_2016_2021|0-24|mother|1|cci_g|cci_g: title||||
bd_01#inc_2016_2021|0-24|mother|1|cci_g|cci_g: +3|41 (1.5)|1.48174918684495||41
bd_01#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 0|2,309 (83.4)|83.4477773762197||2309
bd_01#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 1-2|417 (15.1)|15.0704734369353||417
bd_01#inc_2016_2021|0-24|mother|1|age_index|age_index|50.1 (46.1;53.8)|46.117808219178|53.8027397260274|50.09758964
bd_01#inc_2016_2021|25-64|relative|0|__n|__n|26,666 (100.0)|100||26666
bd_01#inc_2016_2021|25-64|relative|0|male|male|11,164 (41.9)|41.8660466511662||11164
bd_01#inc_2016_2021|25-64|relative|0|cci_g|cci_g: title||||
bd_01#inc_2016_2021|25-64|relative|0|cci_g|cci_g: +3|966 (3.6)|3.62259056476412||966
bd_01#inc_2016_2021|25-64|relative|0|cci_g|cci_g: 0|21,545 (80.8)|80.7957698942473||21545
bd_01#inc_2016_2021|25-64|relative|0|cci_g|cci_g: 1-2|4,155 (15.6)|15.5816395409885||4155
bd_01#inc_2016_2021|25-64|relative|0|age_index|age_index|55.2 (45.5;63.0)|45.4772063777228|62.9952541357886|55.168025301
bd_01#inc_2016_2021|25-64|relative|1|__n|__n|26,666 (100.0)|100||26666
bd_01#inc_2016_2021|25-64|relative|1|male|male|11,175 (41.9)|41.907297682442||11175
bd_01#inc_2016_2021|25-64|relative|1|cci_g|cci_g: title||||
bd_01#inc_2016_2021|25-64|relative|1|cci_g|cci_g: +3|1,034 (3.9)|3.87759693992349||1034
bd_01#inc_2016_2021|25-64|relative|1|cci_g|cci_g: 0|21,031 (78.9)|78.8682217055426||21031
bd_01#inc_2016_2021|25-64|relative|1|cci_g|cci_g: 1-2|4,601 (17.3)|17.2541813545338||4601
bd_01#inc_2016_2021|25-64|relative|1|age_index|age_index|54.8 (44.9;62.8)|44.9205479452054|62.7766898719964|54.802739726
bd_01#inc_2016_2021|65+|relative|0|__n|__n|10,225 (100.0)|100||10225
bd_01#inc_2016_2021|65+|relative|0|male|male|4,350 (42.5)|42.5427872860635||4350
bd_01#inc_2016_2021|65+|relative|0|cci_g|cci_g: title||||
bd_01#inc_2016_2021|65+|relative|0|cci_g|cci_g: +3|487 (4.8)|4.76283618581907||487
bd_01#inc_2016_2021|65+|relative|0|cci_g|cci_g: 0|7,857 (76.8)|76.841075794621||7857
bd_01#inc_2016_2021|65+|relative|0|cci_g|cci_g: 1-2|1,881 (18.4)|18.3960880195599||1881
bd_01#inc_2016_2021|65+|relative|0|age_index|age_index|60.4 (46.8;70.9)|46.7698630136986|70.9158245377648|60.389041096
bd_01#inc_2016_2021|65+|relative|1|__n|__n|10,225 (100.0)|100||10225
bd_01#inc_2016_2021|65+|relative|1|male|male|4,331 (42.4)|42.3569682151589||4331
bd_01#inc_2016_2021|65+|relative|1|cci_g|cci_g: title||||
bd_01#inc_2016_2021|65+|relative|1|cci_g|cci_g: +3|552 (5.4)|5.39853300733496||552
bd_01#inc_2016_2021|65+|relative|1|cci_g|cci_g: 0|7,688 (75.2)|75.1882640586797||7688
bd_01#inc_2016_2021|65+|relative|1|cci_g|cci_g: 1-2|1,985 (19.4)|19.4132029339853||1985
bd_01#inc_2016_2021|65+|relative|1|age_index|age_index|60.0 (47.1;71.0)|47.1115203233775|70.9650422935848|59.959016393
bd_01#prev_2021|0-24|father|0|__n|__n|1,527 (100.0)|100||1527
bd_01#prev_2021|0-24|father|0|male|male|1,527 (100.0)|100||1527
bd_01#prev_2021|0-24|father|0|cci_g|cci_g: title||||
bd_01#prev_2021|0-24|father|0|cci_g|cci_g: +3|24 (1.6)|1.57170923379174||24
bd_01#prev_2021|0-24|father|0|cci_g|cci_g: 0|1,308 (85.7)|85.6581532416503||1308
bd_01#prev_2021|0-24|father|0|cci_g|cci_g: 1-2|195 (12.8)|12.7701375245579||195
bd_01#prev_2021|0-24|father|0|age_index|age_index|53.9 (50.2;57.8)|50.1972602739726|57.7616438356164|53.947945205
bd_01#prev_2021|0-24|father|1|__n|__n|1,527 (100.0)|100||1527
bd_01#prev_2021|0-24|father|1|male|male|1,527 (100.0)|100||1527
bd_01#prev_2021|0-24|father|1|cci_g|cci_g: title||||
bd_01#prev_2021|0-24|father|1|cci_g|cci_g: +3|42 (2.8)|2.75049115913556||42
bd_01#prev_2021|0-24|father|1|cci_g|cci_g: 0|1,242 (81.3)|81.3359528487229||1242
bd_01#prev_2021|0-24|father|1|cci_g|cci_g: 1-2|243 (15.9)|15.9135559921414||243
bd_01#prev_2021|0-24|father|1|age_index|age_index|53.6 (49.4;57.5)|49.3616438356164|57.5479452054794|53.602739726
bd_01#prev_2021|0-24|mother|0|__n|__n|1,807 (100.0)|100||1807
bd_01#prev_2021|0-24|mother|0|male|male|0 (0.0)|0||0
bd_01#prev_2021|0-24|mother|0|cci_g|cci_g: title||||
bd_01#prev_2021|0-24|mother|0|cci_g|cci_g: +3|26 (1.4)|1.4388489208633||26
bd_01#prev_2021|0-24|mother|0|cci_g|cci_g: 0|1,551 (85.8)|85.8328721638074||1551
bd_01#prev_2021|0-24|mother|0|cci_g|cci_g: 1-2|230 (12.7)|12.7282789153292||230
bd_01#prev_2021|0-24|mother|0|age_index|age_index|51.7 (48.0;55.0)|48.0245901639344|55.0493150684931|51.687671233
bd_01#prev_2021|0-24|mother|1|__n|__n|1,807 (100.0)|100||1807
bd_01#prev_2021|0-24|mother|1|male|male|0 (0.0)|0||0
bd_01#prev_2021|0-24|mother|1|cci_g|cci_g: title||||
bd_01#prev_2021|0-24|mother|1|cci_g|cci_g: +3|19 (1.1)|1.05146651909241||19
bd_01#prev_2021|0-24|mother|1|cci_g|cci_g: 0|1,472 (81.5)|81.4609850581073||1472
bd_01#prev_2021|0-24|mother|1|cci_g|cci_g: 1-2|316 (17.5)|17.4875484228002||316
bd_01#prev_2021|0-24|mother|1|age_index|age_index|51.1 (46.7;55.2)|46.6575342465753|55.2054794520548|51.104109589
bd_01#prev_2021|25-64|relative|0|__n|__n|89,712 (100.0)|100||89712
bd_01#prev_2021|25-64|relative|0|male|male|31,976 (35.6)|35.6429463171036||31976
bd_01#prev_2021|25-64|relative|0|cci_g|cci_g: title||||
bd_01#prev_2021|25-64|relative|0|cci_g|cci_g: +3|3,690 (4.1)|4.11316211878009||3690
bd_01#prev_2021|25-64|relative|0|cci_g|cci_g: 0|69,973 (78.0)|77.9973693597289||69973
bd_01#prev_2021|25-64|relative|0|cci_g|cci_g: 1-2|16,049 (17.9)|17.8894685214909||16049
bd_01#prev_2021|25-64|relative|0|age_index|age_index|57.5 (48.2;65.5)|48.1775956284153|65.4794520547945|57.534246575
bd_01#prev_2021|25-64|relative|1|__n|__n|89,712 (100.0)|100||89712
bd_01#prev_2021|25-64|relative|1|male|male|31,114 (34.7)|34.6820938113073||31114
bd_01#prev_2021|25-64|relative|1|cci_g|cci_g: title||||
bd_01#prev_2021|25-64|relative|1|cci_g|cci_g: +3|4,111 (4.6)|4.58244159086855||4111
bd_01#prev_2021|25-64|relative|1|cci_g|cci_g: 0|67,957 (75.8)|75.7501783484929||67957
bd_01#prev_2021|25-64|relative|1|cci_g|cci_g: 1-2|17,644 (19.7)|19.6673800606384||17644
bd_01#prev_2021|25-64|relative|1|age_index|age_index|57.1 (47.7;65.2)|47.6712328767123|65.1561643835616|57.120547945
bd_01#prev_2021|65+|relative|0|__n|__n|39,741 (100.0)|100||39741
bd_01#prev_2021|65+|relative|0|male|male|15,997 (40.3)|40.2531390755139||15997
bd_01#prev_2021|65+|relative|0|cci_g|cci_g: title||||
bd_01#prev_2021|65+|relative|0|cci_g|cci_g: +3|1,604 (4.0)|4.03613396743916||1604
bd_01#prev_2021|65+|relative|0|cci_g|cci_g: 0|31,023 (78.1)|78.0629576507888||31023
bd_01#prev_2021|65+|relative|0|cci_g|cci_g: 1-2|7,114 (17.9)|17.9009083817719||7114
bd_01#prev_2021|65+|relative|0|age_index|age_index|57.7 (45.6;70.3)|45.6191780821917|70.2602739726027|57.668493151
bd_01#prev_2021|65+|relative|1|__n|__n|39,741 (100.0)|100||39741
bd_01#prev_2021|65+|relative|1|male|male|15,461 (38.9)|38.904406029038||15461
bd_01#prev_2021|65+|relative|1|cci_g|cci_g: title||||
bd_01#prev_2021|65+|relative|1|cci_g|cci_g: +3|1,821 (4.6)|4.58216954782214||1821
bd_01#prev_2021|65+|relative|1|cci_g|cci_g: 0|30,477 (76.7)|76.6890616743413||30477
bd_01#prev_2021|65+|relative|1|cci_g|cci_g: 1-2|7,443 (18.7)|18.7287687778364||7443
bd_01#prev_2021|65+|relative|1|age_index|age_index|57.5 (45.8;70.2)|45.8438356164383|70.158904109589|57.471232877
bd_02#inc_2016_2021|0-24|father|0|__n|__n|24,599 (100.0)|100||24599
bd_02#inc_2016_2021|0-24|father|0|male|male|24,599 (100.0)|100||24599
bd_02#inc_2016_2021|0-24|father|0|cci_g|cci_g: title||||
bd_02#inc_2016_2021|0-24|father|0|cci_g|cci_g: +3|377 (1.5)|1.53258262530997||377
bd_02#inc_2016_2021|0-24|father|0|cci_g|cci_g: 0|21,440 (87.2)|87.1580145534371||21440
bd_02#inc_2016_2021|0-24|father|0|cci_g|cci_g: 1-2|2,782 (11.3)|11.3094028212528||2782
bd_02#inc_2016_2021|0-24|father|0|age_index|age_index|51.1 (46.9;55.3)|46.8739726027397|55.3068493150685|51.14939741
bd_02#inc_2016_2021|0-24|father|1|__n|__n|24,599 (100.0)|100||24599
bd_02#inc_2016_2021|0-24|father|1|male|male|24,599 (100.0)|100||24599
bd_02#inc_2016_2021|0-24|father|1|cci_g|cci_g: title||||
bd_02#inc_2016_2021|0-24|father|1|cci_g|cci_g: +3|439 (1.8)|1.78462539127606||439
bd_02#inc_2016_2021|0-24|father|1|cci_g|cci_g: 0|21,159 (86.0)|86.0156916947843||21159
bd_02#inc_2016_2021|0-24|father|1|cci_g|cci_g: 1-2|3,001 (12.2)|12.1996829139395||3001
bd_02#inc_2016_2021|0-24|father|1|age_index|age_index|51.1 (46.8;55.5)|46.7780821917808|55.4547945205479|51.133879781
bd_02#inc_2016_2021|0-24|mother|0|__n|__n|23,853 (100.0)|100||23853
bd_02#inc_2016_2021|0-24|mother|0|male|male|0 (0.0)|0||0
bd_02#inc_2016_2021|0-24|mother|0|cci_g|cci_g: title||||
bd_02#inc_2016_2021|0-24|mother|0|cci_g|cci_g: +3|300 (1.3)|1.25770343353037||300
bd_02#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 0|20,948 (87.8)|87.8212384186475||20948
bd_02#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 1-2|2,605 (10.9)|10.921058147822||2605
bd_02#inc_2016_2021|0-24|mother|0|age_index|age_index|48.9 (44.8;52.9)|44.7770566659181|52.9100681188711|48.917808219
bd_02#inc_2016_2021|0-24|mother|1|__n|__n|23,853 (100.0)|100||23853
bd_02#inc_2016_2021|0-24|mother|1|male|male|0 (0.0)|0||0
bd_02#inc_2016_2021|0-24|mother|1|cci_g|cci_g: title||||
bd_02#inc_2016_2021|0-24|mother|1|cci_g|cci_g: +3|313 (1.3)|1.31220391565002||313
bd_02#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 0|20,372 (85.4)|85.4064478262692||20372
bd_02#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 1-2|3,168 (13.3)|13.2813482580807||3168
bd_02#inc_2016_2021|0-24|mother|1|age_index|age_index|49.0 (44.9;52.9)|44.9155400853357|52.9228085934576|48.983561644
bd_02#inc_2016_2021|25-64|relative|0|__n|__n|51,578 (100.0)|100||51578
bd_02#inc_2016_2021|25-64|relative|0|male|male|27,803 (53.9)|53.9047655977354||27803
bd_02#inc_2016_2021|25-64|relative|0|cci_g|cci_g: title||||
bd_02#inc_2016_2021|25-64|relative|0|cci_g|cci_g: +3|1,436 (2.8)|2.78413276978556||1436
bd_02#inc_2016_2021|25-64|relative|0|cci_g|cci_g: 0|42,996 (83.4)|83.3611229594012||42996
bd_02#inc_2016_2021|25-64|relative|0|cci_g|cci_g: 1-2|7,146 (13.9)|13.8547442708131||7146
bd_02#inc_2016_2021|25-64|relative|0|age_index|age_index|51.3 (38.1;60.5)|38.1013698630137|60.4657534246575|51.319178082
bd_02#inc_2016_2021|25-64|relative|1|__n|__n|51,578 (100.0)|100||51578
bd_02#inc_2016_2021|25-64|relative|1|male|male|28,109 (54.5)|54.4980418007677||28109
bd_02#inc_2016_2021|25-64|relative|1|cci_g|cci_g: title||||
bd_02#inc_2016_2021|25-64|relative|1|cci_g|cci_g: +3|1,537 (3.0)|2.97995269300864||1537
bd_02#inc_2016_2021|25-64|relative|1|cci_g|cci_g: 0|42,350 (82.1)|82.108650975222||42350
bd_02#inc_2016_2021|25-64|relative|1|cci_g|cci_g: 1-2|7,691 (14.9)|14.9113963317693||7691
bd_02#inc_2016_2021|25-64|relative|1|age_index|age_index|51.0 (37.7;60.4)|37.6849315068493|60.3780821917808|51.028194476
bd_02#inc_2016_2021|65+|relative|0|__n|__n|19,145 (100.0)|100||19145
bd_02#inc_2016_2021|65+|relative|0|male|male|10,558 (55.1)|55.1475581091668||10558
bd_02#inc_2016_2021|65+|relative|0|cci_g|cci_g: title||||
bd_02#inc_2016_2021|65+|relative|0|cci_g|cci_g: +3|1,069 (5.6)|5.58370331679289||1069
bd_02#inc_2016_2021|65+|relative|0|cci_g|cci_g: 0|14,274 (74.6)|74.5573256724993||14274
bd_02#inc_2016_2021|65+|relative|0|cci_g|cci_g: 1-2|3,802 (19.9)|19.8589710107077||3802
bd_02#inc_2016_2021|65+|relative|0|age_index|age_index|61.3 (51.2;72.6)|51.217995358934|72.6182947825436|61.335728722
bd_02#inc_2016_2021|65+|relative|1|__n|__n|19,145 (100.0)|100||19145
bd_02#inc_2016_2021|65+|relative|1|male|male|10,626 (55.5)|55.5027422303473||10626
bd_02#inc_2016_2021|65+|relative|1|cci_g|cci_g: title||||
bd_02#inc_2016_2021|65+|relative|1|cci_g|cci_g: +3|1,185 (6.2)|6.18960564115957||1185
