cost_component|var_pop|closest_relative_type|agegroup|act_cost|act_py|att_cost|att_py|act_cost_py|att_cost_py
filled_prescriptions|bd_03#prev_2021|father|0-24|2228626.6|1140|219532.3|1140|1954.935614|192.57219298
filled_prescriptions|bd_03#prev_2021|mother|0-24|2455440.56|1188|523477.43|1188|2066.8691582|440.63756734
filled_prescriptions|bd_03#prev_2021|relative|25-64|60770157.8|21799|7882275.94|21799|2787.7497959|361.58887747
filled_prescriptions|bd_03#prev_2021|relative|65+|22569478.45|7726|1160963.7|7726|2921.2371797|150.26711105
filled_prescriptions|bd_04#inc_2016_2021|father|0-24|559533.12|471|-19000.11|471|1187.9684076|-40.33993631
filled_prescriptions|bd_04#inc_2016_2021|mother|0-24|625229.95|501|-149127.48|501|1247.9639721|-297.6596407
filled_prescriptions|bd_04#inc_2016_2021|relative|25-64|11124993.61|5041|277070.5|5041|2206.9021246|54.963400119
filled_prescriptions|bd_04#inc_2016_2021|relative|65+|16172449.18|5809|-642521.43|5809|2784.0332553|-110.6079239
filled_prescriptions|bd_04#prev_2021|father|0-24|898271.86|739|-22556.22|739|1215.5234912|-30.52262517
filled_prescriptions|bd_04#prev_2021|mother|0-24|1014785.1|780|-61460.23|780|1301.0065385|-78.79516667
filled_prescriptions|bd_04#prev_2021|relative|25-64|18981736.12|7769|613240.92|7769|2443.2663303|78.934344188
filled_prescriptions|bd_04#prev_2021|relative|65+|27388481.78|8656|-1105920.77|8656|3164.1037177|-127.7634901
filled_prescriptions|bd_05#inc_2016_2021|father|0-24|871759.57|873|285967.62|873|998.57911798|327.56886598
filled_prescriptions|bd_05#inc_2016_2021|mother|0-24|921392.25|923|49961.89|923|998.25812568|54.129891658
filled_prescriptions|bd_05#inc_2016_2021|relative|25-64|1401074.19|504|57932.13|504|2779.9091071|114.94470238
filled_prescriptions|bd_05#inc_2016_2021|relative|65+|659220.75|244|-335876.63|244|2701.7243852|-1376.543566
filled_prescriptions|bd_05#prev_2021|father|0-24|5643846.17|4061|619268.84|4061|1389.7675868|152.4917114
filled_prescriptions|bd_05#prev_2021|mother|0-24|7242644.13|4249|1820472.01|4249|1704.5526312|428.44716639
filled_prescriptions|bd_05#prev_2021|relative|25-64|9182543.82|3283|1093624.78|3283|2796.997813|333.11750838
filled_prescriptions|bd_05#prev_2021|relative|65+|1133732.59|404|-17084.85|404|2806.2687871|-42.28923267
filled_prescriptions|bd_06#inc_2016_2021|father|0-24|25737.85|27|1454.7|27|953.2537037|53.877777778
filled_prescriptions|bd_06#inc_2016_2021|mother|0-24|37606.9|28|19507.55|28|1343.1035714|696.69821429
filled_prescriptions|bd_06#inc_2016_2021|relative|25-64|7334777.76|2607|470639.13|2607|2813.4935788|180.52901036
filled_prescriptions|bd_06#inc_2016_2021|relative|65+|133066886.9|43038|5846156.25|43038|3091.8464357|135.83708002
filled_prescriptions|bd_06#prev_2021|father|0-24|57225.25|63|-64021|63|908.33730159|-1016.206349
filled_prescriptions|bd_06#prev_2021|mother|0-24|98585.86|59|38545.76|59|1670.9467797|653.3179661
filled_prescriptions|bd_06#prev_2021|relative|25-64|9160903.4|3018|1243950.7|3018|3035.4219351|412.17717031
filled_prescriptions|bd_06#prev_2021|relative|65+|107228512.26|34289|9344107.86|34289|3127.1985844|272.51036367
filled_prescriptions|bd_07#inc_2016_2021|father|0-24|33786083.78|23140|4393316.28|23140|1460.0727649|189.85809334
filled_prescriptions|bd_07#inc_2016_2021|mother|0-24|29288673.88|20475|5304502.87|20475|1430.4602628|259.07217924
filled_prescriptions|bd_07#inc_2016_2021|relative|25-64|144826766.97|79338|13619469.28|79338|1825.440104|171.66388465
filled_prescriptions|bd_07#inc_2016_2021|relative|65+|133749628.72|52179|11926494.22|52179|2563.2846302|228.56885375
filled_prescriptions|bd_07#prev_2021|father|0-24|29612323.76|18831|4225811.25|18831|1572.5306017|224.40716106
filled_prescriptions|bd_07#prev_2021|mother|0-24|24789112.05|16253|4795264.18|16253|1525.2022427|295.03871162
filled_prescriptions|bd_07#prev_2021|relative|25-64|895492044.57|423758.81967|96469943.1|423758.81967|2113.2115793|227.6529446
filled_prescriptions|bd_07#prev_2021|relative|65+|455205275.07|180956.61475|41154843.994|180956.61475|2515.5492419|227.42934294
filled_prescriptions|bd_08#inc_2016_2021|father|0-24|60635623.61|49390|11382941.51|49390|1227.6902938|230.47057117
filled_prescriptions|bd_08#inc_2016_2021|mother|0-24|79739610.07|51687|23309625.39|51687|1542.7401488|450.97655871
filled_prescriptions|bd_08#inc_2016_2021|relative|25-64|47837428.47|21680|6591793.94|21680|2206.5234534|304.04953598
filled_prescriptions|bd_08#inc_2016_2021|relative|65+|2094634.63|750|-79963.6|750|2792.8461733|-106.6181333
filled_prescriptions|bd_08#prev_2021|father|0-24|130030426|83499|26939020.14|83499|1557.2692607|322.62685948
filled_prescriptions|bd_08#prev_2021|mother|0-24|160739609.8|87349|48522017.72|87349|1840.199771|555.49597271
filled_prescriptions|bd_08#prev_2021|relative|25-64|180214563.74|75127.789617|32421562.704|75127.789617|2398.7736716|431.55219752
filled_prescriptions|bd_08#prev_2021|relative|65+|4329125.37|1598|563041.63|1598|2709.0897184|352.34144556
filled_prescriptions|bd_09#inc_2016_2021|father|0-24|13151202.66|6372|3693975.76|6372|2063.905|579.71998745
filled_prescriptions|bd_09#inc_2016_2021|mother|0-24|15767662.28|7294|4504496.45|7294|2161.7305018|617.56189334
filled_prescriptions|bd_09#inc_2016_2021|relative|25-64|20039378.01|7924|3657006.02|7924|2528.9472501|461.51009844
filled_prescriptions|bd_09#inc_2016_2021|relative|65+|2980990.73|917|813295.6|917|3250.8077754|886.90905125
filled_prescriptions|bd_09#prev_2021|father|0-24|12328328.74|5187|4271851.83|5187|2376.774386|823.56888953
filled_prescriptions|bd_09#prev_2021|mother|0-24|14627608.91|5991|5362108.75|5991|2441.5972142|895.02733267
filled_prescriptions|bd_09#prev_2021|relative|25-64|103689550.06|37415|16687652.58|37415|2771.336364|446.01503622
filled_prescriptions|bd_09#prev_2021|relative|65+|9816358.33|3162|2093280.93|3162|3104.4776502|662.01167932
filled_prescriptions|bd_10#inc_2016_2021|father|0-24|6453759.41|4481|736546.49|4481|1440.2498125|164.3710087
filled_prescriptions|bd_10#inc_2016_2021|mother|0-24|6654458.38|4686|-178300.18|4686|1420.0722108|-38.04954759
filled_prescriptions|bd_10#inc_2016_2021|relative|25-64|2102364.03|1183|257238.02|1183|1777.1462637|217.44549451
filled_prescriptions|bd_10#inc_2016_2021|relative|65+|70612.84|23|10635.29|23|3070.1234783|462.40391304
filled_prescriptions|bd_10#prev_2021|father|0-24|8083619.37|5073|201499.89|5073|1593.4593672|39.72006505
filled_prescriptions|bd_10#prev_2021|mother|0-24|8716227.82|5324|687696.66|5324|1637.1577423|129.1691698
filled_prescriptions|bd_10#prev_2021|relative|25-64|18133561.33|10960|-318203.75|10960|1654.5220192|-29.03318887
filled_prescriptions|bd_10#prev_2021|relative|65+|248527.74|97|-43998.36|97|2562.1416495|-453.5913402
filled_prescriptions|bd_11#inc_2016_2021|father|0-24|5518878.38|4919|420670.9|4919|1121.9512868|85.519597479
filled_prescriptions|bd_11#inc_2016_2021|mother|0-24|6701837.51|5113|996360.62|5113|1310.7446724|194.86810483
filled_prescriptions|bd_11#inc_2016_2021|relative|25-64|14531016.35|5988|1547157.53|5988|2426.6894372|258.37634102
filled_prescriptions|bd_11#inc_2016_2021|relative|65+|21577636.3|7260|859006.84|7260|2972.1262121|118.32050138
filled_prescriptions|bd_11#prev_2021|father|0-24|20576859.56|13765|3887696.12|13765|1494.8681119|282.43342681
filled_prescriptions|bd_11#prev_2021|mother|0-24|23013524.75|14300|3383023.92|14300|1609.3373951|236.5750993
filled_prescriptions|bd_11#prev_2021|relative|25-64|78301604.86|31368|10340209.3|31368|2496.2256076|329.64196952
filled_prescriptions|bd_11#prev_2021|relative|65+|46436140.27|14629|2456339.81|14629|3174.2525306|167.90893499
filled_prescriptions|bd_12#inc_2016_2021|father|0-24|35779599.15|24075|4389163.99|24075|1486.1723427|182.31210758
filled_prescriptions|bd_12#inc_2016_2021|mother|0-24|30258865.75|19926|4508231.21|19926|1518.5619668|226.24868062
filled_prescriptions|bd_12#inc_2016_2021|relative|25-64|117597105.4|65662|10581901.9|65662|1790.9461393|161.15716701
filled_prescriptions|bd_12#inc_2016_2021|relative|65+|20265709.71|6650|1200595.6|6650|3047.4751444|180.54069173
filled_prescriptions|bd_12#prev_2021|father|0-24|45528515.5|27689|4794989.99|27689|1644.2816823|173.17310087
filled_prescriptions|bd_12#prev_2021|mother|0-24|37691080.9|22382|6472541.83|22382|1683.990747|289.18514118
filled_prescriptions|bd_12#prev_2021|relative|25-64|604874240.15|279750.95902|52688627.164|279750.95902|2162.188263|188.34118513
filled_prescriptions|bd_12#prev_2021|relative|65+|270068065.03|84346.614754|16621289.609|84346.614754|3201.8838672|197.05935629
filled_prescriptions|bd_13#inc_2016_2021|father|0-24|1758786.48|1147|526346.65|1147|1533.3796687|458.88984307
filled_prescriptions|bd_13#inc_2016_2021|mother|0-24|1869489.62|1241|207443.06|1241|1506.43805|167.1579855
filled_prescriptions|bd_13#inc_2016_2021|relative|25-64|6106271.96|3018|146804.4|3018|2023.284281|48.642942346
filled_prescriptions|bd_13#inc_2016_2021|relative|65+|5405754.06|1855|375282.61|1855|2914.1531321|202.30868464
filled_prescriptions|bd_13#prev_2021|father|0-24|5718324.81|4194|-459783.52|4194|1363.4536981|-109.6288794
filled_prescriptions|bd_13#prev_2021|mother|0-24|6955743.75|4420|957262.4|4420|1573.697681|216.57520362
filled_prescriptions|bd_13#prev_2021|relative|25-64|18094350.29|8683|1035576.78|8683|2083.8823321|119.26486007
filled_prescriptions|bd_13#prev_2021|relative|65+|10637674.98|3445|662818.03|3445|3087.8592104|192.40000871
filled_prescriptions|bd_14#inc_2016_2021|father|0-24|6682414.6|4174|2602433.51|4174|1600.9618112|623.4867058
filled_prescriptions|bd_14#inc_2016_2021|mother|0-24|7857880.03|4411|2466166.31|4411|1781.4282544|559.09460667
filled_prescriptions|bd_14#inc_2016_2021|relative|25-64|5783715.81|1800|1021066.03|1800|3213.17545|567.25890556
filled_prescriptions|bd_14#inc_2016_2021|relative|65+|261000.63|67|104187.28|67|3895.531791|1555.0340299
filled_prescriptions|bd_14#prev_2021|father|0-24|22360427.77|11137|7268112.16|11137|2007.7604175|652.60951423
filled_prescriptions|bd_14#prev_2021|mother|0-24|25584361.14|11984|8532118.37|11984|2134.8765971|711.95914302
filled_prescriptions|bd_14#prev_2021|relative|25-64|40937709.13|13256|8792858.01|13256|3088.2399766|663.31155779
filled_prescriptions|bd_14#prev_2021|relative|65+|838271.76|291|186554.31|291|2880.6589691|641.08010309
filled_prescriptions|bd_15#inc_2016_2021|father|0-24|851107.72|393|198200.67|393|2165.6684987|504.32740458
filled_prescriptions|bd_15#inc_2016_2021|mother|0-24|642684.97|405|-133016.01|405|1586.8764691|-328.4345926
filled_prescriptions|bd_15#inc_2016_2021|relative|25-64|5988631.96|3213|407427.9|3213|1863.8754933|126.80606909
filled_prescriptions|bd_15#inc_2016_2021|relative|65+|1098356.07|331|136536.82|331|3318.296284|412.49794562
filled_prescriptions|bd_15#prev_2021|father|0-24|606960.74|227|248275.74|227|2673.835859|1093.7257269
filled_prescriptions|bd_15#prev_2021|mother|0-24|457073.4|238|134949.51|238|1920.4764706|567.0147479
filled_prescriptions|bd_15#prev_2021|relative|25-64|27123634.56|11548|3093525.14|11548|2348.7733426|267.88406131
filled_prescriptions|bd_15#prev_2021|relative|65+|10371289.01|3380|532946.2|3380|3068.4287012|157.67639053
filled_prescriptions|bd_16#inc_2016_2021|father|0-24|503369.4|384|149789.15|384|1310.8578125|390.07591146
filled_prescriptions|bd_16#inc_2016_2021|mother|0-24|626301.15|406|196827.2|406|1542.61367|484.79605911
filled_prescriptions|bd_16#inc_2016_2021|relative|25-64|3103999.57|1407|158220.42|1407|2206.11199|112.45232409
filled_prescriptions|bd_16#inc_2016_2021|relative|65+|3267541.15|996|9500.81|996|3280.6638052|9.5389658635
filled_prescriptions|bd_16#prev_2021|father|0-24|1031846.83|970|-51551.23|970|1063.7596186|-53.14559794
filled_prescriptions|bd_16#prev_2021|mother|0-24|1620254.02|985|321836.19|985|1644.9279391|326.73724873
filled_prescriptions|bd_16#prev_2021|relative|25-64|9701940.02|4016|769400.12|4016|2415.8217181|191.58369522
filled_prescriptions|bd_16#prev_2021|relative|65+|8059204.56|2378|1306120.98|2378|3389.06836|549.25188394
filled_prescriptions|bd_17#inc_2016_2021|father|0-24|135351.85|109|31968.5|109|1241.7600917|293.28899083
filled_prescriptions|bd_17#inc_2016_2021|mother|0-24|142876.65|114|-23275.6|114|1253.3039474|-204.1719298
filled_prescriptions|bd_17#inc_2016_2021|relative|25-64|1958247.48|862|128357.1|862|2271.7488167|148.90614849
filled_prescriptions|bd_17#inc_2016_2021|relative|65+|3610295.25|1347|-542705.09|1347|2680.2488864|-402.8991017
filled_prescriptions|bd_17#prev_2021|father|0-24|495461.5|314|151520.01|314|1577.9028662|482.54780255
filled_prescriptions|bd_17#prev_2021|mother|0-24|693825.59|324|297013.86|324|2141.4370062|916.70944444
filled_prescriptions|bd_17#prev_2021|relative|25-64|3714249.28|1522|-24792.08|1522|2440.3740342|-16.28914586
filled_prescriptions|bd_17#prev_2021|relative|65+|4921243.18|1591|371619.16|1591|3093.1761031|233.57583909
filled_prescriptions|bd_18#inc_2016_2021|father|0-24|154479.6|101|25226.5|101|1529.5009901|249.76732673
filled_prescriptions|bd_18#inc_2016_2021|mother|0-24|154394.9|103|-6240.62|103|1498.9796117|-60.58854369
filled_prescriptions|bd_18#inc_2016_2021|relative|25-64|6883533.16|2829|422542.54|2829|2433.2036621|149.36109579
filled_prescriptions|bd_18#inc_2016_2021|relative|65+|30961234.42|9639|-130700.69|9639|3212.0795124|-13.55956946
filled_prescriptions|bd_18#prev_2021|father|0-24|210358.3|174|32167.75|174|1208.9557471|184.87212644
filled_prescriptions|bd_18#prev_2021|mother|0-24|334021.9|180|120119.05|180|1855.6772222|667.32805556
filled_prescriptions|bd_18#prev_2021|relative|25-64|13756951.52|4995|2569333.93|4995|2754.1444484|514.38116717
filled_prescriptions|bd_18#prev_2021|relative|65+|47182391.39|14968|718258.79|14968|3152.21749|47.986290086
filled_prescriptions|bd_19#inc_2016_2021|father|0-24|13215185.07|6631|3894162.21|6631|1992.9399894|587.2662057
filled_prescriptions|bd_19#inc_2016_2021|mother|0-24|15185250.6|7010|4540382.47|7010|2166.2269044|647.70078031
filled_prescriptions|bd_19#inc_2016_2021|relative|25-64|19548616.54|8491|3241087.43|8491|2302.2749429|381.70856554
filled_prescriptions|bd_19#inc_2016_2021|relative|65+|516468.1|223|105624.3|223|2316.0004484|473.65156951
filled_prescriptions|bd_19#prev_2021|father|0-24|11784759.18|5350|2871421.23|5350|2202.7587252|536.7142486
filled_prescriptions|bd_19#prev_2021|mother|0-24|13595203.27|5583|4818137.37|5583|2435.1071592|863.00149919
filled_prescriptions|bd_19#prev_2021|relative|25-64|142063733.25|52850|26444748.04|52850|2688.0555014|500.37366206
filled_prescriptions|bd_19#prev_2021|relative|65+|9512161.66|3375|1461625.51|3375|2818.4182696|433.07422519
filled_prescriptions|bd_20#inc_2016_2021|father|0-24|690522.84|408|61638.31|408|1692.4579412|151.07428922
filled_prescriptions|bd_20#inc_2016_2021|mother|0-24|625755.05|422|-148965.4|422|1482.831872|-352.9985782
filled_prescriptions|bd_20#inc_2016_2021|relative|25-64|25221128.37|8690|5657383.55|8690|2902.3162681|651.02227273
filled_prescriptions|bd_20#inc_2016_2021|relative|65+|43263155.19|12418|6413554.38|12418|3483.9068441|516.47240941
filled_prescriptions|bd_20#prev_2021|father|0-24|882475.2|609|171329.42|609|1449.0561576|281.32909688
filled_prescriptions|bd_20#prev_2021|mother|0-24|908763.6|612|47277.4|612|1484.9078431|77.250653595
filled_prescriptions|bd_20#prev_2021|relative|25-64|42853273.7|14953|7505940.92|14953|2865.8646225|501.96889721
filled_prescriptions|bd_20#prev_2021|relative|65+|78430989.18|23350|9119623.21|23350|3358.9288728|390.56202184
filled_prescriptions|bd_21#inc_2016_2021|father|0-24|14994164.59|7945|3979909.69|7945|1887.2453858|500.93262303
filled_prescriptions|bd_21#inc_2016_2021|mother|0-24|17447982.8|8627|5086986.64|8627|2022.4855454|589.65881998
filled_prescriptions|bd_21#inc_2016_2021|relative|25-64|19014284.24|7842|2459056.27|7842|2424.6728182|313.57514282
filled_prescriptions|bd_21#inc_2016_2021|relative|65+|4163726.02|1521|392476.33|1521|2737.4924523|258.03834977
filled_prescriptions|bd_21#prev_2021|father|0-24|15565447.63|6963|4061506.51|6963|2235.4513328|583.29836421
filled_prescriptions|bd_21#prev_2021|mother|0-24|16455305.95|7571|4869529|7571|2173.4653216|643.18174614
filled_prescriptions|bd_21#prev_2021|relative|25-64|109956287.53|40106|11624283.33|40106|2741.6418374|289.83900987
filled_prescriptions|bd_21#prev_2021|relative|65+|14217867.85|5443|131508.76|5443|2612.1381315|24.161080287
filled_prescriptions|bd_22#inc_2016_2021|father|0-24|51124318.24|37378|11293547.5|37378|1367.7649484|302.1442426
filled_prescriptions|bd_22#inc_2016_2021|mother|0-24|61910075.05|37852|19124202.17|37852|1635.5826654|505.23624036
filled_prescriptions|bd_22#inc_2016_2021|relative|25-64|267645906.2|141033|24977409.5|141033|1897.7537612|177.10329852
filled_prescriptions|bd_22#inc_2016_2021|relative|65+|180468731.91|74299|8756074|74299|2428.9523669|117.84915006
filled_prescriptions|bd_22#prev_2021|father|0-24|52924786.76|36998|13016749.77|36998|1430.4769652|351.8230653
filled_prescriptions|bd_22#prev_2021|mother|0-24|64966522.04|36566|22005693.03|36566|1776.6920648|601.80749959
filled_prescriptions|bd_22#prev_2021|relative|25-64|741407295.78|351220.37158|73114720.18|351220.37158|2110.946163|208.17334669
filled_prescriptions|bd_22#prev_2021|relative|65+|558052035.46|236607.61475|25460828.536|236607.61475|2358.5548421|107.60781542
filled_prescriptions|bd_23#inc_2016_2021|father|0-24|42710936.08|26418|10875952.47|26418|1616.7361678|411.68720077
filled_prescriptions|bd_23#inc_2016_2021|mother|0-24|50492887.81|27174|17733821.45|27174|1858.1323254|652.60254103
filled_prescriptions|bd_23#inc_2016_2021|relative|25-64|87698339.35|41477|10066903.24|41477|2114.3848241|242.71049594
filled_prescriptions|bd_23#inc_2016_2021|relative|65+|16158409.49|5226|1140896.33|5226|3091.9268064|218.31158247
filled_prescriptions|bd_23#prev_2021|father|0-24|57377622.06|31811|13650665.53|31811|1803.703815|429.11777467
filled_prescriptions|bd_23#prev_2021|mother|0-24|65916104.13|31871|20192325.91|31871|2068.2157488|633.56424053
filled_prescriptions|bd_23#prev_2021|relative|25-64|361833410.03|146715.21038|57279055.45|146715.21038|2466.2297051|390.40979664
filled_prescriptions|bd_23#prev_2021|relative|65+|59715683.58|21282.614754|7129746.45|21282.614754|2805.8433736|335.00331291
filled_prescriptions|bd_24#inc_2016_2021|father|0-24|663406.93|467|124169.93|467|1420.5715846|265.88850107
filled_prescriptions|bd_24#inc_2016_2021|mother|0-24|762128.07|500|105257.95|500|1524.25614|210.5159
filled_prescriptions|bd_24#inc_2016_2021|relative|25-64|51502093.84|20556.591317|3786765.2466|20556.591317|2505.3810258|184.21172987
filled_prescriptions|bd_24#inc_2016_2021|relative|65+|144080584.87|51180.30137|5814799.9844|51180.30137|2815.1570236|113.61402393
filled_prescriptions|bd_24#prev_2021|father|0-24|1247134.07|937|111897.7|937|1330.9862006|119.42123799
filled_prescriptions|bd_24#prev_2021|mother|0-24|1487514.67|966|220510.77|966|1539.8702588|228.27201863
filled_prescriptions|bd_24#prev_2021|relative|25-64|91700255.4|33649|9894296.4|33649|2725.2000178|294.04429255
filled_prescriptions|bd_24#prev_2021|relative|65+|241578365.92|79216|14108076.02|79216|3049.6158089|178.09629393
filled_prescriptions|bd_25#inc_2016_2021|father|0-24|24535069.54|21823|6233.84|21823|1124.275743|0.2856545846
filled_prescriptions|bd_25#inc_2016_2021|mother|0-24|30357406.13|23152|2182283.88|23152|1311.2217575|94.258978922
filled_prescriptions|bd_25#inc_2016_2021|relative|25-64|44372387.46|21252|2427398.57|21252|2087.9158413|114.21977085
filled_prescriptions|bd_25#inc_2016_2021|relative|65+|59741394.36|19455|4649734.18|19455|3070.7475898|238.99944384
filled_prescriptions|bd_25#prev_2021|father|0-24|69449438.27|52188|4593360.96|52188|1330.7549297|88.015654173
filled_prescriptions|bd_25#prev_2021|mother|0-24|88042721.91|54908|13037822.5|54908|1603.4589115|237.44850477
filled_prescriptions|bd_25#prev_2021|relative|25-64|229304802.59|106935|18735338.92|106935|2144.3381736|175.20305718
filled_prescriptions|bd_25#prev_2021|relative|65+|106799363.97|34694|9580898.47|34694|3078.3237439|276.15433418
primary_sector|bd_00#inc_2016_2021|father|0-24|113858727.77|83170|4675360.7139|83170|1368.9879497|56.214509004
primary_sector|bd_00#inc_2016_2021|mother|0-24|141895462.64|67073|13086272.067|67073|2115.5377371|195.10491655
primary_sector|bd_00#inc_2016_2021|relative|25-64|368419488.24|182623.70829|20601282.167|182623.70829|2017.3694406|112.80727108
primary_sector|bd_00#inc_2016_2021|relative|65+|253192179|108085|6407749.0169|108085|2342.5283712|59.284350436
primary_sector|bd_00#prev_2021|father|0-24|189031709.87|131137|7032456.4783|131137|1441.4826469|53.626790901
primary_sector|bd_00#prev_2021|mother|0-24|218571432.89|100582|21352534.207|100582|2173.0670785|212.28981534
primary_sector|bd_00#prev_2021|relative|25-64|1768886912.8|859597.93716|61479088.52|859597.93716|2057.807303|71.520749251
primary_sector|bd_00#prev_2021|relative|65+|928188524.63|394999.06284|43473819.906|394999.06284|2349.8499413|110.06056468
primary_sector|bd_01#inc_2016_2021|father|0-24|4146277.7902|2264|152377.61836|2264|1831.3947836|67.304601749
primary_sector|bd_01#inc_2016_2021|mother|0-24|7655044.1417|2767|540807.68529|2767|2766.5501054|195.44910925
primary_sector|bd_01#inc_2016_2021|relative|25-64|68775478.849|26666|2542269.0658|26666|2579.1449354|95.337473403
primary_sector|bd_01#inc_2016_2021|relative|65+|30128291.19|10225|1497456.3815|10225|2946.5321457|146.45050186
primary_sector|bd_01#prev_2021|father|0-24|2865623.67|1527|-64758.61638|1527|1876.6363261|-42.40904806
primary_sector|bd_01#prev_2021|mother|0-24|5237236.2751|1807|543615.31088|1807|2898.3045242|300.83857824
primary_sector|bd_01#prev_2021|relative|25-64|248997186.73|89712|5686188.0808|89712|2775.5170627|63.382692179
primary_sector|bd_01#prev_2021|relative|65+|115895906.78|39741|4143668.7123|39741|2916.2805863|104.26684563
primary_sector|bd_02#inc_2016_2021|father|0-24|43624705.048|24599|2758366.1696|24599|1773.4340846|112.13326435
primary_sector|bd_02#inc_2016_2021|mother|0-24|65456436.855|23853|8701156.7003|23853|2744.1595126|364.78248859
primary_sector|bd_02#inc_2016_2021|relative|25-64|124825436.44|51578|11514373.222|51578|2420.1294435|223.24194854
primary_sector|bd_02#inc_2016_2021|relative|65+|56588147.317|19145|2114429.119|19145|2955.7663785|110.44288947
primary_sector|bd_02#prev_2021|father|0-24|43928610.025|23186|3805464.9652|23186|1894.6178739|164.12770487
primary_sector|bd_02#prev_2021|mother|0-24|64097498.977|22222|9226311.4318|22222|2884.4162981|415.18816631
primary_sector|bd_02#prev_2021|relative|25-64|469982696.25|189153|29151393.114|189153|2484.6695334|154.11541511
primary_sector|bd_02#prev_2021|relative|65+|173505730.91|56998|7600370.201|56998|3044.0670007|133.34450684
primary_sector|bd_03#inc_2016_2021|father|0-24|3437834.5761|1713|479881.81331|1713|2006.9086842|280.14116364
primary_sector|bd_03#inc_2016_2021|mother|0-24|5257747.8468|1823|616145.16767|1823|2884.1184019|337.98418413
primary_sector|bd_03#inc_2016_2021|relative|25-64|16139728.21|6253|1631688.2771|6253|2581.1175771|260.94487079
primary_sector|bd_03#inc_2016_2021|relative|65+|3593105.5411|1080|333116.87606|1080|3326.9495751|308.44155191
primary_sector|bd_03#prev_2021|father|0-24|2443528.0037|1140|312524.95686|1140|2143.4456173|274.144699
primary_sector|bd_03#prev_2021|mother|0-24|3530785.1075|1188|447461.08524|1188|2972.0413363|376.65074515
primary_sector|bd_03#prev_2021|relative|25-64|59998517.671|21799|4580655.0315|21799|2752.3518359|210.13142949
primary_sector|bd_03#prev_2021|relative|65+|23365191.045|7726|810034.96646|7726|3024.228714|104.84532312
primary_sector|bd_04#inc_2016_2021|father|0-24|814924.93454|471|114521.45293|471|1730.2015595|243.14533531
primary_sector|bd_04#inc_2016_2021|mother|0-24|1247039.2214|501|59059.24627|501|2489.1002423|117.88272709
primary_sector|bd_04#inc_2016_2021|relative|25-64|13036877.824|5041|736832.06632|5041|2586.1689792|146.167837
primary_sector|bd_04#inc_2016_2021|relative|65+|17984831.653|5809|694459.12995|5809|3096.0288609|119.54882595
primary_sector|bd_04#prev_2021|father|0-24|1223886.9819|739|-17012.52956|739|1656.1393531|-23.02101429
primary_sector|bd_04#prev_2021|mother|0-24|2031216.3625|780|42919.72774|780|2604.1235417|55.025291974
primary_sector|bd_04#prev_2021|relative|25-64|20135465.257|7769|431327.98142|7769|2591.7705312|55.519112038
primary_sector|bd_04#prev_2021|relative|65+|28544795.693|8656|837640.32802|8656|3297.6889664|96.769908505
primary_sector|bd_05#inc_2016_2021|father|0-24|1285653.9643|873|152079.93883|873|1472.6849534|174.20382455
primary_sector|bd_05#inc_2016_2021|mother|0-24|2413674.1092|923|235169.79189|923|2615.0315376|254.78850692
primary_sector|bd_05#inc_2016_2021|relative|25-64|1407484.9569|504|151419.59533|504|2792.6288827|300.43570502
primary_sector|bd_05#inc_2016_2021|relative|65+|732310.35813|244|-47854.85789|244|3001.2719595|-196.1264668
primary_sector|bd_05#prev_2021|father|0-24|6679443.7314|4061|254297.48346|4061|1644.7780673|62.619424639
primary_sector|bd_05#prev_2021|mother|0-24|11439267.689|4249|786056.54644|4249|2692.2258623|184.99801046
primary_sector|bd_05#prev_2021|relative|25-64|9220375.0322|3283|755135.40778|3283|2808.5211795|230.01383118
primary_sector|bd_05#prev_2021|relative|65+|1219322.1334|404|-118566.8927|404|3018.1240925|-293.4824076
primary_sector|bd_06#inc_2016_2021|father|0-24|47478.23931|27|570.74552|27|1758.4533078|21.138722963
primary_sector|bd_06#inc_2016_2021|mother|0-24|84377.06919|28|22780.45418|28|3013.4667568|813.58764929
primary_sector|bd_06#inc_2016_2021|relative|25-64|7501922.119|2607|499118.65292|2607|2877.607257|191.45326157
primary_sector|bd_06#inc_2016_2021|relative|65+|138089177.8|43038|3911465.0072|43038|3208.5407732|90.883986411
primary_sector|bd_06#prev_2021|father|0-24|115513.72954|63|-10388.6993|63|1833.5512625|-164.8999889
primary_sector|bd_06#prev_2021|mother|0-24|178986.86162|59|51779.08692|59|3033.6756207|877.61164271
primary_sector|bd_06#prev_2021|relative|25-64|9053555.5829|3018|976621.59412|3018|2999.8527445|323.59893775
primary_sector|bd_06#prev_2021|relative|65+|111234162.52|34289|7619172.4778|34289|3244.0188549|222.20456933
primary_sector|bd_07#inc_2016_2021|father|0-24|39303607.305|23140|1803930.8783|23140|1698.5137124|77.957254897
primary_sector|bd_07#inc_2016_2021|mother|0-24|51077910.005|20475|5513754.675|20475|2494.6476193|269.29204762
primary_sector|bd_07#inc_2016_2021|relative|25-64|182383450.52|79338|14386683.386|79338|2298.8158325|181.33408186
primary_sector|bd_07#inc_2016_2021|relative|65+|149528080.25|52179|8337062.3321|52179|2865.6754681|159.77811633
primary_sector|bd_07#prev_2021|father|0-24|33428975.085|18831|1090487.9176|18831|1775.209765|57.909187914
