cost_component|cost_period|same_education_req|var_pop|closest_relative_type|agegroup|act_cost|act_py|att_cost|att_py|act_cost_py|att_cost_py
secondary_sector|before_index|yes|bd_00#inc_2016_2021|child|65+|488208585.62|65978|26275796.018|65978|7399.5663043|398.25087177
secondary_sector|before_index|yes|bd_00#inc_2016_2021|grouped|65+|1373334368.9|107275|134683511.34|107275|12801.998312|1255.4976587
secondary_sector|before_index|yes|bd_00#inc_2016_2021|partner|65+|885125783.25|41297|108407715.32|41297|21433.173917|2625.0748317
secondary_sector|after_index|no|bd_00#prev_2021|father|0-24|1030442020|131137|58546179.583|131137|7857.751969|446.45050278
secondary_sector|after_index|no|bd_00#prev_2021|mother|0-24|917560598.97|100582|118322580.2|100582|9122.5129642|1176.3792746
secondary_sector|after_index|no|bd_00#prev_2021|child|25-64|1554747836.7|288522.0847|200851373.62|288522.0847|5388.6614548|696.13864681
secondary_sector|after_index|no|bd_00#prev_2021|grouped|25-64|10302714278|988240.69672|581358598.2|988240.69672|10425.308644|588.27631784
secondary_sector|after_index|no|bd_00#prev_2021|parent|25-64|3598089528.8|167197|112315376.6|167197|21520.060341|671.754736
secondary_sector|after_index|no|bd_00#prev_2021|partner|25-64|3495488168.2|365434|238687829.17|365434|9565.3063706|653.1626208
secondary_sector|after_index|no|bd_00#prev_2021|sibling|25-64|1654388744.6|167087.61202|29504018.821|167087.61202|9901.3249668|176.57813445
secondary_sector|after_index|no|bd_00#prev_2021|child|65+|2116450390.5|246348.06284|138884996.02|246348.06284|8591.3011295|563.77547449
secondary_sector|after_index|no|bd_00#prev_2021|grouped|65+|5698348053|395002.06284|179531019.35|395002.06284|14426.122264|454.50653614
secondary_sector|after_index|no|bd_00#prev_2021|partner|65+|3581897662.5|148654|40646023.331|148654|24095.535017|273.42704085
secondary_sector|after_index|yes|bd_00#prev_2021|father|0-24|1022154311.3|130455|69960416.458|130455|7835.3019145|536.28006943
secondary_sector|after_index|yes|bd_00#prev_2021|mother|0-24|911402217.85|99933|145974216.97|99933|9120.1326674|1460.7208527
secondary_sector|after_index|yes|bd_00#prev_2021|child|25-64|1535991289.9|285133.2459|192971540.89|285133.2459|5386.9245764|676.77671288
secondary_sector|after_index|yes|bd_00#prev_2021|grouped|25-64|9564005133.2|934787.69672|594801954.28|934787.69672|10231.205617|636.29630168
secondary_sector|after_index|yes|bd_00#prev_2021|parent|25-64|3218313837.6|152609|154789949.15|152609|21088.624116|1014.2910913
secondary_sector|after_index|yes|bd_00#prev_2021|partner|25-64|3478211986.1|363830|236305567.74|363830|9559.9922659|649.4944555
secondary_sector|after_index|yes|bd_00#prev_2021|sibling|25-64|1331488019.5|133215.45082|10734896.492|133215.45082|9994.9969114|80.582968612
secondary_sector|after_index|yes|bd_00#prev_2021|child|65+|2102582177|245087|87972771.472|245087|8578.9216766|358.94507449
secondary_sector|after_index|yes|bd_00#prev_2021|grouped|65+|5656712487.1|392620|152377114.55|392620|14407.601465|388.10329211
secondary_sector|after_index|yes|bd_00#prev_2021|partner|65+|3554130310.1|147533|64404343.077|147533|24090.408994|436.54194707
secondary_sector|before_index|no|bd_00#prev_2021|father|0-24|830324758.16|131137|61907865.096|131137|6331.7351942|472.08541522
secondary_sector|before_index|no|bd_00#prev_2021|mother|0-24|789157867.81|100582|101686616.97|100582|7845.9154502|1010.9822529
secondary_sector|before_index|no|bd_00#prev_2021|child|25-64|1507375024.5|288522.0847|186869153.91|288522.0847|5224.4701686|647.6771236
secondary_sector|before_index|no|bd_00#prev_2021|grouped|25-64|8523858942.8|988240.69672|528757315.59|988240.69672|8625.2863002|535.04912046
secondary_sector|before_index|no|bd_00#prev_2021|parent|25-64|2715818929.4|167197|102850227.42|167197|16243.227626|615.14397636
secondary_sector|before_index|no|bd_00#prev_2021|partner|25-64|2948796289|365434|199406771.19|365434|8069.2992141|545.67109571
secondary_sector|before_index|no|bd_00#prev_2021|sibling|25-64|1351868699.9|167087.61202|39631163.066|167087.61202|8090.7775479|237.18791948
secondary_sector|before_index|no|bd_00#prev_2021|child|65+|1726782673.1|246348.06284|28320393.051|246348.06284|7009.5240578|114.96089202
secondary_sector|before_index|no|bd_00#prev_2021|grouped|65+|4514128395.8|395002.06284|105890413.74|395002.06284|11428.113472|268.07559683
secondary_sector|before_index|no|bd_00#prev_2021|partner|65+|2787345722.7|148654|77570020.693|148654|18750.559842|521.81589929
secondary_sector|before_index|yes|bd_00#prev_2021|father|0-24|825383245.81|130455|57418342.183|130455|6326.9575395|440.13906851
secondary_sector|before_index|yes|bd_00#prev_2021|mother|0-24|784586909.2|99933|83994222.3|99933|7851.1293487|840.50536159
secondary_sector|before_index|yes|bd_00#prev_2021|child|25-64|1490726316.6|285133.2459|182022222.27|285133.2459|5228.1743292|638.37600451
secondary_sector|before_index|yes|bd_00#prev_2021|grouped|25-64|7948175275.8|934787.69672|452503766.42|934787.69672|8502.6528523|484.07116183
secondary_sector|before_index|yes|bd_00#prev_2021|parent|25-64|2430332073.5|152609|57830678.778|152609|15925.221144|378.94671204
secondary_sector|before_index|yes|bd_00#prev_2021|partner|25-64|2931575727.7|363830|172658034.73|363830|8057.5426098|474.55689395
secondary_sector|before_index|yes|bd_00#prev_2021|sibling|25-64|1095541157.9|133215.45082|39992830.64|133215.45082|8223.8295269|300.21165258
secondary_sector|before_index|yes|bd_00#prev_2021|child|65+|1716534356.8|245087|23950461.978|245087|7003.775626|97.722286284
secondary_sector|before_index|yes|bd_00#prev_2021|grouped|65+|4480725848.6|392620|93889129.731|392620|11412.372902|239.13486254
secondary_sector|before_index|yes|bd_00#prev_2021|partner|65+|2764191491.8|147533|69938667.752|147533|18736.089497|474.05439971
secondary_sector|after_index|no|bd_01#inc_2016_2021|father|0-24|34385042.18|2264|8709090.9805|2264|15187.739479|3846.7716345
secondary_sector|after_index|no|bd_01#inc_2016_2021|mother|0-24|42835124.75|2767|9328001.4398|2767|15480.710065|3371.1606215
secondary_sector|after_index|no|bd_01#inc_2016_2021|child|25-64|53838626.638|5419.0904334|7294467.2837|5419.0904334|9934.9932058|1346.0685651
secondary_sector|after_index|no|bd_01#inc_2016_2021|grouped|25-64|482073179.04|27870.090433|84489886.355|27870.090433|17297.151589|3031.5612558
secondary_sector|after_index|no|bd_01#inc_2016_2021|parent|25-64|148528183.39|5163|24876627.417|5163|28767.806195|4818.2505166
secondary_sector|after_index|no|bd_01#inc_2016_2021|partner|25-64|224158426.36|13934|54901677.146|13934|16087.155616|3940.1232342
secondary_sector|after_index|no|bd_01#inc_2016_2021|sibling|25-64|55547942.656|3354|-2582885.492|3354|16561.700255|-770.0910828
secondary_sector|after_index|no|bd_01#inc_2016_2021|child|65+|58598726.526|5050|-2429921.194|5050|11603.708223|-481.1725137
secondary_sector|after_index|no|bd_01#inc_2016_2021|grouped|65+|217114991.73|10225|33933294.55|10225|21233.740022|3318.6596136
secondary_sector|after_index|no|bd_01#inc_2016_2021|partner|65+|158516265.2|5175|36363215.743|5175|30631.162358|7026.7083562
secondary_sector|after_index|yes|bd_01#inc_2016_2021|father|0-24|34271979.07|2251|11008177.629|2251|15225.223931|4890.349902
secondary_sector|after_index|yes|bd_01#inc_2016_2021|mother|0-24|42425011.328|2751|8211955.5684|2751|15421.668967|2985.0801775
secondary_sector|after_index|yes|bd_01#inc_2016_2021|child|25-64|52767924.865|5302.4729471|5032672.5439|5302.4729471|9951.5688985|949.11800477
secondary_sector|after_index|yes|bd_01#inc_2016_2021|grouped|25-64|444682767.14|25947.472947|65862695.802|25947.472947|17137.806369|2538.3086798
secondary_sector|after_index|yes|bd_01#inc_2016_2021|parent|25-64|135369141.57|4775|8499304.2106|4775|28349.558443|1779.958997
secondary_sector|after_index|yes|bd_01#inc_2016_2021|partner|25-64|223567344.3|13897|55176524.101|13897|16087.453717|3970.3910269
secondary_sector|after_index|yes|bd_01#inc_2016_2021|sibling|25-64|32978356.411|1973|-2845805.054|1973|16714.828389|-1442.374584
secondary_sector|after_index|yes|bd_01#inc_2016_2021|child|65+|57834508.702|5000|-9236724.157|5000|11566.90174|-1847.344831
secondary_sector|after_index|yes|bd_01#inc_2016_2021|grouped|65+|215589756.94|10167|16360032.868|10167|21204.854622|1609.1308024
secondary_sector|after_index|yes|bd_01#inc_2016_2021|partner|65+|157755248.24|5167|25596757.024|5167|30531.304092|4953.8914311
secondary_sector|before_index|no|bd_01#inc_2016_2021|father|0-24|28517530.379|2264|2784049.7014|2264|12596.082323|1229.7039317
secondary_sector|before_index|no|bd_01#inc_2016_2021|mother|0-24|43345144.492|2767|10750052.691|2767|15665.032343|3885.0931301
secondary_sector|before_index|no|bd_01#inc_2016_2021|child|25-64|52550057.676|5419.0904334|2099178.2018|5419.0904334|9697.2099509|387.36725796
secondary_sector|before_index|no|bd_01#inc_2016_2021|grouped|25-64|422292233.14|27870.090433|26752122.822|27870.090433|15152.165873|959.88647348
secondary_sector|before_index|no|bd_01#inc_2016_2021|parent|25-64|126948805.34|5163|9716101.2149|5163|24588.186199|1881.8712405
secondary_sector|before_index|no|bd_01#inc_2016_2021|partner|25-64|194395412.73|13934|24478745.247|13934|13951.156361|1756.7636893
secondary_sector|before_index|no|bd_01#inc_2016_2021|sibling|25-64|48397957.391|3354|-9541901.842|3354|14429.921703|-2844.931974
secondary_sector|before_index|no|bd_01#inc_2016_2021|child|65+|56989871.852|5050|893638.39457|5050|11285.123139|176.95809793
secondary_sector|before_index|no|bd_01#inc_2016_2021|grouped|65+|202095975.81|10225|24129226.886|10225|19764.88761|2359.8265903
secondary_sector|before_index|no|bd_01#inc_2016_2021|partner|65+|145106103.96|5175|23235588.492|5175|28039.826852|4489.9687906
secondary_sector|before_index|yes|bd_01#inc_2016_2021|father|0-24|28452338.9|2251|5916085.2675|2251|12639.866237|2628.2031397
secondary_sector|before_index|yes|bd_01#inc_2016_2021|mother|0-24|42588253.979|2751|10454707.309|2751|15481.008353|3800.3298106
secondary_sector|before_index|yes|bd_01#inc_2016_2021|child|25-64|50994010.99|5302.4729471|2577274.782|5302.4729471|9617.0242637|486.05147215
secondary_sector|before_index|yes|bd_01#inc_2016_2021|grouped|25-64|382534798.92|25947.472947|36730645.377|25947.472947|14742.661056|1415.5769794
secondary_sector|before_index|yes|bd_01#inc_2016_2021|parent|25-64|110818530.39|4775|3856644.0962|4775|23208.069192|807.67415628
secondary_sector|before_index|yes|bd_01#inc_2016_2021|partner|25-64|193696185.81|13897|39187900.284|13897|13937.985595|2819.8820094
secondary_sector|before_index|yes|bd_01#inc_2016_2021|sibling|25-64|27026071.732|1973|-8891173.786|1973|13697.958303|-4506.423612
secondary_sector|before_index|yes|bd_01#inc_2016_2021|child|65+|56701883.249|5000|-771720.1681|5000|11340.37665|-154.3440336
secondary_sector|before_index|yes|bd_01#inc_2016_2021|grouped|65+|201450927.33|10167|26817641.188|10167|19814.195665|2637.7142901
secondary_sector|before_index|yes|bd_01#inc_2016_2021|partner|65+|144749044.08|5167|27589361.356|5167|28014.136651|5339.5319055
secondary_sector|after_index|no|bd_01#prev_2021|father|0-24|21127180.661|1527|1241864.8167|1527|13835.743721|813.27099979
secondary_sector|after_index|no|bd_01#prev_2021|mother|0-24|32963628.969|1807|5410113.9996|1807|18242.185373|2993.97565
secondary_sector|after_index|no|bd_01#prev_2021|child|25-64|258166693.12|21925.428962|63588885.749|21925.428962|11774.761332|2900.2345112
secondary_sector|after_index|no|bd_01#prev_2021|grouped|25-64|1709802570.5|93446.428962|247132263.83|93446.428962|18297.141898|2644.6410695
secondary_sector|after_index|no|bd_01#prev_2021|parent|25-64|566279148.54|18823|29808848.228|18823|30084.425891|1583.639602
secondary_sector|after_index|no|bd_01#prev_2021|partner|25-64|593334486.12|36747|126552063.61|36747|16146.474164|3443.8747003
secondary_sector|after_index|no|bd_01#prev_2021|sibling|25-64|292022242.76|15951|27182466.241|15951|18307.456759|1704.1230168
secondary_sector|after_index|no|bd_01#prev_2021|child|65+|265473516.89|21213|11106272.59|21213|12514.661618|523.55973176
secondary_sector|after_index|no|bd_01#prev_2021|grouped|65+|779287399.19|39741|38961733.636|39741|19609.154254|980.39137506
secondary_sector|after_index|no|bd_01#prev_2021|partner|65+|513813882.3|18528|27855461.046|18528|27731.750988|1503.4251428
secondary_sector|after_index|yes|bd_01#prev_2021|father|0-24|21083363.466|1521|2577514.8453|1521|13861.514442|1694.6185702
secondary_sector|after_index|yes|bd_01#prev_2021|mother|0-24|32895751.583|1799|12788750.856|1799|18285.5762|7108.8109262
secondary_sector|after_index|yes|bd_01#prev_2021|child|25-64|254424527.34|21437.945355|42912293.101|21437.945355|11867.952974|2001.6980354
secondary_sector|after_index|yes|bd_01#prev_2021|grouped|25-64|1547785668.3|85458.945355|202008989.37|85458.945355|18111.452954|2363.8132736
secondary_sector|after_index|yes|bd_01#prev_2021|parent|25-64|521764293.04|17343|43488851.84|17343|30085.00796|2507.5737669
secondary_sector|after_index|yes|bd_01#prev_2021|partner|25-64|590980768.1|36669|93669569.546|36669|16116.631708|2554.4620673
secondary_sector|after_index|yes|bd_01#prev_2021|sibling|25-64|180616079.79|10009|21938274.887|10009|18045.367148|2191.8548194
secondary_sector|after_index|yes|bd_01#prev_2021|child|65+|261956399.28|21006|-5924583.054|21006|12470.551237|-282.042419
secondary_sector|after_index|yes|bd_01#prev_2021|grouped|65+|774653995.96|39495|44277003.918|39495|19613.97635|1121.0787168
secondary_sector|after_index|yes|bd_01#prev_2021|partner|65+|512697596.68|18489|50201586.972|18489|27729.871636|2715.2137472
secondary_sector|before_index|no|bd_01#prev_2021|father|0-24|18598031.829|1527|2229912.7172|1527|12179.457649|1460.32267
secondary_sector|before_index|no|bd_01#prev_2021|mother|0-24|31954791.855|1807|11249342.835|1807|17683.891453|6225.4249224
secondary_sector|before_index|no|bd_01#prev_2021|child|25-64|247672629.6|21925.428962|48857917.439|21925.428962|11296.1361|2228.3676878
secondary_sector|before_index|no|bd_01#prev_2021|grouped|25-64|1598051592.9|93446.428962|265965989.69|93446.428962|17101.259092|2846.1867686
secondary_sector|before_index|no|bd_01#prev_2021|parent|25-64|516424036.77|18823|63499540.654|18823|27435.798585|3373.5079772
secondary_sector|before_index|no|bd_01#prev_2021|partner|25-64|572295372.46|36747|130874234.65|36747|15573.934538|3561.4943982
secondary_sector|before_index|no|bd_01#prev_2021|sibling|25-64|261659554.1|15951|22734296.941|15951|16403.959257|1425.2584127
secondary_sector|before_index|no|bd_01#prev_2021|child|65+|248163697.92|21213|-6647909.974|21213|11698.6611|-313.388487
secondary_sector|before_index|no|bd_01#prev_2021|grouped|65+|716242383.31|39741|27330281.213|39741|18022.756934|687.70995228
secondary_sector|before_index|no|bd_01#prev_2021|partner|65+|468078685.39|18528|33978191.187|18528|25263.314194|1833.8833758
secondary_sector|before_index|yes|bd_01#prev_2021|father|0-24|18584701.65|1521|697470.79834|1521|12218.738757|458.56068267
secondary_sector|before_index|yes|bd_01#prev_2021|mother|0-24|31874564.076|1799|10782883.635|1799|17717.93445|5993.8208086
secondary_sector|before_index|yes|bd_01#prev_2021|child|25-64|243083721.48|21437.945355|37277438.015|21437.945355|11338.946781|1738.8531129
secondary_sector|before_index|yes|bd_01#prev_2021|grouped|25-64|1456361517.4|85458.945355|214586908.65|85458.945355|17041.650951|2510.9941125
secondary_sector|before_index|yes|bd_01#prev_2021|parent|25-64|476216491.25|17343|54006115.461|17343|27458.714828|3114.0007762
secondary_sector|before_index|yes|bd_01#prev_2021|partner|25-64|570805783.4|36669|115072100.79|36669|15566.439865|3138.1303225
secondary_sector|before_index|yes|bd_01#prev_2021|sibling|25-64|166255521.24|10009|8231254.3753|10009|16610.602581|822.38529077
secondary_sector|before_index|yes|bd_01#prev_2021|child|65+|245813920.04|21006|-380568.7495|21006|11702.081312|-18.11714508
secondary_sector|before_index|yes|bd_01#prev_2021|grouped|65+|713330954.47|39495|46455606.872|39495|18061.297746|1176.2402044
secondary_sector|before_index|yes|bd_01#prev_2021|partner|65+|467517034.42|18489|46836175.622|18489|25286.226103|2533.1913906
secondary_sector|after_index|no|bd_02#inc_2016_2021|father|0-24|305963028.76|24599|30751222.985|24599|12438.027105|1250.1005319
secondary_sector|after_index|no|bd_02#inc_2016_2021|mother|0-24|328180623.22|23853|56786717.267|23853|13758.463221|2380.6949762
secondary_sector|after_index|no|bd_02#inc_2016_2021|child|25-64|84056060.801|9313.7340594|10629318.305|9313.7340594|9024.9582245|1141.2520733
secondary_sector|after_index|no|bd_02#inc_2016_2021|grouped|25-64|792084718.23|54123.734059|89023483.675|54123.734059|14634.701984|1644.8141508
secondary_sector|after_index|no|bd_02#inc_2016_2021|parent|25-64|260561799.73|11185|24786851.074|11185|23295.64593|2216.0796669
secondary_sector|after_index|no|bd_02#inc_2016_2021|partner|25-64|366983547.37|28223|62240294.143|28223|13002.99569|2205.303977
secondary_sector|after_index|no|bd_02#inc_2016_2021|sibling|25-64|80483310.332|5402|-8632979.848|5402|14898.798655|-1598.10808
secondary_sector|after_index|no|bd_02#inc_2016_2021|child|65+|141998480.83|10514|-3326250.838|10514|13505.657298|-316.3639755
secondary_sector|after_index|no|bd_02#inc_2016_2021|grouped|65+|417168583.81|19145|13137777.191|19145|21789.949533|686.22497732
secondary_sector|after_index|no|bd_02#inc_2016_2021|partner|65+|275170102.98|8631|16464028.029|8631|31881.60155|1907.5458265
secondary_sector|after_index|yes|bd_02#inc_2016_2021|father|0-24|303513583.35|24487|8427356.1011|24487|12394.886403|344.15633197
secondary_sector|after_index|yes|bd_02#inc_2016_2021|mother|0-24|324907248.39|23736|62455100.635|23736|13688.374132|2631.2394942
secondary_sector|after_index|yes|bd_02#inc_2016_2021|child|25-64|82712971.19|9124.7340594|6431984.7492|9124.7340594|9064.6993821|704.89558461
secondary_sector|after_index|yes|bd_02#inc_2016_2021|grouped|25-64|732349517.3|50784.734059|90362097.366|50784.734059|14420.662643|1779.3161476
secondary_sector|after_index|yes|bd_02#inc_2016_2021|parent|25-64|242096438.5|10551|29369895.555|10551|22945.354801|2783.6125064
secondary_sector|after_index|yes|bd_02#inc_2016_2021|partner|25-64|365353178.2|28118|64491720.538|28118|12993.56918|2293.6098065
secondary_sector|after_index|yes|bd_02#inc_2016_2021|sibling|25-64|42186929.408|2991|-9931503.476|2991|14104.623674|-3320.462546
secondary_sector|after_index|yes|bd_02#inc_2016_2021|child|65+|141582116.62|10448|-4546890.944|10448|13551.121422|-435.1924717
secondary_sector|after_index|yes|bd_02#inc_2016_2021|grouped|65+|416008398.5|19046|8759900.8541|19046|21842.297517|459.93388922
secondary_sector|after_index|yes|bd_02#inc_2016_2021|partner|65+|274426281.88|8598|13306791.798|8598|31917.455441|1547.6612931
secondary_sector|before_index|no|bd_02#inc_2016_2021|father|0-24|282002168.49|24599|16883307.25|24599|11463.968799|686.3412029
secondary_sector|before_index|no|bd_02#inc_2016_2021|mother|0-24|310554365.42|23853|48207644.6|23853|13019.509723|2021.0306712
secondary_sector|before_index|no|bd_02#inc_2016_2021|child|25-64|83300961.586|9313.7340594|6555969.918|9313.7340594|8943.8844887|703.90349092
secondary_sector|before_index|no|bd_02#inc_2016_2021|grouped|25-64|732967125.34|54123.734059|94375813.84|54123.734059|13542.434536|1743.7047809
secondary_sector|before_index|no|bd_02#inc_2016_2021|parent|25-64|232689076.67|11185|25343278.53|11185|20803.672478|2265.827316
secondary_sector|before_index|no|bd_02#inc_2016_2021|partner|25-64|339218749.6|28223|56290693.61|28223|12019.230755|1994.4971693
secondary_sector|before_index|no|bd_02#inc_2016_2021|sibling|25-64|77758337.484|5402|6185871.7818|5402|14394.360882|1145.1076975
secondary_sector|before_index|no|bd_02#inc_2016_2021|child|65+|135596134.83|10514|6852334.4864|10514|12896.721974|651.73430535
secondary_sector|before_index|no|bd_02#inc_2016_2021|grouped|65+|394667587.97|19145|38208555.34|19145|20614.65594|1995.7459044
secondary_sector|before_index|no|bd_02#inc_2016_2021|partner|65+|259071453.14|8631|31356220.854|8631|30016.388963|3632.9765791
secondary_sector|before_index|yes|bd_02#inc_2016_2021|father|0-24|280649508.6|24487|12232649.224|24487|11461.163417|499.55687605
secondary_sector|before_index|yes|bd_02#inc_2016_2021|mother|0-24|308156994.94|23736|49185005.977|23736|12982.684317|2072.1691093
secondary_sector|before_index|yes|bd_02#inc_2016_2021|child|25-64|81576802.653|9124.7340594|4405713.0976|9124.7340594|8940.1841327|482.83194545
secondary_sector|before_index|yes|bd_02#inc_2016_2021|grouped|25-64|681415558.19|50784.734059|83040246.059|50784.734059|13417.724259|1635.1418905
secondary_sector|before_index|yes|bd_02#inc_2016_2021|parent|25-64|216209048.28|10551|24670358.965|10551|20491.806301|2338.2010203
secondary_sector|before_index|yes|bd_02#inc_2016_2021|partner|25-64|338153350.47|28118|51956272.852|28118|12026.223432|1847.7940412
secondary_sector|before_index|yes|bd_02#inc_2016_2021|sibling|25-64|45476356.785|2991|2007901.145|2991|15204.398791|671.31432464
secondary_sector|before_index|yes|bd_02#inc_2016_2021|child|65+|134715457.17|10448|1846250.394|10448|12893.89904|176.70849866
secondary_sector|before_index|yes|bd_02#inc_2016_2021|grouped|65+|393106414.51|19046|29333943.817|19046|20639.841148|1540.1629643
secondary_sector|before_index|yes|bd_02#inc_2016_2021|partner|65+|258390957.34|8598|27487693.423|8598|30052.449097|3196.9869066
secondary_sector|after_index|no|bd_02#prev_2021|father|0-24|317214473.21|23186|41320764.134|23186|13681.293591|1782.1428506
secondary_sector|after_index|no|bd_02#prev_2021|mother|0-24|312168366.9|22222|54027455.743|22222|14047.716988|2431.259821
secondary_sector|after_index|no|bd_02#prev_2021|child|25-64|363456455.82|36271.393443|91895106.546|36271.393443|10020.471267|2533.5422167
secondary_sector|after_index|no|bd_02#prev_2021|grouped|25-64|2972080807.4|196075.39344|325830724.87|196075.39344|15157.846965|1661.7624433
secondary_sector|after_index|no|bd_02#prev_2021|parent|25-64|1052771895|41399|58195392.355|41399|25429.887076|1405.7197603
secondary_sector|after_index|no|bd_02#prev_2021|partner|25-64|1200386639.6|96630|146627165.88|96630|12422.504808|1517.4083192
secondary_sector|after_index|no|bd_02#prev_2021|sibling|25-64|355465816.95|21775|29113060.089|21775|16324.492168|1336.9947228
secondary_sector|after_index|no|bd_02#prev_2021|child|65+|392255420.94|28767|34753507.29|28767|13635.604023|1208.1032881
secondary_sector|after_index|no|bd_02#prev_2021|grouped|65+|1293943409|56997|107167921.94|56997|22701.956401|1880.2379413
secondary_sector|after_index|no|bd_02#prev_2021|partner|65+|901687988.02|28230|72414414.652|28230|31940.771804|2565.1581527
secondary_sector|after_index|yes|bd_02#prev_2021|father|0-24|315886161.38|23105|43531199.11|23105|13671.766344|1884.0596888
