cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost_total|act_py|att_cost_total|att_py|n_cases_included|act_cost_per_person|att_cost_per_person|att_cost_prop
filled_prescriptions|before_index|yes|bd_09#inc_2016_2021|pooled|65+|2821709.48|874|722072.51|874|874|3228.5005492|826.16991991|
filled_prescriptions|before_index|yes|bd_09#inc_2016_2021|sibling|65+|33966.08|15|17598.43|15|15|2264.4053333|1173.2286667|
filled_prescriptions|before_index|yes|bd_09#prev_2021|father|0-24|11637876.61|5223|4008502.03|5223|5223|2228.1977044|767.47119089|
filled_prescriptions|before_index|yes|bd_09#prev_2021|mother|0-24|14105095.72|6067|3610655.87|6067|6067|2324.8880369|595.13035602|
filled_prescriptions|before_index|yes|bd_09#prev_2021|child|25-64|6217456.95|6212|2225133.98|6212|6212|1000.878453|358.19928847|
filled_prescriptions|before_index|yes|bd_09#prev_2021|parent|25-64|48017451.53|13244|7435927.07|13244|13244|3625.6003873|561.45628738|
filled_prescriptions|before_index|yes|bd_09#prev_2021|partner|25-64|18191165.21|9817|4508376.16|9817|9817|1853.0269135|459.24173984|
filled_prescriptions|before_index|yes|bd_09#prev_2021|pooled|25-64|80399263.94|33371|15378603.91|33371|33371|2409.2554595|460.83737107|
filled_prescriptions|before_index|yes|bd_09#prev_2021|sibling|25-64|7973190.25|4098|1209166.7|4098|4098|1945.6296364|295.06264031|
filled_prescriptions|before_index|yes|bd_09#prev_2021|child|65+|3710957.13|1769|721387.57|1769|1769|2097.7711306|407.79399096|
filled_prescriptions|before_index|yes|bd_09#prev_2021|partner|65+|5501016.37|1085|1330065.33|1085|1085|5070.0611705|1225.8666636|
filled_prescriptions|before_index|yes|bd_09#prev_2021|pooled|65+|9753501.18|3016|2220962.4|3016|3016|3233.9194894|736.3933687|
filled_prescriptions|before_index|yes|bd_09#prev_2021|sibling|65+|541527.68|162|169509.5|162|162|3342.7634568|1046.3549383|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|father|0-24|5911036.71|4367|607013.16|4367|4367|1353.5692031|139.00003664|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|mother|0-24|6431355.09|4564|795012.23|4564|4564|1409.1487927|174.19198729|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|child|25-64|81163|131|31573.75|131|131|619.5648855|241.02099237|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|parent|25-64|1174779.11|408|255508.41|408|408|2879.3605637|626.24610294|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|partner|25-64|355211.65|495|-94763.75|495|495|717.59929293|-191.4419192|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|pooled|25-64|1765589.71|1108|247779.16|1108|1108|1593.4925181|223.62740072|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|sibling|25-64|154435.95|74|55460.75|74|74|2086.9722973|749.46959459|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|child|65+|41539.02|14|-46101.68|14|14|2967.0728571|-3292.977143|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|partner|65+|27904.77|8|-13880.13|8|8|3488.09625|-1735.01625|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|pooled|65+|69443.79|23|-60047.51|23|23|3019.2952174|-2610.761304|
filled_prescriptions|before_index|yes|bd_10#inc_2016_2021|sibling|65+||||||||
filled_prescriptions|before_index|yes|bd_10#prev_2021|father|0-24|7483369.77|4957|855354.83|4957|4957|1509.6570042|172.55493847|
filled_prescriptions|before_index|yes|bd_10#prev_2021|mother|0-24|8435143.62|5201|753026.01|5201|5201|1621.8311132|144.78485099|
filled_prescriptions|before_index|yes|bd_10#prev_2021|child|25-64|795362.99|1177|255431.13|1177|1177|675.754452|217.01880204|
filled_prescriptions|before_index|yes|bd_10#prev_2021|parent|25-64|8049130.07|2810|-734104.05|2810|2810|2864.4590996|-261.2469929|
filled_prescriptions|before_index|yes|bd_10#prev_2021|partner|25-64|4700510.54|5726|663836.72|5726|5726|820.9064862|115.93376179|
filled_prescriptions|before_index|yes|bd_10#prev_2021|pooled|25-64|14076459.56|10199|9971.31|10199|10199|1380.1803667|0.9776752623|
filled_prescriptions|before_index|yes|bd_10#prev_2021|sibling|25-64|531455.96|486|-175192.49|486|486|1093.5307819|-360.4783745|
filled_prescriptions|before_index|yes|bd_10#prev_2021|child|65+|79371.42|57|-80158.93|57|57|1392.4810526|-1406.297018|
filled_prescriptions|before_index|yes|bd_10#prev_2021|partner|65+|153461.6|37|26809.4|37|37|4147.6108108|724.57837838|
filled_prescriptions|before_index|yes|bd_10#prev_2021|pooled|65+|291567.27|103|-24035.33|103|103|2830.7501942|-233.3527184|
filled_prescriptions|before_index|yes|bd_10#prev_2021|sibling|65+|58734.25|9|29314.2|9|9|6526.0277778|3257.1333333|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|father|0-24|4804472.68|4746|177133.04|4746|4746|1012.320413|37.32259587|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|mother|0-24|6052208.02|4937|653782.31|4937|4937|1225.8877902|132.42501722|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|child|25-64|870466.38|986|72766.37|986|986|882.8259432|73.799563895|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|parent|25-64|3563912.38|897|497845.16|897|897|3973.146466|555.01132664|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|partner|25-64|6988989.81|3271|1964852.82|3271|3271|2136.6523418|600.68872516|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|pooled|25-64|12477351.26|5728|2479604.24|5728|5728|2178.30853|432.89180168|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|sibling|25-64|1053982.69|574|-55860.11|574|574|1836.206777|-97.31726481|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|child|65+|5221950.46|2917|926047.95|2917|2917|1790.178423|317.46587247|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|partner|65+|14311798.97|3962.9994311|55606.797222|3962.9994311|3963|3611.3552926|14.031492608|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|pooled|65+|19708677.13|6932.9994311|993983.84722|6932.9994311|6933|2842.7345662|143.36995944|
filled_prescriptions|before_index|yes|bd_11#inc_2016_2021|sibling|65+|174927.7|53|12329.1|53|53|3300.5226415|232.6245283|
filled_prescriptions|before_index|yes|bd_11#prev_2021|father|0-24|20067041.58|13311|5278492.27|13311|13311|1507.5532702|396.55114342|
filled_prescriptions|before_index|yes|bd_11#prev_2021|mother|0-24|21664690.87|13833|3049561.24|13833|13833|1566.1599704|220.4555223|
filled_prescriptions|before_index|yes|bd_11#prev_2021|child|25-64|3055849.29|3640|254547.79|3640|3640|839.51903571|69.930711538|
filled_prescriptions|before_index|yes|bd_11#prev_2021|parent|25-64|25973088.48|7233|2932758.48|7233|7233|3590.9150394|405.46916632|
filled_prescriptions|before_index|yes|bd_11#prev_2021|partner|25-64|25621670.77|14911|4676300.1|14911|14911|1718.3066709|313.61411709|
filled_prescriptions|before_index|yes|bd_11#prev_2021|pooled|25-64|60536387.1|28621|8431570.2|28621|28621|2115.1038433|294.59383669|
filled_prescriptions|before_index|yes|bd_11#prev_2021|sibling|25-64|5885778.56|2837|567963.83|2837|2837|2074.6487698|200.19874163|
filled_prescriptions|before_index|yes|bd_11#prev_2021|child|65+|10307543.49|5640|1026881.9|5640|5640|1827.578633|182.07125887|
filled_prescriptions|before_index|yes|bd_11#prev_2021|partner|65+|33519455.99|8222|3494721.61|8222|8222|4076.8007772|425.04519703|
filled_prescriptions|before_index|yes|bd_11#prev_2021|pooled|65+|44774087.91|14177|4736814.56|14177|14177|3158.2202095|334.11966989|
filled_prescriptions|before_index|yes|bd_11#prev_2021|sibling|65+|947088.43|315|215211.05|315|315|3006.6299365|683.20968254|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|father|0-24|31075808.55|23317|3842858.82|23317|23317|1332.7532937|164.80931595|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|mother|0-24|27834089.05|19253|5336506.44|19253|19253|1445.7013998|277.17791721|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|child|25-64|6939836.8|10530|893561.2|10530|10530|659.05382716|84.858613485|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|parent|25-64|30589878.19|9413|3599186.68|9413|9413|3249.7480283|382.36339955|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|partner|25-64|46423312.28|40793|3463499.01|40793|40793|1138.0215302|84.904248523|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|pooled|25-64|88043014.73|63911|8178685.14|63911|63911|1377.5878132|127.96991347|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|sibling|25-64|4089987.46|3175|222438.25|3175|3175|1288.1850268|70.059291339|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|child|65+|4108947.36|2473|-129220.39|2473|2473|1661.5233967|-52.25248281|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|partner|65+|14351100.91|3837|312272.29|3837|3837|3740.1878838|81.384490487|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|pooled|65+|18608652.12|6371|155486.2|6371|6371|2920.8369361|24.40530529|
filled_prescriptions|before_index|yes|bd_12#inc_2016_2021|sibling|65+|148603.85|61|-27565.7|61|61|2436.1286885|-451.8967213|
filled_prescriptions|before_index|yes|bd_12#prev_2021|father|0-24|41724816.18|26878|7718373.1|26878|26878|1552.378011|287.16322271|
filled_prescriptions|before_index|yes|bd_12#prev_2021|mother|0-24|34493053.79|21692|7131911.91|21692|21692|1590.1278716|328.78074451|
filled_prescriptions|before_index|yes|bd_12#prev_2021|child|25-64|41111766.47|48947|4408368.24|48947|48947|839.92413161|90.064115063|
filled_prescriptions|before_index|yes|bd_12#prev_2021|parent|25-64|136883833.35|34398|16125798.61|34398|34398|3979.4125632|468.80047125|
filled_prescriptions|before_index|yes|bd_12#prev_2021|partner|25-64|266787153.24|174753|22821134.4|174753|174753|1526.6527799|130.59080187|
filled_prescriptions|before_index|yes|bd_12#prev_2021|pooled|25-64|471501509.66|272292|44116242.21|272292|272292|1731.6025064|162.01813571|
filled_prescriptions|before_index|yes|bd_12#prev_2021|sibling|25-64|26718756.6|14194|760940.96|14194|14194|1882.3979569|53.61004368|
filled_prescriptions|before_index|yes|bd_12#prev_2021|child|65+|50920003.38|30133|3843896.55|30133|30133|1689.841814|127.56434972|
filled_prescriptions|before_index|yes|bd_12#prev_2021|partner|65+|204735408.37|49892|14125093.79|49892|49892|4103.5718827|283.11340075|
filled_prescriptions|before_index|yes|bd_12#prev_2021|pooled|65+|258908180.17|81235|18075712.01|81235|81235|3187.1506145|222.51138069|
filled_prescriptions|before_index|yes|bd_12#prev_2021|sibling|65+|3252768.42|1210|106721.67|1210|1210|2688.2383636|88.199727273|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|father|0-24|1587068.67|1115|423085.27|1115|1115|1423.3799731|379.44867265|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|mother|0-24|1738385.9|1205|215617.18|1205|1205|1442.6439004|178.93541909|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|child|25-64|355699.52|417|85446.16|417|417|852.99645084|204.90685851|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|parent|25-64|1302070.26|404|-158732.7|404|404|3222.9461881|-392.9027228|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|partner|25-64|2887483.38|1887|196872.49|1887|1887|1530.1978696|104.3309433|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|pooled|25-64|4976512.24|2901|214449.46|2901|2901|1715.4471699|73.922599104|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|sibling|25-64|431259.08|193|90863.51|193|193|2234.5030052|470.7953886|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|child|65+|1433278.73|804|264188.07|804|804|1782.6849876|328.59212687|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|partner|65+|3514584.45|953.99977543|-36739.21954|953.99977543|954|3684.0516534|-38.51072138|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|pooled|65+|4980238.78|1772.9997754|234499.75046|1772.9997754|1773|2808.9336778|132.26157933|
filled_prescriptions|before_index|yes|bd_13#inc_2016_2021|sibling|65+|32375.6|15|7050.9|15|15|2158.3733333|470.06|
filled_prescriptions|before_index|yes|bd_13#prev_2021|father|0-24|5225813.02|4080|212406.95|4080|4080|1280.8365245|52.060526961|
filled_prescriptions|before_index|yes|bd_13#prev_2021|mother|0-24|6408597.74|4299|624822.12|4299|4299|1490.7182461|145.34127006|
filled_prescriptions|before_index|yes|bd_13#prev_2021|child|25-64|1066548.88|1138|446487.78|1138|1138|937.21342707|392.34427065|
filled_prescriptions|before_index|yes|bd_13#prev_2021|parent|25-64|4494163.19|1301|183055.56|1301|1301|3454.3913836|140.70373559|
filled_prescriptions|before_index|yes|bd_13#prev_2021|partner|25-64|7957155.85|5403|483797.6|5403|5403|1472.7291967|89.542402369|
filled_prescriptions|before_index|yes|bd_13#prev_2021|pooled|25-64|14035108.07|8252|1014161.1|8252|8252|1700.8129023|122.89882453|
filled_prescriptions|before_index|yes|bd_13#prev_2021|sibling|25-64|517240.15|410|-99179.84|410|410|1261.5613415|-241.9020488|
filled_prescriptions|before_index|yes|bd_13#prev_2021|child|65+|2387113.41|1190|591759.87|1190|1190|2005.9776555|497.27720168|
filled_prescriptions|before_index|yes|bd_13#prev_2021|partner|65+|8128578.37|2076|547599.69|2076|2076|3915.5001782|263.77634393|
filled_prescriptions|before_index|yes|bd_13#prev_2021|pooled|65+|10660702.48|3314|1132387.96|3314|3314|3216.8685818|341.69823778|
filled_prescriptions|before_index|yes|bd_13#prev_2021|sibling|65+|145010.7|48|-6971.6|48|48|3021.05625|-145.2416667|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|father|0-24|5978397.99|3953|1902209.11|3953|3953|1512.3698432|481.20645333|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|mother|0-24|6937789.25|4183|2097993.11|4183|4183|1658.5678341|501.55226153|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|child|25-64|46963.7|96|12759.9|96|96|489.20520833|132.915625|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|parent|25-64|3248792.28|800|520524.33|800|800|4060.99035|650.6554125|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|partner|25-64|704880.79|299|434508.54|299|299|2357.4608361|1453.2058194|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|pooled|25-64|4546314.2|1481|1103128.58|1481|1481|3069.7597569|744.85386901|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|sibling|25-64|545677.43|286|135335.81|286|286|1907.963042|473.20213287|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|child|65+|59746.55|31|30673.15|31|31|1927.3080645|989.45645161|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|partner|65+|159112.07|29|85076.17|29|29|5486.6231034|2933.6610345|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|pooled|65+|232834.07|72|98483.57|72|72|3233.8065278|1367.8273611|
filled_prescriptions|before_index|yes|bd_14#inc_2016_2021|sibling|65+|13975.45|12|-17265.75|12|12|1164.6208333|-1438.8125|
filled_prescriptions|before_index|yes|bd_14#prev_2021|father|0-24|20114268.79|10580|5457805.81|10580|10580|1901.159621|515.86066257|
filled_prescriptions|before_index|yes|bd_14#prev_2021|mother|0-24|23390113.99|11399|6998668.27|11399|11399|2051.9443802|613.9721265|
filled_prescriptions|before_index|yes|bd_14#prev_2021|child|25-64|300756.14|505|-41549.56|505|505|595.55671287|-82.27635644|
filled_prescriptions|before_index|yes|bd_14#prev_2021|parent|25-64|24483949.48|6081|6242377.7|6081|6081|4026.3031541|1026.5380201|
filled_prescriptions|before_index|yes|bd_14#prev_2021|partner|25-64|3905631.36|1952|1830170.58|1952|1952|2000.8357377|937.5873873|
filled_prescriptions|before_index|yes|bd_14#prev_2021|pooled|25-64|33253672.04|10695|8631393.62|10695|10695|3109.272748|807.04942683|
filled_prescriptions|before_index|yes|bd_14#prev_2021|sibling|25-64|4563335.06|2157|600394.9|2157|2157|2115.5934446|278.34719518|
filled_prescriptions|before_index|yes|bd_14#prev_2021|child|65+|307495.21|164|21998.16|164|164|1874.9707927|134.13512195|
filled_prescriptions|before_index|yes|bd_14#prev_2021|partner|65+|453036.86|91|155787.36|91|91|4978.427033|1711.949011|
filled_prescriptions|before_index|yes|bd_14#prev_2021|pooled|65+|1285779.42|414|237845.17|414|414|3105.7473913|574.50524155|
filled_prescriptions|before_index|yes|bd_14#prev_2021|sibling|65+|525247.35|159|60059.65|159|159|3303.4424528|377.7336478|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|father|0-24|698284.64|371|210580.6|371|371|1882.168841|567.60269542|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|mother|0-24|625116.89|384|-48978.06|384|384|1627.9085677|-127.5470313|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|child|25-64|332733.4|346|102608.85|346|346|961.65722543|296.55736994|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|parent|25-64|1567787.81|478|-17176.21|478|478|3279.8908159|-35.93349372|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|partner|25-64|2603883.44|2145|278283.39|2145|2145|1213.9316737|129.73584615|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|pooled|25-64|4610245.2|3091|275874.57|3091|3091|1491.5060498|89.250912326|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|sibling|25-64|105840.55|122|-87841.46|122|122|867.5454918|-720.0119672|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|child|65+|165632.05|101|-16886.25|101|101|1639.9212871|-167.1905941|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|partner|65+|788264.38|212|78029.42|212|212|3718.2282075|368.06330189|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|pooled|65+|966669.28|316|62960.37|316|316|3059.08|199.24167722|
filled_prescriptions|before_index|yes|bd_15#inc_2016_2021|sibling|65+||||||||
filled_prescriptions|before_index|yes|bd_15#prev_2021|father|0-24|552664.92|217|258099.77|217|217|2546.8429493|1189.3998618|
filled_prescriptions|before_index|yes|bd_15#prev_2021|mother|0-24|414244.65|228|-6411.15|228|228|1816.8625|-28.11907895|
filled_prescriptions|before_index|yes|bd_15#prev_2021|child|25-64|1540536.13|1555|550172.81|1555|1555|990.69847588|353.80888103|
filled_prescriptions|before_index|yes|bd_15#prev_2021|parent|25-64|6345448.3|1479|474073.52|1479|1479|4290.3639621|320.53652468|
filled_prescriptions|before_index|yes|bd_15#prev_2021|partner|25-64|12738711.99|7298|1751607.25|7298|7298|1745.5072609|240.01195533|
filled_prescriptions|before_index|yes|bd_15#prev_2021|pooled|25-64|21925272.1|10917|2769892.69|10917|10917|2008.3605478|253.72288083|
filled_prescriptions|before_index|yes|bd_15#prev_2021|sibling|25-64|1300575.68|585|-5960.89|585|585|2223.2062906|-10.18955556|
filled_prescriptions|before_index|yes|bd_15#prev_2021|child|65+|1671730.89|1116|-371201.03|1116|1116|1497.9667473|-332.6174104|
filled_prescriptions|before_index|yes|bd_15#prev_2021|partner|65+|8377148.15|2097|621716.37|2097|2097|3994.8250596|296.47895565|
filled_prescriptions|before_index|yes|bd_15#prev_2021|pooled|65+|10240968.39|3279|224042.19|3279|3279|3123.1986551|68.326376944|
filled_prescriptions|before_index|yes|bd_15#prev_2021|sibling|65+|192089.35|66|-26473.15|66|66|2910.444697|-401.1083333|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|father|0-24|472354.45|363|175602.55|363|363|1301.2519284|483.75358127|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|mother|0-24|596637.71|385|144490.01|385|385|1549.7083377|375.29872727|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|child|25-64|141150.75|182|23983.8|182|182|775.55357143|131.77912088|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|parent|25-64|540769.39|179|-29824.16|179|179|3021.0580447|-166.615419|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|partner|25-64|1578712.42|907|258536.97|907|907|1740.5870121|285.04627343|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|pooled|25-64|2423159.51|1355|274189.88|1355|1355|1788.3096015|202.35415498|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|sibling|25-64|162526.95|87|21493.27|87|87|1868.1258621|247.04908046|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|child|65+|742929.82|335|251717.37|335|335|2217.7009552|751.39513433|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|partner|65+|2171873.61|624|69711.11|624|624|3480.5666827|111.71652244|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|pooled|65+|2928851.38|964|317132.98|964|964|3038.2275726|328.97612033|
filled_prescriptions|before_index|yes|bd_16#inc_2016_2021|sibling|65+|14047.95|5|-4295.5|5|5|2809.59|-859.1|
filled_prescriptions|before_index|yes|bd_16#prev_2021|father|0-24|1009069.37|940|-143483.72|940|940|1073.4780532|-152.6422553|
filled_prescriptions|before_index|yes|bd_16#prev_2021|mother|0-24|1400599.61|957|235139.61|957|957|1463.5314629|245.70492163|
filled_prescriptions|before_index|yes|bd_16#prev_2021|child|25-64|399011.16|509|97669.01|509|509|783.9119057|191.88410609|
filled_prescriptions|before_index|yes|bd_16#prev_2021|parent|25-64|2459348.84|682|300075.94|682|682|3606.0833431|439.99404692|
filled_prescriptions|before_index|yes|bd_16#prev_2021|partner|25-64|4001778.25|2354|275778.08|2354|2354|1699.9907604|117.15296517|
filled_prescriptions|before_index|yes|bd_16#prev_2021|pooled|25-64|7380015.99|3810|687767.53|3810|3810|1937.0120709|180.51641207|
filled_prescriptions|before_index|yes|bd_16#prev_2021|sibling|25-64|519877.74|265|14244.5|265|265|1961.8027925|53.752830189|
filled_prescriptions|before_index|yes|bd_16#prev_2021|child|65+|1622494.13|795|-134185.78|795|795|2040.8731195|-168.7871447|
filled_prescriptions|before_index|yes|bd_16#prev_2021|partner|65+|6173604.28|1483|612259.29|1483|1483|4162.9159002|412.85184761|
filled_prescriptions|before_index|yes|bd_16#prev_2021|pooled|65+|7852614.81|2298|517929.61|2298|2298|3417.1517885|225.38277198|
filled_prescriptions|before_index|yes|bd_16#prev_2021|sibling|65+|56516.4|20|39856.1|20|20|2825.82|1992.805|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|father|0-24|108570.45|100|-16416.15|100|100|1085.7045|-164.1615|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|mother|0-24|99232.9|107|-103354.96|107|107|927.41028037|-965.9342056|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|child|25-64|196477.1|153|31578.98|153|153|1284.1640523|206.39856209|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|parent|25-64|275824.1|79|37496.25|79|79|3491.4443038|474.63607595|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|partner|25-64|1150738.5|546|148937.1|546|546|2107.5796703|272.77857143|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|pooled|25-64|1723333.75|844|178950.63|844|844|2041.8646327|212.0268128|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|sibling|25-64|100294.05|66|-39061.7|66|66|1519.6068182|-591.8439394|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|child|65+|869542.26|494|205798.81|494|494|1760.207004|416.59678138|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|partner|65+|2402718.2|784|-1124721.17|784|784|3064.6915816|-1434.593329|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|pooled|65+|3292676.56|1287|-932220|1287|1287|2558.4122455|-724.3356643|
filled_prescriptions|before_index|yes|bd_17#inc_2016_2021|sibling|65+|20416.1|9|-13297.64|9|9|2268.4555556|-1477.515556|
filled_prescriptions|before_index|yes|bd_17#prev_2021|father|0-24|502262|296|253558.7|296|296|1696.8310811|856.61722973|
filled_prescriptions|before_index|yes|bd_17#prev_2021|mother|0-24|442352.55|309|27246.77|309|309|1431.5616505|88.177249191|
filled_prescriptions|before_index|yes|bd_17#prev_2021|child|25-64|291069.45|270|109093.2|270|270|1078.035|404.04888889|
filled_prescriptions|before_index|yes|bd_17#prev_2021|parent|25-64|994366.18|276|-136350.17|276|276|3602.7760145|-494.0223551|
filled_prescriptions|before_index|yes|bd_17#prev_2021|partner|25-64|1704712.23|779|259247.35|779|779|2188.3340565|332.79505777|
filled_prescriptions|before_index|yes|bd_17#prev_2021|pooled|25-64|3191305.17|1462|219055.82|1462|1462|2182.8352736|149.83298222|
filled_prescriptions|before_index|yes|bd_17#prev_2021|sibling|25-64|201157.31|137|-12934.56|137|137|1468.3015328|-94.41284672|
filled_prescriptions|before_index|yes|bd_17#prev_2021|child|65+|1074432.17|568|251311.01|568|568|1891.6059331|442.44896127|
filled_prescriptions|before_index|yes|bd_17#prev_2021|partner|65+|3691168.1|938|330903.91|938|938|3935.1472281|352.77602345|
filled_prescriptions|before_index|yes|bd_17#prev_2021|pooled|65+|4825639.17|1527|617943.62|1527|1527|3160.2090177|404.67820563|
filled_prescriptions|before_index|yes|bd_17#prev_2021|sibling|65+|60038.9|21|35728.7|21|21|2858.9952381|1701.3666667|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|father|0-24|103905.75|95|-33263.3|95|95|1093.7447368|-350.14|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|mother|0-24|116894.45|98|-13368.3|98|98|1192.8005102|-136.4112245|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|child|25-64|310227.47|344|516.74|344|344|901.8240407|1.5021511628|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|parent|25-64|1055924.8|257|112424.67|257|257|4108.6568093|437.45007782|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|partner|25-64|3800740.89|1974|89051.36|1974|1974|1925.4006535|45.112137791|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|pooled|25-64|5543585.72|2752|182447.08|2752|2752|2014.3843459|66.296177326|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|sibling|25-64|376692.56|177|-19545.69|177|177|2128.2065537|-110.4276271|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|child|65+|4935713.73|2865|440549.16|2865|2865|1722.7622094|153.76934031|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|partner|65+|23504228.35|6400|786960.87|6400|6400|3672.5356797|122.96263594|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|pooled|65+|28483032.88|9297|1199205.08|9297|9297|3063.6799914|128.98839195|
filled_prescriptions|before_index|yes|bd_18#inc_2016_2021|sibling|65+|43090.8|32|-28304.95|32|32|1346.5875|-884.5296875|
filled_prescriptions|before_index|yes|bd_18#prev_2021|father|0-24|195585.2|163|21410.66|163|163|1199.9092025|131.35374233|
filled_prescriptions|before_index|yes|bd_18#prev_2021|mother|0-24|390288.4|168|151090.1|168|168|2323.1452381|899.34583333|
filled_prescriptions|before_index|yes|bd_18#prev_2021|child|25-64|953523.93|731|214034.08|731|731|1304.410301|292.79627907|
filled_prescriptions|before_index|yes|bd_18#prev_2021|parent|25-64|2289845.93|528|200025.59|528|528|4336.8294129|378.8363447|
filled_prescriptions|before_index|yes|bd_18#prev_2021|partner|25-64|7580061.5|3196|1792515.47|3196|3196|2371.7338861|560.86216208|
