cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost|act_py|att_cost|att_py|n_cases_included|act_cost_py|att_cost_py
secondary_sector|after_index|no|bd_16#prev_2021|partner|25-64|31006759.3|2405.6547945|1560086.481|2405.6547945|2410|12889.11417|648.50804221
secondary_sector|after_index|no|bd_16#prev_2021|pooled|25-64|63257319.738|4202.5863014|3916442.8606|4202.5863014|4217|15051.997794|931.91253665
secondary_sector|after_index|no|bd_16#prev_2021|sibling|25-64|7179408.1209|512.87945205|-87773.41115|512.87945205|513|13998.236997|-171.1384825
secondary_sector|after_index|no|bd_16#prev_2021|child|65+|12517747.178|853.68767123|1026296.7513|853.68767123|854|14663.146253|1202.1923074
secondary_sector|after_index|no|bd_16#prev_2021|partner|65+|48691600.551|1503.7342466|7650383.5203|1503.7342466|1521|32380.455963|5087.5901362
secondary_sector|after_index|no|bd_16#prev_2021|pooled|65+|61209347.729|2357.4219178|8676680.2716|2357.4219178|2375|25964.528143|3680.5801312
secondary_sector|after_index|yes|bd_16#prev_2021|father|0-24|10953011.534|938|1372796.0996|938|938|11676.984577|1463.5352874
secondary_sector|after_index|yes|bd_16#prev_2021|mother|0-24|12388520.565|953.66027397|1457486.8363|953.66027397|954|12990.496619|1528.3082205
secondary_sector|after_index|yes|bd_16#prev_2021|child|25-64|4106774.5712|487.40821918|-500517.3047|487.40821918|488|8425.7392666|-1026.895495
secondary_sector|after_index|yes|bd_16#prev_2021|parent|25-64|17312852.917|693.90410959|-439279.3353|693.90410959|699|24949.92129|-633.0548115
secondary_sector|after_index|yes|bd_16#prev_2021|partner|25-64|29602608.725|2347.6547945|-1426568.365|2347.6547945|2352|12609.438489|-607.6567851
secondary_sector|after_index|yes|bd_16#prev_2021|pooled|25-64|54392942.552|3792.9671233|-4619945.477|3792.9671233|3803|14340.472982|-1218.029402
secondary_sector|after_index|yes|bd_16#prev_2021|sibling|25-64|3370706.3396|264|-2253580.472|264|264|12767.827044|-8536.289665
secondary_sector|after_index|yes|bd_16#prev_2021|child|65+|12264991.612|818.68767123|105246.76477|818.68767123|819|14981.282903|128.5554534
secondary_sector|after_index|yes|bd_16#prev_2021|partner|65+|47494656.83|1464.6246575|-919451.4739|1464.6246575|1481|32427.869206|-627.772767
secondary_sector|after_index|yes|bd_16#prev_2021|pooled|65+|59759648.443|2283.3123288|-814204.7091|2283.3123288|2300|26172.349569|-356.5892843
secondary_sector|before_index|no|bd_16#prev_2021|father|0-24|11744841.007|970|1899373.2643|970|970|12108.083513|1958.1167674
secondary_sector|before_index|no|bd_16#prev_2021|mother|0-24|11204033.136|985|1506443.782|985|985|11374.65293|1529.3845503
secondary_sector|before_index|no|bd_16#prev_2021|child|25-64|5056454.4701|517|365114.60391|517|517|9780.376151|706.21780254
secondary_sector|before_index|no|bd_16#prev_2021|parent|25-64|16569418.978|777|-15251.17789|777|777|21324.863549|-19.62828557
secondary_sector|before_index|no|bd_16#prev_2021|partner|25-64|28791061.448|2410|1527045.3968|2410|2410|11946.498526|633.62879534
secondary_sector|before_index|no|bd_16#prev_2021|pooled|25-64|55125108.334|4217|256385.12849|4217|4217|13072.114853|60.797991105
secondary_sector|before_index|no|bd_16#prev_2021|sibling|25-64|4708173.438|513|-1620523.694|513|513|9177.7260001|-3158.915583
secondary_sector|before_index|no|bd_16#prev_2021|child|65+|12348083.012|854|1035755.4597|854|854|14459.113598|1212.8284071
secondary_sector|before_index|no|bd_16#prev_2021|partner|65+|44421828.94|1521|2166999.0349|1521|1521|29205.673202|1424.7199441
secondary_sector|before_index|no|bd_16#prev_2021|pooled|65+|56769911.953|2375|3202754.4946|2375|2375|23903.120822|1348.5282083
secondary_sector|before_index|yes|bd_16#prev_2021|father|0-24|11191272.146|938|2923365.939|938|938|11930.993759|3116.5948177
secondary_sector|before_index|yes|bd_16#prev_2021|mother|0-24|10550306.268|954|-1133270.641|954|954|11059.021245|-1187.914718
secondary_sector|before_index|yes|bd_16#prev_2021|child|25-64|4830125.3624|488|335485.23254|488|488|9897.7978738|687.46973881
secondary_sector|before_index|yes|bd_16#prev_2021|parent|25-64|14802574.4|699|1498746.1531|699|699|21176.787411|2144.1289744
secondary_sector|before_index|yes|bd_16#prev_2021|partner|25-64|27753398.903|2352|1217076.0502|2352|2352|11799.9145|517.46430706
secondary_sector|before_index|yes|bd_16#prev_2021|pooled|25-64|49458846.724|3803|-505074.6256|3803|3803|13005.218702|-132.8095255
secondary_sector|before_index|yes|bd_16#prev_2021|sibling|25-64|2072748.0579|264|-3556382.061|264|264|7851.3184013|-13471.14417
secondary_sector|before_index|yes|bd_16#prev_2021|child|65+|12116281.134|819|1602483.1666|819|819|14793.994058|1956.633903
secondary_sector|before_index|yes|bd_16#prev_2021|partner|65+|42830050.208|1481|-824451.5299|1481|1481|28919.682788|-556.6857055
secondary_sector|before_index|yes|bd_16#prev_2021|pooled|65+|54946331.342|2300|778031.63669|2300|2300|23889.709279|338.27462465
secondary_sector|after_index|no|bd_17#inc_2016_2021|father|0-24|1643906.2845|108.58480425|835471.54904|108.58480425|109|15139.376968|7694.1847876
secondary_sector|after_index|no|bd_17#inc_2016_2021|mother|0-24|2023039.6735|113.98082192|1006602.073|113.98082192|114|17748.947933|8831.3284294
secondary_sector|after_index|no|bd_17#inc_2016_2021|child|25-64|952005.56058|154.14754098|-588620.4959|154.14754098|155|6175.9373812|-3818.552616
secondary_sector|after_index|no|bd_17#inc_2016_2021|parent|25-64|3426812.6786|84.60095067|-297079.3962|84.60095067|87|40505.60486|-3511.537327
secondary_sector|after_index|no|bd_17#inc_2016_2021|partner|25-64|12081445.235|563.88859196|4651451.0891|563.88859196|567|21425.234359|8248.8831224
secondary_sector|after_index|no|bd_17#inc_2016_2021|pooled|25-64|18758134.897|919.78313497|4957176.9578|919.78313497|927|20394.084414|5389.5062536
secondary_sector|after_index|no|bd_17#inc_2016_2021|sibling|25-64|2297871.4228|117.14605135|1191425.7608|117.14605135|118|19615.440694|10170.430391
secondary_sector|after_index|no|bd_17#inc_2016_2021|child|65+|7415388.4685|533.52504678|-753356.336|533.52504678|535|13898.857257|-1412.035556
secondary_sector|after_index|no|bd_17#inc_2016_2021|partner|65+|21481285.882|802.79074781|-3309461.951|802.79074781|810|26758.262898|-4122.446553
secondary_sector|after_index|no|bd_17#inc_2016_2021|pooled|65+|28896674.351|1336.3157946|-4062818.287|1336.3157946|1345|21624.135902|-3040.313004
secondary_sector|after_index|yes|bd_17#inc_2016_2021|father|0-24|1626509.0822|105.58480425|754230.20553|105.58480425|106|15404.764859|7143.3594149
secondary_sector|after_index|yes|bd_17#inc_2016_2021|mother|0-24|2010071.2477|111.98082192|987745.79581|111.98082192|112|17950.138366|8820.6692798
secondary_sector|after_index|yes|bd_17#inc_2016_2021|child|25-64|918096.11018|144.14754098|-868668.2516|144.14754098|145|6369.1416719|-6026.243984
secondary_sector|after_index|yes|bd_17#inc_2016_2021|parent|25-64|3098848.1249|77.529912419|693989.60299|77.529912419|79|39969.710119|8951.2496704
secondary_sector|after_index|yes|bd_17#inc_2016_2021|partner|25-64|11370572.357|542.88859196|-266582.5322|542.88859196|546|20944.577811|-491.0446382
secondary_sector|after_index|yes|bd_17#inc_2016_2021|pooled|25-64|16879339.644|843.2312224|-1059440.218|843.2312224|849|20017.450962|-1256.405348
secondary_sector|after_index|yes|bd_17#inc_2016_2021|sibling|25-64|1491823.0515|78.665177034|-618179.037|78.665177034|79|18964.211456|-7858.356904
secondary_sector|after_index|yes|bd_17#inc_2016_2021|child|65+|7133018.568|506.52504678|-1903736.607|506.52504678|508|14082.262295|-3758.425412
secondary_sector|after_index|yes|bd_17#inc_2016_2021|partner|65+|20970941.23|773.79074781|-5045251.973|773.79074781|781|27101.566269|-6520.176143
secondary_sector|after_index|yes|bd_17#inc_2016_2021|pooled|65+|28103959.798|1280.3157946|-6948988.581|1280.3157946|1289|21950.803011|-5427.558271
secondary_sector|before_index|no|bd_17#inc_2016_2021|father|0-24|1929680.977|109|1304401.9644|109|109|17703.495202|11966.990499
secondary_sector|before_index|no|bd_17#inc_2016_2021|mother|0-24|2408952.7463|114|370770.40148|114|114|21131.164441|3252.3719428
secondary_sector|before_index|no|bd_17#inc_2016_2021|child|25-64|1304508.5812|155|481486.5854|155|155|8416.1843951|3106.3650671
secondary_sector|before_index|no|bd_17#inc_2016_2021|parent|25-64|3134030.2728|87|542495.3527|87|87|36023.336469|6235.5787667
secondary_sector|before_index|no|bd_17#inc_2016_2021|partner|25-64|7337846.9756|567|249093.64702|567|567|12941.529057|439.31860144
secondary_sector|before_index|no|bd_17#inc_2016_2021|pooled|25-64|13553538.772|927|1949929.5934|927|927|14620.861674|2103.4839195
secondary_sector|before_index|no|bd_17#inc_2016_2021|sibling|25-64|1777152.9425|118|676854.00828|118|118|15060.618157|5736.0509176
secondary_sector|before_index|no|bd_17#inc_2016_2021|child|65+|6245812.7173|535|31547.185101|535|535|11674.416294|58.966701123
secondary_sector|before_index|no|bd_17#inc_2016_2021|partner|65+|15971063.324|810|-6676870.436|810|810|19717.362129|-8243.049922
secondary_sector|before_index|no|bd_17#inc_2016_2021|pooled|65+|22216876.041|1345|-6645323.251|1345|1345|16518.123451|-4940.760782
secondary_sector|before_index|yes|bd_17#inc_2016_2021|father|0-24|1914853.5672|106|1191367.2453|106|106|18064.656294|11239.313635
secondary_sector|before_index|yes|bd_17#inc_2016_2021|mother|0-24|2408952.7463|112|268307.54936|112|112|21508.506663|2395.6031193
secondary_sector|before_index|yes|bd_17#inc_2016_2021|child|25-64|1200012.4725|145|-1335998.325|145|145|8275.9480865|-9213.781555
secondary_sector|before_index|yes|bd_17#inc_2016_2021|parent|25-64|2895324.0659|79|-281066.1148|79|79|36649.671721|-3557.798922
secondary_sector|before_index|yes|bd_17#inc_2016_2021|partner|25-64|7102661.2893|546|-1664907.706|546|546|13008.53716|-3049.281514
secondary_sector|before_index|yes|bd_17#inc_2016_2021|pooled|25-64|12557716.372|849|-3282591.309|849|849|14791.185361|-3866.420859
secondary_sector|before_index|yes|bd_17#inc_2016_2021|sibling|25-64|1359718.5437|79|-619.1622422|79|79|17211.627135|-7.837496737
secondary_sector|before_index|yes|bd_17#inc_2016_2021|child|65+|5996117.412|508|-446889.2457|508|508|11803.380732|-879.7032396
secondary_sector|before_index|yes|bd_17#inc_2016_2021|partner|65+|15469720.421|781|-6342809.917|781|781|19807.580564|-8121.39554
secondary_sector|before_index|yes|bd_17#inc_2016_2021|pooled|65+|21465837.833|1289|-6789699.162|1289|1289|16653.093741|-5267.415952
secondary_sector|after_index|no|bd_17#prev_2021|father|0-24|3467842.0522|313.75068493|365133.71203|313.75068493|314|11052.858906|1163.7702468
secondary_sector|after_index|no|bd_17#prev_2021|mother|0-24|7375183.269|323.46849315|4727446.9582|323.46849315|324|22800.314173|14614.860669
secondary_sector|after_index|no|bd_17#prev_2021|child|25-64|3409012.7067|279.25753425|565559.1157|279.25753425|280|12207.415338|2025.2241976
secondary_sector|after_index|no|bd_17#prev_2021|parent|25-64|8344761.3277|306.39726027|562507.54441|306.39726027|315|27235.104257|1835.8765477
secondary_sector|after_index|no|bd_17#prev_2021|partner|25-64|16347502.147|792.40273973|3411816.0701|792.40273973|795|20630.294833|4305.6591037
secondary_sector|after_index|no|bd_17#prev_2021|pooled|25-64|31709073.022|1617.8246575|2604811.2513|1617.8246575|1631|19599.820583|1610.0701885
secondary_sector|after_index|no|bd_17#prev_2021|sibling|25-64|3607796.8404|239.76712329|-1935071.479|239.76712329|241|15047.087319|-8070.628919
secondary_sector|after_index|no|bd_17#prev_2021|child|65+|10447637.833|618.21369863|3622995.9581|618.21369863|619|16899.719072|5860.4265259
secondary_sector|after_index|no|bd_17#prev_2021|partner|65+|28446774.44|953.87123288|7316504.4177|953.87123288|971|29822.44716|7670.3271527
secondary_sector|after_index|no|bd_17#prev_2021|pooled|65+|38894412.273|1572.0849315|10939500.376|1572.0849315|1590|24740.65586|6958.593748
secondary_sector|after_index|yes|bd_17#prev_2021|father|0-24|3182422.6076|297.75068493|-2919231.533|297.75068493|298|10688.212551|-9804.281504
secondary_sector|after_index|yes|bd_17#prev_2021|mother|0-24|7268079.8067|308.46849315|1698892.4243|308.46849315|309|23561.822255|5507.5071264
secondary_sector|after_index|yes|bd_17#prev_2021|child|25-64|3061123.1388|263.25753425|-2004530.164|263.25753425|264|11627.865267|-7614.331609
secondary_sector|after_index|yes|bd_17#prev_2021|parent|25-64|7506104.7499|277.35342466|730190.17849|277.35342466|285|27063.320956|2632.7065526
secondary_sector|after_index|yes|bd_17#prev_2021|partner|25-64|15423547.42|773.40273973|6663632.5011|773.40273973|776|19942.452525|8615.9928829
secondary_sector|after_index|yes|bd_17#prev_2021|pooled|25-64|28867179.014|1455.7808219|6419217.4611|1455.7808219|1468|19829.344211|4409.4669777
secondary_sector|after_index|yes|bd_17#prev_2021|sibling|25-64|2876403.7057|141.76712329|1029924.9458|141.76712329|143|20289.638662|7264.9068553
secondary_sector|after_index|yes|bd_17#prev_2021|child|65+|8552738.0648|586.26575342|1733156.0338|586.26575342|587|14588.500206|2956.2634755
secondary_sector|after_index|yes|bd_17#prev_2021|partner|65+|26782629.499|924.11506849|-1107344.153|924.11506849|940|28981.920555|-1198.275184
secondary_sector|after_index|yes|bd_17#prev_2021|pooled|65+|35335367.563|1510.3808219|625811.88029|1510.3808219|1527|23395.005452|414.34045719
secondary_sector|before_index|no|bd_17#prev_2021|father|0-24|2704152.8191|314|-956580.5311|314|314|8611.9516533|-3046.434812
secondary_sector|before_index|no|bd_17#prev_2021|mother|0-24|6124425.6339|324|3263199.3032|324|324|18902.548253|10071.602788
secondary_sector|before_index|no|bd_17#prev_2021|child|25-64|2208480.6034|280|-306887.8741|280|280|7887.4307265|-1096.028122
secondary_sector|before_index|no|bd_17#prev_2021|parent|25-64|8854835.5464|315|1661017.6015|315|315|28110.589036|5273.0717508
secondary_sector|before_index|no|bd_17#prev_2021|partner|25-64|15561369.911|795|7852003.5463|795|795|19574.050202|9876.7340205
secondary_sector|before_index|no|bd_17#prev_2021|pooled|25-64|29963227.34|1631|9225637.6384|1631|1631|18371.077462|5656.4301891
secondary_sector|before_index|no|bd_17#prev_2021|sibling|25-64|3338541.2793|241|19504.364721|241|241|13852.868379|80.930973946
secondary_sector|before_index|no|bd_17#prev_2021|child|65+|10092262.76|619|3858957.1743|619|619|16304.140162|6234.1796031
secondary_sector|before_index|no|bd_17#prev_2021|partner|65+|23918785.662|971|-1491849.359|971|971|24633.146923|-1536.405107
secondary_sector|before_index|no|bd_17#prev_2021|pooled|65+|34011048.422|1590|2367107.8156|1590|1590|21390.596492|1488.7470538
secondary_sector|before_index|yes|bd_17#prev_2021|father|0-24|2552202.3011|298|-740231.4876|298|298|8564.437252|-2483.998281
secondary_sector|before_index|yes|bd_17#prev_2021|mother|0-24|5871074.1849|309|2333319.2552|309|309|19000.240081|7551.1950006
secondary_sector|before_index|yes|bd_17#prev_2021|child|25-64|2064811.1637|264|-2115743.692|264|264|7821.2544078|-8014.180653
secondary_sector|before_index|yes|bd_17#prev_2021|parent|25-64|7867916.4041|285|1088745.9323|285|285|27606.724225|3820.1611659
secondary_sector|before_index|yes|bd_17#prev_2021|partner|25-64|14851250.993|776|5276237.9216|776|776|19138.210043|6799.2756721
secondary_sector|before_index|yes|bd_17#prev_2021|pooled|25-64|26475534.335|1468|4269390.4712|1468|1468|18035.105133|2908.3041357
secondary_sector|before_index|yes|bd_17#prev_2021|sibling|25-64|1691555.7741|143|20150.309721|143|143|11829.061357|140.91125679
secondary_sector|before_index|yes|bd_17#prev_2021|child|65+|9268238.9264|587|3391156.7006|587|587|15789.163418|5777.0982975
secondary_sector|before_index|yes|bd_17#prev_2021|partner|65+|23213163.064|940|225779.99197|940|940|24694.854323|240.19148082
secondary_sector|before_index|yes|bd_17#prev_2021|pooled|65+|32481401.99|1527|3616936.6926|1527|1527|21271.383098|2368.6553324
secondary_sector|after_index|no|bd_18#inc_2016_2021|father|0-24|1824042.4983|101|-1215631.379|101|101|18059.826716|-12035.95424
secondary_sector|after_index|no|bd_18#inc_2016_2021|mother|0-24|1088512.3279|103|161947.66443|103|103|10568.080853|1572.3074216
secondary_sector|after_index|no|bd_18#inc_2016_2021|child|25-64|4818053.9609|362.42191781|1966120.6891|362.42191781|363|13294.046867|5424.9497409
secondary_sector|after_index|no|bd_18#inc_2016_2021|parent|25-64|9061828.3736|292.07746089|-1734035.455|292.07746089|299|31025.428481|-5936.90266
secondary_sector|after_index|no|bd_18#inc_2016_2021|partner|25-64|32968109.479|2029.8810315|3654765.153|2029.8810315|2036|16241.399849|1800.4824402
secondary_sector|after_index|no|bd_18#inc_2016_2021|pooled|25-64|51191795.321|2965.2899993|3447015.6102|2965.2899993|2979|17263.672469|1162.4548058
secondary_sector|after_index|no|bd_18#inc_2016_2021|sibling|25-64|4343803.5074|280.90958904|-439834.7774|280.90958904|281|15463.350761|-1565.752094
secondary_sector|after_index|no|bd_18#inc_2016_2021|child|65+|40093980.408|3018.3851112|111673.36298|3018.3851112|3027|13283.255427|36.997718603
secondary_sector|after_index|no|bd_18#inc_2016_2021|partner|65+|186393301.4|6514.2874616|-2820280.344|6514.2874616|6595|28612.999119|-432.937656
secondary_sector|after_index|no|bd_18#inc_2016_2021|pooled|65+|226487281.81|9532.6725728|-2708606.981|9532.6725728|9622|23759.053936|-284.1393073
secondary_sector|after_index|yes|bd_18#inc_2016_2021|father|0-24|1515511.7429|96|524046.73881|96|96|15786.580655|5458.820196
secondary_sector|after_index|yes|bd_18#inc_2016_2021|mother|0-24|1084025.748|98|-108879.3339|98|98|11061.487224|-1111.013612
secondary_sector|after_index|yes|bd_18#inc_2016_2021|child|25-64|4312954.982|338.42191781|801782.94214|338.42191781|339|12744.3134|2369.181486
secondary_sector|after_index|yes|bd_18#inc_2016_2021|parent|25-64|7336535.3662|252.30993338|-2828334.614|252.30993338|257|29077.47336|-11209.76323
secondary_sector|after_index|yes|bd_18#inc_2016_2021|partner|25-64|31379351.651|1963.9679766|-262061.97|1963.9679766|1969|15977.527141|-133.4349506
secondary_sector|after_index|yes|bd_18#inc_2016_2021|pooled|25-64|45631060.419|2715.6094169|-1324872.289|2715.6094169|2726|16803.248705|-487.8729177
secondary_sector|after_index|yes|bd_18#inc_2016_2021|sibling|25-64|2602218.4198|160.90958904|963741.35284|160.90958904|161|16171.928816|5989.3344989
secondary_sector|after_index|yes|bd_18#inc_2016_2021|child|65+|38212781.348|2871.3851112|-8163801.024|2871.3851112|2880|13308.135227|-2843.157817
secondary_sector|after_index|yes|bd_18#inc_2016_2021|partner|65+|180212122.55|6330.1972902|393319.86598|6330.1972902|6409|28468.642333|62.13390325
secondary_sector|after_index|yes|bd_18#inc_2016_2021|pooled|65+|218424903.9|9201.5824014|-7770481.158|9201.5824014|9289|23737.754483|-844.4722678
secondary_sector|before_index|no|bd_18#inc_2016_2021|father|0-24|1004124.4356|101|-864122.4917|101|101|9941.8260949|-8555.668234
secondary_sector|before_index|no|bd_18#inc_2016_2021|mother|0-24|2126440.4178|103|811003.28648|103|103|20645.0526|7873.8183154
secondary_sector|before_index|no|bd_18#inc_2016_2021|child|25-64|4968355.1689|363|1995692.4203|363|363|13686.92884|5497.7752624
secondary_sector|before_index|no|bd_18#inc_2016_2021|parent|25-64|8639918.4229|299|-283337.0743|299|299|28896.048237|-947.6156332
secondary_sector|before_index|no|bd_18#inc_2016_2021|partner|25-64|29961754.752|2036|1974701.9502|2036|2036|14715.989564|969.89290284
secondary_sector|before_index|no|bd_18#inc_2016_2021|pooled|25-64|46877062.39|2979|1814747.4327|2979|2979|15735.838332|609.18007139
secondary_sector|before_index|no|bd_18#inc_2016_2021|sibling|25-64|3307034.0463|281|-1872309.863|281|281|11768.804435|-6663.024425
secondary_sector|before_index|no|bd_18#inc_2016_2021|child|65+|40620506.294|3027|1465042.0142|3027|3027|13419.394217|483.99141534
secondary_sector|before_index|no|bd_18#inc_2016_2021|partner|65+|161748814.39|6595|-8790413.976|6595|6595|24525.976404|-1332.890671
secondary_sector|before_index|no|bd_18#inc_2016_2021|pooled|65+|202369320.68|9622|-7325371.961|9622|9622|21031.939377|-761.3148993
secondary_sector|before_index|yes|bd_18#inc_2016_2021|father|0-24|653587.64114|96|-141955.6045|96|96|6808.2045952|-1478.704214
secondary_sector|before_index|yes|bd_18#inc_2016_2021|mother|0-24|2124017.7807|98|891873.35457|98|98|21673.650824|9100.748516
secondary_sector|before_index|yes|bd_18#inc_2016_2021|child|25-64|4735853.6507|339|1193988.0724|339|339|13970.069766|3522.0887092
secondary_sector|before_index|yes|bd_18#inc_2016_2021|parent|25-64|5806995.1081|257|-3200983.651|257|257|22595.311705|-12455.18931
secondary_sector|before_index|yes|bd_18#inc_2016_2021|partner|25-64|28989150.729|1969|-555994.015|1969|1969|14722.77843|-282.3738014
secondary_sector|before_index|yes|bd_18#inc_2016_2021|pooled|25-64|41427083.04|2726|-2699577.994|2726|2726|15197.022392|-990.307408
secondary_sector|before_index|yes|bd_18#inc_2016_2021|sibling|25-64|1895083.5516|161|-136588.4001|161|161|11770.70529|-848.3751556
secondary_sector|before_index|yes|bd_18#inc_2016_2021|child|65+|38311329.912|2880|-1727619.526|2880|2880|13302.545108|-599.8678908
secondary_sector|before_index|yes|bd_18#inc_2016_2021|partner|65+|155938133.57|6409|-20570554.1|6409|6409|24331.117737|-3209.635529
secondary_sector|before_index|yes|bd_18#inc_2016_2021|pooled|65+|194249463.49|9289|-22298173.63|9289|9289|20911.77344|-2400.492371
secondary_sector|after_index|no|bd_18#prev_2021|father|0-24|2984831.6497|173.36986301|-2607772.537|173.36986301|174|17216.554237|-15041.67156
secondary_sector|after_index|no|bd_18#prev_2021|mother|0-24|3204703.2797|180|1646440.3108|180|180|17803.907109|9146.8906157
secondary_sector|after_index|no|bd_18#prev_2021|child|25-64|12755842.761|795.34246575|3446126.7996|795.34246575|798|16038.176396|4332.8841952
secondary_sector|after_index|no|bd_18#prev_2021|parent|25-64|15094649.521|565.02191781|-1397934.558|565.02191781|576|26715.157492|-2474.12448
secondary_sector|after_index|no|bd_18#prev_2021|partner|25-64|58253752.161|3293.9561644|12144084.886|3293.9561644|3301|17685.041711|3686.7779289
secondary_sector|after_index|no|bd_18#prev_2021|pooled|25-64|94747725.444|5204.9506849|14821741.128|5204.9506849|5226|18203.385811|2847.6237384
secondary_sector|after_index|no|bd_18#prev_2021|sibling|25-64|8643481.0018|550.63013699|629464.0006|550.63013699|551|15697.435395|1143.1702668
secondary_sector|after_index|no|bd_18#prev_2021|child|65+|88251457.511|6010.0767123|7762855.107|6010.0767123|6018|14683.91532|1291.6399371
secondary_sector|after_index|no|bd_18#prev_2021|partner|65+|250941586.91|8802.1315068|-10518304.56|8802.1315068|8929|28509.184022|-1194.972439
secondary_sector|after_index|no|bd_18#prev_2021|pooled|65+|339193044.42|14812.208219|-2755449.452|14812.208219|14947|22899.559566|-186.0255683
secondary_sector|after_index|yes|bd_18#prev_2021|father|0-24|2861212.1968|164|1244510.3189|164|164|17446.415834|7588.4775545
secondary_sector|after_index|yes|bd_18#prev_2021|mother|0-24|3146268.3633|170|1605764.7055|170|170|18507.460961|9445.6747383
secondary_sector|after_index|yes|bd_18#prev_2021|child|25-64|12102388.731|723.34246575|1622293.3465|723.34246575|726|16731.201753|2242.7735454
secondary_sector|after_index|yes|bd_18#prev_2021|parent|25-64|12589905.965|489.41917808|-2478239.196|489.41917808|497|25724.177819|-5063.633194
secondary_sector|after_index|yes|bd_18#prev_2021|partner|25-64|55719628.697|3184.2657534|8408477.0493|3184.2657534|3191|17498.422874|2640.6329435
secondary_sector|after_index|yes|bd_18#prev_2021|pooled|25-64|85831336.714|4705.6575342|3663801.002|4705.6575342|4723|18240.030451|778.59490951
secondary_sector|after_index|yes|bd_18#prev_2021|sibling|25-64|5419413.321|308.63013699|-3888730.198|308.63013699|309|17559.572678|-12599.96913
secondary_sector|after_index|yes|bd_18#prev_2021|child|65+|84430079.886|5729.1452055|3432994.4268|5729.1452055|5737|14736.941875|599.21581731
secondary_sector|after_index|yes|bd_18#prev_2021|partner|65+|243566852.25|8550.1945205|-2958740.274|8550.1945205|8668|28486.703042|-346.0436212
secondary_sector|after_index|yes|bd_18#prev_2021|pooled|65+|327996932.14|14279.339726|474254.15276|14279.339726|14405|22970.03492|33.212610797
secondary_sector|before_index|no|bd_18#prev_2021|father|0-24|1584313.7312|174|-397169.3407|174|174|9105.2513288|-2282.582418
secondary_sector|before_index|no|bd_18#prev_2021|mother|0-24|2955408.5263|180|731040.03652|180|180|16418.936257|4061.3335362
secondary_sector|before_index|no|bd_18#prev_2021|child|25-64|12228561.127|798|2991432.242|798|798|15324.011438|3748.6619574
secondary_sector|before_index|no|bd_18#prev_2021|parent|25-64|15812770.768|576|1248021.0055|576|576|27452.727029|2166.7031346
secondary_sector|before_index|no|bd_18#prev_2021|partner|25-64|46936551.346|3301|6871741.5187|3301|3301|14218.888623|2081.715092
secondary_sector|before_index|no|bd_18#prev_2021|pooled|25-64|83088250.466|5226|11655963.014|5226|5226|15899.014632|2230.3794516
secondary_sector|before_index|no|bd_18#prev_2021|sibling|25-64|8110367.2246|551|544768.24794|551|551|14719.359754|988.69010516
secondary_sector|before_index|no|bd_18#prev_2021|child|65+|79109575.732|6018|2965506.7779|6018|6018|13145.49281|492.77281121
secondary_sector|before_index|no|bd_18#prev_2021|partner|65+|247782407.73|8929|23403357.317|8929|8929|27750.297651|2621.0502091
secondary_sector|before_index|no|bd_18#prev_2021|pooled|65+|326891983.46|14947|26368864.095|14947|14947|21870.073156|1764.1576299
secondary_sector|before_index|yes|bd_18#prev_2021|father|0-24|1546328.0456|164|12077.000713|164|164|9428.8295463|73.640248252
secondary_sector|before_index|yes|bd_18#prev_2021|mother|0-24|2818490.0354|170|1539189.6038|170|170|16579.353149|9054.0564932
secondary_sector|before_index|yes|bd_18#prev_2021|child|25-64|11045695.071|726|-667887.0333|726|726|15214.456021|-919.9545914
secondary_sector|before_index|yes|bd_18#prev_2021|parent|25-64|13568722.819|497|-990854.9389|497|497|27301.253157|-1993.671909
secondary_sector|before_index|yes|bd_18#prev_2021|partner|25-64|44665795.063|3191|5318080.4027|3191|3191|13997.428726|1666.5874029
secondary_sector|before_index|yes|bd_18#prev_2021|pooled|25-64|72726670.001|4723|-173403.3513|4723|4723|15398.405675|-36.71466256
secondary_sector|before_index|yes|bd_18#prev_2021|sibling|25-64|3446457.0476|309|-3832741.782|309|309|11153.582678|-12403.69509
secondary_sector|before_index|yes|bd_18#prev_2021|child|65+|76977928.302|5737|6861278.4608|5737|5737|13417.801691|1195.9697509
secondary_sector|before_index|yes|bd_18#prev_2021|partner|65+|240846526.2|8668|29988591.059|8668|8668|27785.709068|3459.6897853
secondary_sector|before_index|yes|bd_18#prev_2021|pooled|65+|317824454.51|14405|36849869.52|14405|14405|22063.481743|2558.1304769
secondary_sector|after_index|no|bd_19#inc_2016_2021|father|0-24|101374838.81|6608.4726327|17530605.73|6608.4726327|6631|15340.131441|2652.7469666
secondary_sector|after_index|no|bd_19#inc_2016_2021|mother|0-24|130650047.35|6996.6207351|43558652.604|6996.6207351|7010|18673.307057|6225.6701132
secondary_sector|after_index|no|bd_19#inc_2016_2021|child|25-64|17530032.939|1436.1314619|9022041.9478|1436.1314619|1437|12206.426364|6282.1838995
secondary_sector|after_index|no|bd_19#inc_2016_2021|parent|25-64|63257042.488|2937.9676772|5601231.3518|2937.9676772|2955|21530.88442|1906.4986301
secondary_sector|after_index|no|bd_19#inc_2016_2021|partner|25-64|41679922.358|3343.7612022|14391933.634|3343.7612022|3351|12464.981749|4304.1152655
