cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost|act_py|att_cost|att_py|n_cases_included|act_cost_py|att_cost_py
primary_sector|before_index|no|bd_07#prev_2021|parent|25-64|254579741.85|81875|4869191.2858|81875|81875|3109.3708929|59.471038605
primary_sector|before_index|no|bd_07#prev_2021|partner|25-64|364983601.47|198201|26060913.996|198201|198201|1841.4821392|131.48729823
primary_sector|before_index|no|bd_07#prev_2021|pooled|25-64|934650277.98|468167|62509932.74|468167|468167|1996.4035867|133.52058718
primary_sector|before_index|no|bd_07#prev_2021|sibling|25-64|135145669.39|68406|6904064.1487|68406|68406|1975.6405781|100.92775705
primary_sector|before_index|no|bd_07#prev_2021|child|65+|206056070.36|102855|16525492.752|102855|102855|2003.364643|160.66786011
primary_sector|before_index|no|bd_07#prev_2021|partner|65+|276826628.42|77896|8537065.4082|77896|77896|3553.7977357|109.59568409
primary_sector|before_index|no|bd_07#prev_2021|pooled|65+|482882698.78|180751|25062558.16|180751|180751|2671.5354204|138.65792256
primary_sector|before_index|yes|bd_07#prev_2021|father|0-24|29347079.576|18139|1330769.7408|18139|18139|1617.89953|73.36511058
primary_sector|before_index|yes|bd_07#prev_2021|mother|0-24|38792714.553|15684|4955869.5619|15684|15684|2473.3941949|315.98250203
primary_sector|before_index|yes|bd_07#prev_2021|child|25-64|169369925.72|113109|21792035.837|113109|113109|1497.4045011|192.6640306
primary_sector|before_index|yes|bd_07#prev_2021|parent|25-64|219472423.02|71639|7054507.3247|71639|71639|3063.5885903|98.473001084
primary_sector|before_index|yes|bd_07#prev_2021|partner|25-64|348184284.54|190066|25139651.429|190066|190066|1831.9125174|132.26800916
primary_sector|before_index|yes|bd_07#prev_2021|pooled|25-64|814465798.01|413837|57832308.298|413837|413837|1968.0835643|139.74658694
primary_sector|before_index|yes|bd_07#prev_2021|sibling|25-64|77439164.723|39023|3846113.7074|39023|39023|1984.449292|98.560174958
primary_sector|before_index|yes|bd_07#prev_2021|child|65+|195174265|97522|15087071.909|97522|97522|2001.3357499|154.70429143
primary_sector|before_index|yes|bd_07#prev_2021|partner|65+|267004842.18|74913|9198127.6393|74913|74913|3564.1990333|122.78413145
primary_sector|before_index|yes|bd_07#prev_2021|pooled|65+|462179107.18|172435|24285199.548|172435|172435|2680.3091436|140.83683445
primary_sector|after_index|no|bd_08#inc_2016_2021|father|0-24|80346085.674|49280.672513|7247733.1447|49280.672513|49390|1630.3772164|147.07049996
primary_sector|after_index|no|bd_08#inc_2016_2021|mother|0-24|144369040.13|51632.730541|23890487.802|51632.730541|51687|2796.076028|462.70045283
primary_sector|after_index|no|bd_08#inc_2016_2021|child|25-64|4675028.9749|2804.0180478|1070445.7135|2804.0180478|2813|1667.2606578|381.75421671
primary_sector|after_index|no|bd_08#inc_2016_2021|parent|25-64|24062565.324|7367.203114|2269586.0782|7367.203114|7430|3266.1737367|308.06617424
primary_sector|after_index|no|bd_08#inc_2016_2021|partner|25-64|23077878.546|9610.8737331|4800865.012|9610.8737331|9629|2401.2258601|499.52430397
primary_sector|after_index|no|bd_08#inc_2016_2021|pooled|25-64|58881051.003|23192.749847|8709030.0745|23192.749847|23294|2538.7697187|375.50657564
primary_sector|after_index|no|bd_08#inc_2016_2021|sibling|25-64|7065578.1591|3410.6549517|568133.27083|3410.6549517|3422|2071.6191638|166.5760034
primary_sector|after_index|no|bd_08#inc_2016_2021|child|65+|1060541.5206|382.80984355|216018.42515|382.80984355|385|2770.413401|564.29694479
primary_sector|after_index|no|bd_08#inc_2016_2021|partner|65+|1576655.0343|359.27055169|250550.30583|359.27055169|363|4388.4894737|697.38614716
primary_sector|after_index|no|bd_08#inc_2016_2021|pooled|65+|2637196.5549|742.08039524|466568.73098|742.08039524|748|3553.7882039|628.73070623
primary_sector|after_index|yes|bd_08#inc_2016_2021|father|0-24|77209041.198|47712.309409|7217474.3631|47712.309409|47810|1618.220584|151.27069833
primary_sector|after_index|yes|bd_08#inc_2016_2021|mother|0-24|139948037.69|50002.254024|23445604.639|50002.254024|50053|2798.8345809|468.89095496
primary_sector|after_index|yes|bd_08#inc_2016_2021|child|25-64|4441980.6664|2682.0180478|1135477.9992|2682.0180478|2691|1656.2083429|423.36702401
primary_sector|after_index|yes|bd_08#inc_2016_2021|parent|25-64|22260468.801|6870.1464705|1990903.4687|6870.1464705|6924|3240.1738299|289.79054191
primary_sector|after_index|yes|bd_08#inc_2016_2021|partner|25-64|22238932.062|9281.303885|4404176.8515|9281.303885|9296|2396.099981|474.52135024
primary_sector|after_index|yes|bd_08#inc_2016_2021|pooled|25-64|51694004.598|20189.212306|7907421.9077|20189.212306|20271|2560.4765462|391.66569689
primary_sector|after_index|yes|bd_08#inc_2016_2021|sibling|25-64|2752623.0676|1355.743903|376863.58824|1355.743903|1360|2030.341469|277.97549922
primary_sector|after_index|yes|bd_08#inc_2016_2021|child|65+|965503.89108|355.71943259|219138.64397|355.71943259|357|2714.2286944|616.04349914
primary_sector|after_index|yes|bd_08#inc_2016_2021|partner|65+|1531496.0321|345.01098885|241201.00394|345.01098885|348|4438.9775445|699.11107686
primary_sector|after_index|yes|bd_08#inc_2016_2021|pooled|65+|2496999.9232|700.73042144|460339.64791|700.73042144|705|3563.4244593|656.94257567
primary_sector|before_index|no|bd_08#inc_2016_2021|father|0-24|77873010.315|49390|5757324.7551|49390|49390|1576.6958962|116.56863242
primary_sector|before_index|no|bd_08#inc_2016_2021|mother|0-24|139225802.56|51687|18135347.27|51687|51687|2693.632878|350.86863756
primary_sector|before_index|no|bd_08#inc_2016_2021|child|25-64|4215531.9098|2813|727404.16542|2813|2813|1498.5893743|258.58662119
primary_sector|before_index|no|bd_08#inc_2016_2021|parent|25-64|23859557.274|7429.9991766|1750110.2055|7429.9991766|7430|3211.2462878|235.54648715
primary_sector|before_index|no|bd_08#inc_2016_2021|partner|25-64|21865037.918|9629|3141854.4817|9629|9629|2270.7485635|326.29083827
primary_sector|before_index|no|bd_08#inc_2016_2021|pooled|25-64|56815847.572|23293.999177|5988817.1642|23293.999177|23294|2439.0765682|257.0969939
primary_sector|before_index|no|bd_08#inc_2016_2021|sibling|25-64|6875720.4697|3422|369448.31158|3422|3422|2009.2695703|107.96268603
primary_sector|before_index|no|bd_08#inc_2016_2021|child|65+|910756.27668|385|159817.43879|385|385|2365.6007186|415.11023062
primary_sector|before_index|no|bd_08#inc_2016_2021|partner|65+|1586606.8506|363|264742.30982|363|363|4370.8177701|729.31765791
primary_sector|before_index|no|bd_08#inc_2016_2021|pooled|65+|2497363.1272|748|424559.74861|748|748|3338.7207583|567.5932468
primary_sector|before_index|yes|bd_08#inc_2016_2021|father|0-24|74719207.951|47810|5538266.7188|47810|47810|1562.836393|115.83908636
primary_sector|before_index|yes|bd_08#inc_2016_2021|mother|0-24|134946531.83|50053|17937025.948|50053|50053|2696.0727994|358.36065666
primary_sector|before_index|yes|bd_08#inc_2016_2021|child|25-64|4007907.3847|2691|765797.07011|2691|2691|1489.3747249|284.57713493
primary_sector|before_index|yes|bd_08#inc_2016_2021|parent|25-64|21931892.021|6924|2052949.9709|6924|6924|3167.517623|296.49768499
primary_sector|before_index|yes|bd_08#inc_2016_2021|partner|25-64|21072476.693|9296|3163432.0638|9296|9296|2266.8326907|340.3003511
primary_sector|before_index|yes|bd_08#inc_2016_2021|pooled|25-64|49727858.581|20271|6278351.3563|20271|20271|2453.1527098|309.72085029
primary_sector|before_index|yes|bd_08#inc_2016_2021|sibling|25-64|2715582.4816|1360|296172.25149|1360|1360|1996.7518247|217.77371433
primary_sector|before_index|yes|bd_08#inc_2016_2021|child|65+|837979.50729|357|86648.36811|357|357|2347.281533|242.71251571
primary_sector|before_index|yes|bd_08#inc_2016_2021|partner|65+|1545732.5759|348|261975.79877|348|348|4441.7602757|752.80401945
primary_sector|before_index|yes|bd_08#inc_2016_2021|pooled|65+|2383712.0832|705|348624.16688|705|705|3381.1518911|494.50236437
primary_sector|after_index|no|bd_08#prev_2021|father|0-24|146844152.06|83325.852055|10616884.7|83325.852055|83499|1762.2880347|127.41405504
primary_sector|after_index|no|bd_08#prev_2021|mother|0-24|250986340.72|87240.287671|37665046.37|87240.287671|87349|2876.954529|431.73913539
primary_sector|after_index|no|bd_08#prev_2021|child|25-64|12457971.515|8220.9890411|1748330.3491|8220.9890411|8243|1515.3859776|212.66666826
primary_sector|after_index|no|bd_08#prev_2021|parent|25-64|97277353.825|29959.917808|8602208.3673|29959.917808|30169|3246.9165786|287.12389741
primary_sector|after_index|no|bd_08#prev_2021|partner|25-64|59715291.825|27337.383562|6162647.2371|27337.383562|27375|2184.3821187|225.42929989
primary_sector|after_index|no|bd_08#prev_2021|pooled|25-64|199327165.77|79613.046575|18723553.618|79613.046575|79919|2503.699762|235.18197611
primary_sector|after_index|no|bd_08#prev_2021|sibling|25-64|29876548.601|14094.756164|2210367.664|14094.756164|14132|2119.6924766|156.82198672
primary_sector|after_index|no|bd_08#prev_2021|child|65+|1900027.4485|758.61643836|357273.40524|758.61643836|760|2504.5956723|470.95394612
primary_sector|after_index|no|bd_08#prev_2021|partner|65+|3249577.4171|830.67671233|450647.09712|830.67671233|835|3911.9640275|542.50599594
primary_sector|after_index|no|bd_08#prev_2021|pooled|65+|5149604.8656|1589.2931507|807920.50236|1589.2931507|1595|3240.1856532|508.35209478
primary_sector|after_index|yes|bd_08#prev_2021|father|0-24|140832946.1|80646.191781|11945838.693|80646.191781|80805|1746.3062172|148.12650702
primary_sector|after_index|yes|bd_08#prev_2021|mother|0-24|242975653.87|84547.339726|36489743.004|84547.339726|84652|2873.8415029|431.58948729
primary_sector|after_index|yes|bd_08#prev_2021|child|25-64|11803376.427|7810.6328767|1765790.5196|7810.6328767|7830|1511.1933455|226.07521662
primary_sector|after_index|yes|bd_08#prev_2021|parent|25-64|90755980.525|28148.652055|9615169.9897|28148.652055|28327|3224.167905|341.58545038
primary_sector|after_index|yes|bd_08#prev_2021|partner|25-64|57394125.376|26311.526027|5625881.099|26311.526027|26346|2181.3301637|213.81812264
primary_sector|after_index|yes|bd_08#prev_2021|pooled|25-64|170917240|67722.205479|17858488.922|67722.205479|67966|2523.7990816|263.70211655
primary_sector|after_index|yes|bd_08#prev_2021|sibling|25-64|10963757.667|5451.3945205|851647.31381|5451.3945205|5463|2011.1840422|156.22558789
primary_sector|after_index|yes|bd_08#prev_2021|child|65+|1698812.191|687.61643836|233442.62478|687.61643836|689|2470.5811208|339.49541017
primary_sector|after_index|yes|bd_08#prev_2021|partner|65+|3091280.7839|786.67671233|199879.67191|786.67671233|791|3929.5440369|254.0810841
primary_sector|after_index|yes|bd_08#prev_2021|pooled|65+|4790092.9749|1474.2931507|433322.29668|1474.2931507|1480|3249.0776835|293.91867993
primary_sector|before_index|no|bd_08#prev_2021|father|0-24|137146609.84|83499|9713934.0837|83499|83499|1642.4940399|116.33593317
primary_sector|before_index|no|bd_08#prev_2021|mother|0-24|238721789.46|87349|34729771.306|87349|87349|2732.9653397|397.59781229
primary_sector|before_index|no|bd_08#prev_2021|child|25-64|12113411.545|8243|1825104.6145|8243|8243|1469.5391903|221.41266705
primary_sector|before_index|no|bd_08#prev_2021|parent|25-64|92711257.59|30169|7036585.8388|30169|30169|3073.063661|233.23894855
primary_sector|before_index|no|bd_08#prev_2021|partner|25-64|57469414.316|27375|5892770.9413|27375|27375|2099.3393357|215.26103895
primary_sector|before_index|no|bd_08#prev_2021|pooled|25-64|190534079.73|79919|16622244.783|79919|79919|2384.0898877|207.98864829
primary_sector|before_index|no|bd_08#prev_2021|sibling|25-64|28239996.282|14132|1867783.3879|14132|14132|1998.3014635|132.16695357
primary_sector|before_index|no|bd_08#prev_2021|child|65+|1721311.2861|760|246433.20466|760|760|2264.8832712|324.25421666
primary_sector|before_index|no|bd_08#prev_2021|partner|65+|3133776.2991|835|314706.80122|835|835|3753.0255079|376.89437272
primary_sector|before_index|no|bd_08#prev_2021|pooled|65+|4855087.5852|1595|561140.00588|1595|1595|3043.9420597|351.81191591
primary_sector|before_index|yes|bd_08#prev_2021|father|0-24|131245858.98|80805|10205273.157|80805|80805|1624.2294286|126.29507031
primary_sector|before_index|yes|bd_08#prev_2021|mother|0-24|231075444.34|84652|31627300.401|84652|84652|2729.7103947|373.61551294
primary_sector|before_index|yes|bd_08#prev_2021|child|25-64|11479525.902|7830|1720039.4316|7830|7830|1466.0952621|219.67297977
primary_sector|before_index|yes|bd_08#prev_2021|parent|25-64|86401147.294|28327|8897825.5628|28327|28327|3050.1340521|314.11111529
primary_sector|before_index|yes|bd_08#prev_2021|partner|25-64|55250873.437|26346|5163178.5212|26346|26346|2097.1256903|195.97580358
primary_sector|before_index|yes|bd_08#prev_2021|pooled|25-64|163388785.88|67966|16374057.64|67966|67966|2403.9782521|240.91542301
primary_sector|before_index|yes|bd_08#prev_2021|sibling|25-64|10257239.245|5463|593014.12493|5463|5463|1877.5836071|108.55100218
primary_sector|before_index|yes|bd_08#prev_2021|child|65+|1569390.7594|689|119229.97702|689|689|2277.7804926|173.04786215
primary_sector|before_index|yes|bd_08#prev_2021|partner|65+|3005681.1071|791|182333.95692|791|791|3799.8496929|230.51069143
primary_sector|before_index|yes|bd_08#prev_2021|pooled|65+|4575071.8664|1480|301563.93394|1480|1480|3091.2647746|203.75941482
primary_sector|after_index|no|bd_09#inc_2016_2021|father|0-24|12126888.853|6351.6977468|890961.98633|6351.6977468|6372|1909.2358195|140.271471
primary_sector|after_index|no|bd_09#inc_2016_2021|mother|0-24|20990539.963|7278.652706|2730510.069|7278.652706|7294|2883.8496368|375.13949069
primary_sector|after_index|no|bd_09#inc_2016_2021|child|25-64|1925960.1166|1310.9043416|62321.396175|1310.9043416|1315|1469.1843298|47.54076571
primary_sector|after_index|no|bd_09#inc_2016_2021|parent|25-64|10416638.536|3233.682057|814514.62606|3233.682057|3262|3221.2933591|251.88457359
primary_sector|after_index|no|bd_09#inc_2016_2021|partner|25-64|5561679.8401|2218.308062|808564.99136|2218.308062|2225|2507.1719909|364.49625966
primary_sector|after_index|no|bd_09#inc_2016_2021|pooled|25-64|22284626.4|8786.4450034|1989979.0741|8786.4450034|8832|2536.2505987|226.4828464
primary_sector|after_index|no|bd_09#inc_2016_2021|sibling|25-64|4380347.908|2023.5505427|304578.06049|2023.5505427|2030|2164.68421|150.51665578
primary_sector|after_index|no|bd_09#inc_2016_2021|child|65+|1244189.0227|519.17528258|154561.91132|519.17528258|521|2396.4719902|297.70660604
primary_sector|after_index|no|bd_09#inc_2016_2021|partner|65+|1623022.6838|389.1152182|253524.15863|389.1152182|396|4171.0593876|651.54007545
primary_sector|after_index|no|bd_09#inc_2016_2021|pooled|65+|2867211.7065|908.29050079|408086.06995|908.29050079|917|3156.7122016|449.29025416
primary_sector|after_index|yes|bd_09#inc_2016_2021|father|0-24|11493964.721|6076.105966|576414.32511|6076.105966|6094|1891.666272|94.865745978
primary_sector|after_index|yes|bd_09#inc_2016_2021|mother|0-24|20067400.297|6970.652706|2420053.956|6970.652706|6986|2878.8409268|347.17752527
primary_sector|after_index|yes|bd_09#inc_2016_2021|child|25-64|1776897.1781|1225.8917135|-6124.856863|1225.8917135|1229|1449.4731946|-4.996246239
primary_sector|after_index|yes|bd_09#inc_2016_2021|parent|25-64|9539315.2245|2987.4255708|760333.04343|2987.4255708|3009|3193.1557786|254.51112519
primary_sector|after_index|yes|bd_09#inc_2016_2021|partner|25-64|5209166.4808|2089.9856576|756697.4311|2089.9856576|2096|2492.4412576|362.05867172
primary_sector|after_index|yes|bd_09#inc_2016_2021|pooled|25-64|18304779.214|7140.6602964|1749397.5417|7140.6602964|7175|2563.4575031|244.9910049
primary_sector|after_index|yes|bd_09#inc_2016_2021|sibling|25-64|1779400.3306|837.35735459|238491.92399|837.35735459|841|2125.0190505|284.81498691
primary_sector|after_index|yes|bd_09#inc_2016_2021|child|65+|1163057.9073|481.32870724|112818.79643|481.32870724|483|2416.3485157|234.39033395
primary_sector|after_index|yes|bd_09#inc_2016_2021|partner|65+|1571528.2081|373.14535519|99197.890362|373.14535519|378|4211.5711378|265.84249001
primary_sector|after_index|yes|bd_09#inc_2016_2021|pooled|65+|2734586.1154|854.47406243|212016.68679|854.47406243|861|3200.3149489|248.12536286
primary_sector|before_index|no|bd_09#inc_2016_2021|father|0-24|11804683.863|6372|763885.37873|6372|6372|1852.5869214|119.88157231
primary_sector|before_index|no|bd_09#inc_2016_2021|mother|0-24|20947769.544|7294|2527156.4455|7294|7294|2871.9179523|346.4705848
primary_sector|before_index|no|bd_09#inc_2016_2021|child|25-64|1921666.9072|1315|142521.08276|1315|1315|1461.3436557|108.38105153
primary_sector|before_index|no|bd_09#inc_2016_2021|parent|25-64|10292737.344|3262|792896.52317|3262|3262|3155.345599|243.07066927
primary_sector|before_index|no|bd_09#inc_2016_2021|partner|25-64|5222852.4871|2224.9987724|498005.10547|2224.9987724|2225|2347.3507276|223.82264281
primary_sector|before_index|no|bd_09#inc_2016_2021|pooled|25-64|21792261.136|8831.9987724|1677006.2846|8831.9987724|8832|2467.4212144|189.87845535
primary_sector|before_index|no|bd_09#inc_2016_2021|sibling|25-64|4355004.3979|2030|243583.57318|2030|2030|2145.3223635|119.99190797
primary_sector|before_index|no|bd_09#inc_2016_2021|child|65+|1210697.8506|521|163659.96733|521|521|2323.7962583|314.12661676
primary_sector|before_index|no|bd_09#inc_2016_2021|partner|65+|1532310.7568|396|85526.43294|396|396|3869.471608|215.97584076
primary_sector|before_index|no|bd_09#inc_2016_2021|pooled|65+|2743008.6073|917|249186.40027|917|917|2991.2852861|271.74089451
primary_sector|before_index|yes|bd_09#inc_2016_2021|father|0-24|11222645.096|6094|729323.00239|6094|6094|1841.5892839|119.67886485
primary_sector|before_index|yes|bd_09#inc_2016_2021|mother|0-24|20077449.218|6986|2282486.6012|6986|6986|2873.954941|326.72296038
primary_sector|before_index|yes|bd_09#inc_2016_2021|child|25-64|1774397.8197|1229|52126.22933|1229|1229|1443.7736531|42.413530781
primary_sector|before_index|yes|bd_09#inc_2016_2021|parent|25-64|9425676.8274|3009|771972.75412|3009|3009|3132.4947914|256.55458761
primary_sector|before_index|yes|bd_09#inc_2016_2021|partner|25-64|4920485.5732|2095.9987724|447375.55744|2095.9987724|2096|2347.5612859|213.44266196
primary_sector|before_index|yes|bd_09#inc_2016_2021|pooled|25-64|17857494.976|7174.9987724|1393092.3574|7174.9987724|7175|2488.8498998|194.1592468
primary_sector|before_index|yes|bd_09#inc_2016_2021|sibling|25-64|1736934.7555|841|121617.81654|841|841|2065.3207557|144.61095902
primary_sector|before_index|yes|bd_09#inc_2016_2021|child|65+|1150768.3072|483|75225.39889|483|483|2382.543079|155.74616747
primary_sector|before_index|yes|bd_09#inc_2016_2021|partner|65+|1487271.8299|378|78910.07539|378|378|3934.5815606|208.7568132
primary_sector|before_index|yes|bd_09#inc_2016_2021|pooled|65+|2638040.1371|861|154135.47428|861|861|3063.925827|179.01913389
primary_sector|after_index|no|bd_09#prev_2021|father|0-24|10289871.488|5172.5945205|845995.51495|5172.5945205|5187|1989.3056467|163.55341823
primary_sector|after_index|no|bd_09#prev_2021|mother|0-24|17736207.567|5980.2958904|1929008.9864|5980.2958904|5991|2965.7742513|322.56079327
primary_sector|after_index|no|bd_09#prev_2021|child|25-64|10887378.935|6597.5890411|1769784.0172|6597.5890411|6606|1650.2056838|268.24708332
primary_sector|after_index|no|bd_09#prev_2021|parent|25-64|47125303.831|14071.673973|1566414.6088|14071.673973|14213|3348.9479591|111.31686335
primary_sector|after_index|no|bd_09#prev_2021|partner|25-64|23777408.895|10129.923288|2565021.5683|10129.923288|10149|2347.2447145|253.21233887
primary_sector|after_index|no|bd_09#prev_2021|pooled|25-64|103559920.55|40465.80274|7688534.5141|40465.80274|40661|2559.1960011|190.00079063
primary_sector|after_index|no|bd_09#prev_2021|sibling|25-64|21769828.892|9666.6164384|1787314.3198|9666.6164384|9693|2252.0629665|184.89554553
primary_sector|after_index|no|bd_09#prev_2021|child|65+|4988613.6807|2005.4986301|671800.52222|2005.4986301|2012|2487.4680071|334.97929748
primary_sector|after_index|no|bd_09#prev_2021|partner|65+|4191852.8569|1117.8547945|219234.80143|1117.8547945|1136|3749.9081969|196.12100114
primary_sector|after_index|no|bd_09#prev_2021|pooled|65+|9180466.5376|3123.3534247|891035.32365|3123.3534247|3148|2939.2980202|285.28161963
primary_sector|after_index|yes|bd_09#prev_2021|father|0-24|9791085.9246|4958.4410959|917098.14335|4958.4410959|4972|1974.6298756|184.9569503
primary_sector|after_index|yes|bd_09#prev_2021|mother|0-24|17077759.337|5737.2958904|1735982.1966|5737.2958904|5748|2976.6216808|302.57846724
primary_sector|after_index|yes|bd_09#prev_2021|child|25-64|9905998.2902|6083.6547945|1189526.8882|6083.6547945|6090|1628.2972366|195.52833426
primary_sector|after_index|yes|bd_09#prev_2021|parent|25-64|42682420.718|12826.509589|3176504.1622|12826.509589|12940|3327.6723041|247.65148618
primary_sector|after_index|yes|bd_09#prev_2021|partner|25-64|22464926.115|9596.8438356|1777745.4283|9596.8438356|9611|2340.8660701|185.24271717
primary_sector|after_index|yes|bd_09#prev_2021|pooled|25-64|83937198.02|32569.687671|6838068.3131|32569.687671|32718|2577.1569831|209.95191548
primary_sector|after_index|yes|bd_09#prev_2021|sibling|25-64|8883852.8972|4062.6794521|694291.83439|4062.6794521|4077|2186.6979667|170.89505647
primary_sector|after_index|yes|bd_09#prev_2021|child|65+|4666792.4104|1870.9232877|427869.39759|1870.9232877|1876|2494.379348|228.69424974
primary_sector|after_index|yes|bd_09#prev_2021|partner|65+|4051442.6619|1066.7013699|118770.83795|1066.7013699|1084|3798.1039271|111.34403808
primary_sector|after_index|yes|bd_09#prev_2021|pooled|65+|8718235.0723|2937.6246575|546640.23554|2937.6246575|2960|2967.7838692|186.08239624
primary_sector|before_index|no|bd_09#prev_2021|father|0-24|9703334.9255|5187|768693.33896|5187|5187|1870.702704|148.19613244
primary_sector|before_index|no|bd_09#prev_2021|mother|0-24|17278652.804|5991|2468826.3029|5991|5991|2884.1016197|412.08918427
primary_sector|before_index|no|bd_09#prev_2021|child|25-64|10281993.201|6606|1402490.1187|6606|6606|1556.4627915|212.30549784
primary_sector|before_index|no|bd_09#prev_2021|parent|25-64|45214483.681|14213|1289353.9357|14213|14213|3181.2061972|90.716522596
primary_sector|before_index|no|bd_09#prev_2021|partner|25-64|23229054.862|10149|2360876.3984|10149|10149|2288.8023315|232.62157832
primary_sector|before_index|no|bd_09#prev_2021|pooled|25-64|99371554.43|40661|6250457.54|40661|40661|2443.9033578|153.72119574
primary_sector|before_index|no|bd_09#prev_2021|sibling|25-64|20646022.686|9693|1197737.0873|9693|9693|2129.9930554|123.56722245
primary_sector|before_index|no|bd_09#prev_2021|child|65+|4661986.7408|2012|702194.78482|2012|2012|2317.0908254|349.00337218
primary_sector|before_index|no|bd_09#prev_2021|partner|65+|4181005.7845|1136|151947.18568|1136|1136|3680.4628384|133.75632542
primary_sector|before_index|no|bd_09#prev_2021|pooled|65+|8842992.5253|3148|854141.9705|3148|3148|2809.082759|271.32845314
primary_sector|before_index|yes|bd_09#prev_2021|father|0-24|9207329.4237|4972|663247.15505|4972|4972|1851.8361673|133.39645114
primary_sector|before_index|yes|bd_09#prev_2021|mother|0-24|16641711.377|5748|1885102.8256|5748|5748|2895.2177066|327.95804203
primary_sector|before_index|yes|bd_09#prev_2021|child|25-64|9364170.7501|6090|1018457.8028|6090|6090|1537.630665|167.23445038
primary_sector|before_index|yes|bd_09#prev_2021|parent|25-64|40738368.763|12940|2220122.6435|12940|12940|3148.2510636|171.57052887
primary_sector|before_index|yes|bd_09#prev_2021|partner|25-64|21920008.842|9611|1942204.0963|9611|9611|2280.7209283|202.08137512
primary_sector|before_index|yes|bd_09#prev_2021|pooled|25-64|80315417.69|32718|5856213.7316|32718|32718|2454.7777275|178.99057802
primary_sector|before_index|yes|bd_09#prev_2021|sibling|25-64|8292869.3346|4077|675429.18898|4077|4077|2034.0616469|165.66818469
primary_sector|before_index|yes|bd_09#prev_2021|child|65+|4309959.6171|1876|322794.46321|1876|1876|2297.4198386|172.0652789
primary_sector|before_index|yes|bd_09#prev_2021|partner|65+|4023421.3395|1084|88482.19903|1084|1084|3711.6433022|81.625644862
primary_sector|before_index|yes|bd_09#prev_2021|pooled|65+|8333380.9567|2960|411276.66224|2960|2960|2815.3314043|138.94481832
primary_sector|after_index|no|bd_10#inc_2016_2021|father|0-24|7539841.1307|4470.8926267|246967.7773|4470.8926267|4481|1686.428586|55.2390312
primary_sector|after_index|no|bd_10#inc_2016_2021|mother|0-24|11947684.278|4683.2623924|321249.71984|4683.2623924|4686|2551.1456067|68.595285278
primary_sector|after_index|no|bd_10#inc_2016_2021|child|25-64|151525.34983|134.76712329|-28799.98255|134.76712329|135|1124.3495159|-213.7018425
primary_sector|after_index|no|bd_10#inc_2016_2021|parent|25-64|1312360.5875|436.17553709|-4151.65982|436.17553709|441|3008.7899846|-9.518323398
primary_sector|after_index|no|bd_10#inc_2016_2021|partner|25-64|798108.23081|505.64501085|132135.7219|505.64501085|508|1578.3963328|261.32112266
primary_sector|after_index|no|bd_10#inc_2016_2021|pooled|25-64|2600900.1246|1278.5383562|104274.30188|1278.5383562|1287|2034.2761811|81.557429524
primary_sector|after_index|no|bd_10#inc_2016_2021|sibling|25-64|338905.95643|201.95068493|5090.2223455|201.95068493|203|1678.1619559|25.205273986
primary_sector|after_index|no|bd_10#inc_2016_2021|child|65+|38386.39466|15|-6952.597|15|15|2559.0929773|-463.5064667
primary_sector|after_index|no|bd_10#inc_2016_2021|partner|65+|16478.6321|7.9698630137|3627.6507182|7.9698630137|8|2067.6179844|455.17102515
primary_sector|after_index|no|bd_10#inc_2016_2021|pooled|65+|54865.02676|22.969863014|-3324.946282|22.969863014|23|2388.5656927|-144.7525516
primary_sector|after_index|yes|bd_10#inc_2016_2021|father|0-24|7271387.0216|4363.520024|318593.22963|4363.520024|4373|1666.4039541|73.012895067
primary_sector|after_index|yes|bd_10#inc_2016_2021|mother|0-24|11659857.62|4566.3723258|665011.16743|4566.3723258|4569|2553.4180719|145.63226999
primary_sector|after_index|yes|bd_10#inc_2016_2021|child|25-64|149055.13305|131.76712329|-29973.4104|131.76712329|132|1131.2012384|-227.4726021
primary_sector|after_index|yes|bd_10#inc_2016_2021|parent|25-64|1234189.4048|413.17553709|100367.96428|413.17553709|418|2987.0824723|242.91845782
primary_sector|after_index|yes|bd_10#inc_2016_2021|partner|25-64|780284.16448|493.64501085|121248.96528|493.64501085|496|1580.6584637|245.61975227
primary_sector|after_index|yes|bd_10#inc_2016_2021|pooled|25-64|2260476.1333|1102.8726027|191257.55302|1102.8726027|1111|2049.6257933|173.41763005
primary_sector|after_index|yes|bd_10#inc_2016_2021|sibling|25-64|96947.43088|64.284931507|-385.9661355|64.284931507|65|1508.0895104|-6.003990772
primary_sector|after_index|yes|bd_10#inc_2016_2021|child|65+|33802.61642|13|-7208.97983|13|13|2600.2012631|-554.53691
primary_sector|after_index|yes|bd_10#inc_2016_2021|partner|65+|16478.6321|7.9698630137|-13857.30407|7.9698630137|8|2067.6179844|-1738.712955
primary_sector|after_index|yes|bd_10#inc_2016_2021|pooled|65+|50281.24852|20.969863014|-21066.2839|20.969863014|21|2397.7862176|-1004.59807
primary_sector|before_index|no|bd_10#inc_2016_2021|father|0-24|7553780.1318|4481|161940.18865|4481|4481|1685.7353563|36.139296731
primary_sector|before_index|no|bd_10#inc_2016_2021|mother|0-24|11839980.439|4686|403578.16574|4686|4686|2526.6710283|86.124235113
primary_sector|before_index|no|bd_10#inc_2016_2021|child|25-64|185137.49567|135|8947.26612|135|135|1371.3888568|66.276045333
