cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost|act_py|att_cost|att_py|act_cost_py|att_cost_py
filled_prescriptions|before_index|no|bd_23#prev_2021|pooled|65+|60114005.06|21252.614754|8027849.4634|21252.614754|2828.5463109|377.73467201
filled_prescriptions|before_index|yes|bd_23#prev_2021|father|0-24|51786886.58|30663|11698324.97|30663|1688.9047575|381.51273424
filled_prescriptions|before_index|yes|bd_23#prev_2021|mother|0-24|61949769.6|30800|19821620.33|30800|2011.3561558|643.55910162
filled_prescriptions|before_index|yes|bd_23#prev_2021|child|25-64|24184847.48|32540.42623|2361498.8382|32540.42623|743.22466797|72.571232519
filled_prescriptions|before_index|yes|bd_23#prev_2021|parent|25-64|118054072.3|30361|20391709.46|30361|3888.34598|671.64156187
filled_prescriptions|before_index|yes|bd_23#prev_2021|partner|25-64|106436026.25|67309|20696722.05|67309|1581.3045247|307.48818212
filled_prescriptions|before_index|yes|bd_23#prev_2021|pooled|25-64|270132588.69|141106.42623|45039600.888|141106.42623|1914.3889893|319.18887106
filled_prescriptions|before_index|yes|bd_23#prev_2021|sibling|25-64|21457642.66|10896|1589670.54|10896|1969.3137537|145.89487335
filled_prescriptions|before_index|yes|bd_23#prev_2021|child|65+|18493932.91|10748|2183278.47|10748|1720.6859797|203.1334639
filled_prescriptions|before_index|yes|bd_23#prev_2021|partner|65+|38624182.59|9243|4166423.87|9243|4178.749604|450.76532187
filled_prescriptions|before_index|yes|bd_23#prev_2021|pooled|65+|57118115.5|19991|6349702.34|19991|2857.1915112|317.62804962
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|father|0-24|663406.93|467|136963.95|467|1420.5715846|293.28468951
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|mother|0-24|762128.07|500|61068.82|500|1524.25614|122.13764
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|child|25-64|4710927.63|4449.1616513|-112841.1128|4449.1616513|1058.8348995|-25.36233153
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|parent|25-64|9549528.05|2044|674632.08|2044|4671.980455|330.05483366
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|partner|25-64|26785402.57|12813|3355198.64|12813|2090.4864255|261.85894326
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|pooled|25-64|47576402.37|22245.161651|3663744.7972|22245.161651|2138.7303503|164.69850184
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|sibling|25-64|6530544.12|2939|-253244.81|2939|2222.0293025|-86.16699898
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|child|65+|51214881.81|26793.30137|4522125.1822|26793.30137|1911.4808251|168.77820018
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|partner|65+|92719874.75|24340|446156.24|24340|3809.3621508|18.330165982
filled_prescriptions|after_index|no|bd_24#inc_2016_2021|pooled|65+|143934756.56|51133.30137|4968281.4222|51133.30137|2814.8926962|97.163321927
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|father|0-24|629711.88|450|148788.99|450|1399.3597333|330.6422
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|mother|0-24|736077.47|479|175032.92|479|1536.6961795|365.41319415
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|child|25-64|3980680.34|4053.3375402|-171452.0635|4053.3375402|982.07472249|-42.29898491
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|parent|25-64|8183785.95|1762|184314.73|1762|4644.6004257|104.60540863
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|partner|25-64|25693108.48|12356|2807746.51|12356|2079.4034056|227.23749676
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|pooled|25-64|41692197.94|20015.33754|2395069.4665|20015.33754|2083.0124826|119.66170751
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|sibling|25-64|3834623.17|1844|-425539.71|1844|2079.5136497|-230.7699078
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|child|65+|48500523.96|25505|4811966.4|25505|1901.6084674|188.66757106
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|partner|65+|89404043.32|23383|3892565.38|23383|3823.4633417|166.46988753
filled_prescriptions|after_index|yes|bd_24#inc_2016_2021|pooled|65+|137904567.28|48888|8704531.78|48888|2820.8265276|178.05047824
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|father|0-24|657629.87|467|109185.16|467|1408.2010064|233.80119914
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|mother|0-24|726488.45|500|92392.1|500|1452.9769|184.7842
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|child|25-64|5020295.66|4449.1616513|272936.24905|4449.1616513|1128.3689048|61.345545619
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|parent|25-64|9239761.25|2044|757149|2044|4520.4311399|370.42514677
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|partner|25-64|25037590.93|12813|2826925.06|12813|1954.0771818|220.62944353
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|pooled|25-64|45706711.74|22245.161651|3928538.809|22245.161651|2054.6810339|176.60194476
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|sibling|25-64|6409063.9|2939|71528.5|2939|2180.6954406|24.337699898
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|child|65+|48529388.18|26793.30137|3519568.43|26793.30137|1811.2507865|131.36001351
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|partner|65+|88434364.63|24340|-185216.39|24340|3633.2935345|-7.609547658
filled_prescriptions|before_index|no|bd_24#inc_2016_2021|pooled|65+|136963752.81|51133.30137|3334352.04|51133.30137|2678.5626811|65.209011557
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|father|0-24|623144.02|450|204083.78|450|1384.7644889|453.51951111
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|mother|0-24|698952|479|110177.55|479|1459.1899791|230.015762
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|child|25-64|4329866.71|4053.3375402|392027.67498|4053.3375402|1068.2225862|96.717253643
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|parent|25-64|7889423.33|1762|61862.28|1762|4477.5387798|35.109125993
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|partner|25-64|23970472.84|12356|2618103.28|12356|1939.9864713|211.88922629
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|pooled|25-64|39933504.88|20015.33754|2973458.485|20015.33754|1995.145213|148.55899777
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|sibling|25-64|3743742|1844|-98534.75|1844|2030.2288503|-53.4353308
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|child|65+|45893413.87|25505|4254454.69|25505|1799.388899|166.80865281
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|partner|65+|85222121.21|23383|3357098.75|23383|3644.6187919|143.57006158
filled_prescriptions|before_index|yes|bd_24#inc_2016_2021|pooled|65+|131115535.08|48888|7611553.44|48888|2681.957435|155.69369661
filled_prescriptions|after_index|no|bd_24#prev_2021|father|0-24|1247134.07|937|189272.73|937|1330.9862006|201.99864461
filled_prescriptions|after_index|no|bd_24#prev_2021|mother|0-24|1487514.67|966|58061.97|966|1539.8702588|60.105559006
filled_prescriptions|after_index|no|bd_24#prev_2021|child|25-64|7761887.47|6901.057377|-273384.48|6901.057377|1124.7388691|-39.61486843
filled_prescriptions|after_index|no|bd_24#prev_2021|parent|25-64|17054823.78|3598|1988472.19|3598|4740.0844302|552.66041968
filled_prescriptions|after_index|no|bd_24#prev_2021|partner|25-64|46106172.81|20620|6577700.51|20620|2235.9928618|318.996145
filled_prescriptions|after_index|no|bd_24#prev_2021|pooled|25-64|83817283.23|35796.057377|10781299.76|35796.057377|2341.5227646|301.18679402
filled_prescriptions|after_index|no|bd_24#prev_2021|sibling|25-64|12894399.17|4677|2488511.54|4677|2756.9807932|532.07430832
filled_prescriptions|after_index|no|bd_24#prev_2021|child|65+|78073410.43|37920|12990865.69|37920|2058.8979544|342.58612052
filled_prescriptions|after_index|no|bd_24#prev_2021|partner|65+|163253333.06|41199|9900827.48|41199|3962.5557188|240.31717954
filled_prescriptions|after_index|no|bd_24#prev_2021|pooled|65+|241326743.49|79119|22891693.17|79119|3050.1743385|289.3324381
filled_prescriptions|after_index|yes|bd_24#prev_2021|father|0-24|1208475.17|912|174427.59|912|1325.0824232|191.25832237
filled_prescriptions|after_index|yes|bd_24#prev_2021|mother|0-24|1426795.57|941|264531.15|941|1516.2545909|281.11705632
filled_prescriptions|after_index|yes|bd_24#prev_2021|child|25-64|7107244.78|6362.5382514|598555.38497|6362.5382514|1117.0455091|94.074936971
filled_prescriptions|after_index|yes|bd_24#prev_2021|parent|25-64|14539408.94|3092|2188823.09|3092|4702.2667982|707.89880013
filled_prescriptions|after_index|yes|bd_24#prev_2021|partner|25-64|43730874.65|19804|7159653.31|19804|2208.1839351|361.52561654
filled_prescriptions|after_index|yes|bd_24#prev_2021|pooled|25-64|73790732.66|32252.538251|11087854.525|32252.538251|2287.904663|343.78238508
filled_prescriptions|after_index|yes|bd_24#prev_2021|sibling|25-64|8413204.29|2994|1140822.74|2994|2810.0214729|381.03631931
filled_prescriptions|after_index|yes|bd_24#prev_2021|child|65+|73688931.79|36048|10367447.74|36048|2044.1891864|287.60119119
filled_prescriptions|after_index|yes|bd_24#prev_2021|partner|65+|157550517.12|39694|9034772.62|39694|3969.1267476|227.6105361
filled_prescriptions|after_index|yes|bd_24#prev_2021|pooled|65+|231239448.91|75742|19402220.36|75742|3052.98842|256.16197565
filled_prescriptions|before_index|no|bd_24#prev_2021|father|0-24|1242279.05|937|156006.2|937|1325.8047492|166.49541089
filled_prescriptions|before_index|no|bd_24#prev_2021|mother|0-24|1437605.83|966|7976.63|966|1488.204793|8.2573809524
filled_prescriptions|before_index|no|bd_24#prev_2021|child|25-64|7365642.22|6901.057377|-26495.01724|6901.057377|1067.3208202|-3.83926923
filled_prescriptions|before_index|no|bd_24#prev_2021|parent|25-64|17245941.81|3598|1947536.99|3598|4793.2022818|541.28321012
filled_prescriptions|before_index|no|bd_24#prev_2021|partner|25-64|44454549.51|20620|6450344.85|20620|2155.8947386|312.81982784
filled_prescriptions|before_index|no|bd_24#prev_2021|pooled|25-64|81279760.67|35796.057377|10349992.653|35796.057377|2270.6344393|289.13778251
filled_prescriptions|before_index|no|bd_24#prev_2021|sibling|25-64|12213627.13|4677|1978605.83|4677|2611.4233761|423.05020954
filled_prescriptions|before_index|no|bd_24#prev_2021|child|65+|76192309.4|37920|11812142.42|37920|2009.2908597|311.5016461
filled_prescriptions|before_index|no|bd_24#prev_2021|partner|65+|163874562.41|41199|11166711.23|41199|3977.6344671|271.04325906
filled_prescriptions|before_index|no|bd_24#prev_2021|pooled|65+|240066871.81|79119|22978853.65|79119|3034.2505822|290.43407589
filled_prescriptions|before_index|yes|bd_24#prev_2021|father|0-24|1199695.8|912|153428.99|912|1315.4559211|168.23354167
filled_prescriptions|before_index|yes|bd_24#prev_2021|mother|0-24|1393498.93|941|320873.18|941|1480.8702763|340.99168969
filled_prescriptions|before_index|yes|bd_24#prev_2021|child|25-64|6764208.84|6362.5382514|717737.41191|6362.5382514|1063.1305578|112.80677358
filled_prescriptions|before_index|yes|bd_24#prev_2021|parent|25-64|14641738.73|3092|2056370.6|3092|4735.3618144|665.06164295
filled_prescriptions|before_index|yes|bd_24#prev_2021|partner|25-64|42141463.64|19804|6305244.13|19804|2127.9268653|318.38235356
filled_prescriptions|before_index|yes|bd_24#prev_2021|pooled|25-64|71555599.08|32252.538251|10047309.532|32252.538251|2218.6036498|311.51996328
filled_prescriptions|before_index|yes|bd_24#prev_2021|sibling|25-64|8008187.87|2994|967957.39|2994|2674.7454476|323.29906146
filled_prescriptions|before_index|yes|bd_24#prev_2021|child|65+|71494274.33|36048|8312119.54|36048|1983.3076545|230.58476309
filled_prescriptions|before_index|yes|bd_24#prev_2021|partner|65+|158103501.13|39694|9570787.41|39694|3983.0579213|241.11420895
filled_prescriptions|before_index|yes|bd_24#prev_2021|pooled|65+|229597775.46|75742|17882906.95|75742|3031.3138742|236.1029145
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|father|0-24|24535069.54|21823|2059813.25|21823|1124.275743|94.387263438
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|mother|0-24|30357406.13|23152|3413515.02|23152|1311.2217575|147.43931496
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|child|25-64|2948370.57|3453.3562991|487305.09388|3453.3562991|853.76958374|141.11057524
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|parent|25-64|14275638.91|4210|457818.16|4210|3390.8881021|108.74540618
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|partner|25-64|18680141.03|12019|1875840.16|12019|1554.2175747|156.07289791
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|pooled|25-64|41405329.32|22818.356299|3353594.3239|22818.356299|1814.5623102|146.96914536
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|sibling|25-64|5501178.81|3136|532630.91|3136|1754.2024267|169.84404018
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|child|65+|21304273.51|10609|2042285.03|10609|2008.1321058|192.50495146
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|partner|65+|38374591.92|8828|1064408.96|8828|4346.9179792|120.57192569
filled_prescriptions|after_index|no|bd_25#inc_2016_2021|pooled|65+|59678865.43|19437|3106693.99|19437|3070.3743083|159.83402737
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|father|0-24|23136932.64|21158|188380.47|21158|1093.5311769|8.9035102562
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|mother|0-24|29410215.25|22477|3927082.5|22477|1308.4582128|174.71559817
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|child|25-64|2619546.59|3215.8256756|-24670.28546|3215.8256756|814.57978581|-7.6715245
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|parent|25-64|12638669.52|3835|703256.57|3835|3295.6113481|183.37850587
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|partner|25-64|17688438.25|11603|324616.81|11603|1524.4711066|27.976972335
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|pooled|25-64|35784368.16|20226.825676|1222052.5145|20226.825676|1769.1539312|60.417414682
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|sibling|25-64|2837713.8|1573|218849.42|1573|1804.0138589|139.12868404
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|child|65+|20087608.01|10064|2173808.64|10064|1995.9864875|215.99847377
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|partner|65+|36639845.32|8471|3979739.32|8471|4325.3270358|469.80749852
filled_prescriptions|after_index|yes|bd_25#inc_2016_2021|pooled|65+|56727453.33|18535|6153547.96|18535|3060.5585827|331.9961133
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|father|0-24|23430227.44|21823|1656373.66|21823|1073.648327|75.900364753
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|mother|0-24|29341777.18|23152|3407104.27|23152|1267.3538865|147.16241664
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|child|25-64|2962169.31|3453.3562991|674303.24324|3453.3562991|857.7653313|195.26025838
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|parent|25-64|13409165.79|4210|145325.68|4210|3185.0750095|34.519163895
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|partner|25-64|17853052.43|12019|2017097.86|12019|1485.4024819|167.82576421
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|pooled|25-64|39492832.42|22818.356299|3367769.1532|22818.356299|1730.7483459|147.59034827
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|sibling|25-64|5268444.89|3136|531042.37|3136|1679.9888042|169.33749043
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|child|65+|20697516.25|10609|2533055.36|10609|1950.9394146|238.76476199
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|partner|65+|36650170.32|8828|1439901.68|8828|4151.5825011|163.10621658
filled_prescriptions|before_index|no|bd_25#inc_2016_2021|pooled|65+|57347686.57|19437|3972957.04|19437|2950.4391917|204.40176159
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|father|0-24|22194523.08|21158|562204.43|21158|1048.9896531|26.571718972
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|mother|0-24|28379747.97|22477|3625664.16|22477|1262.6128029|161.30551942
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|child|25-64|2677371.51|3215.8256756|419999.60369|3215.8256756|832.56114606|130.60397113
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|parent|25-64|11791135.87|3835|251359.67|3835|3074.6117001|65.543590613
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|partner|25-64|16833761.51|11603|896944.07|11603|1450.8111273|77.302772559
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|pooled|25-64|34041522.95|20226.825676|1833605.0837|20226.825676|1682.9888929|90.652142511
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|sibling|25-64|2739254.06|1573|265301.74|1573|1741.4202543|168.65972028
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|child|65+|19473152.06|10064|2356726.79|10064|1934.9316435|234.17396562
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|partner|65+|34860381.4|8471|3385406.21|8471|4115.2616456|399.64658364
filled_prescriptions|before_index|yes|bd_25#inc_2016_2021|pooled|65+|54333533.46|18535|5742133|18535|2931.4018592|309.79946048
filled_prescriptions|after_index|no|bd_25#prev_2021|father|0-24|69449438.27|52188|4276672.49|52188|1330.7549297|81.947430252
filled_prescriptions|after_index|no|bd_25#prev_2021|mother|0-24|88042721.91|54908|13541657.25|54908|1603.4589115|246.6244855
filled_prescriptions|after_index|no|bd_25#prev_2021|child|25-64|12716854.1|14640.42623|2378187.6557|14640.42623|868.61228633|162.43978272
filled_prescriptions|after_index|no|bd_25#prev_2021|parent|25-64|82775978.92|23375|8995429.04|23375|3541.2183495|384.83118888
filled_prescriptions|after_index|no|bd_25#prev_2021|partner|25-64|87532507.57|59254|12108733.94|59254|1477.2421705|204.35302157
filled_prescriptions|after_index|no|bd_25#prev_2021|pooled|25-64|210544911.46|112381.42623|26697259.156|112381.42623|1873.4849568|237.55935524
filled_prescriptions|after_index|no|bd_25#prev_2021|sibling|25-64|27519570.87|15112|3214908.52|15112|1821.0409522|212.73878507
filled_prescriptions|after_index|no|bd_25#prev_2021|child|65+|32233456.03|16614|4495552.22|16614|1940.1381985|270.58819189
filled_prescriptions|after_index|no|bd_25#prev_2021|partner|65+|74321961.57|18040|6009585.65|18040|4119.8426591|333.12559035
filled_prescriptions|after_index|no|bd_25#prev_2021|pooled|65+|106555417.6|34654|10505137.87|34654|3074.8374675|303.14358718
filled_prescriptions|after_index|yes|bd_25#prev_2021|father|0-24|65695663.27|50667|3283793.76|50667|1296.6164026|64.811292557
filled_prescriptions|after_index|yes|bd_25#prev_2021|mother|0-24|85199305.95|53372|13844838.76|53372|1596.3296476|259.40265982
filled_prescriptions|after_index|yes|bd_25#prev_2021|child|25-64|11797272.33|13751.281421|2706759.8028|13751.281421|857.90349052|196.83691432
filled_prescriptions|after_index|yes|bd_25#prev_2021|parent|25-64|72961567.04|21555|7110770.43|21555|3384.9022055|329.88960473
filled_prescriptions|after_index|yes|bd_25#prev_2021|partner|25-64|83665173.74|57323|8483085.99|57323|1459.5393427|147.98747431
filled_prescriptions|after_index|yes|bd_25#prev_2021|pooled|25-64|182143702.69|99860.281421|19201005.923|99860.281421|1823.9854735|192.27870831
filled_prescriptions|after_index|yes|bd_25#prev_2021|sibling|25-64|13719689.58|7231|900389.7|7231|1897.3433246|124.51800581
filled_prescriptions|after_index|yes|bd_25#prev_2021|child|65+|30361484.95|15726|2251092.94|15726|1930.6552811|143.14466107
filled_prescriptions|after_index|yes|bd_25#prev_2021|partner|65+|71897730.7|17359|7060020.5|17359|4141.8129328|406.70663633
filled_prescriptions|after_index|yes|bd_25#prev_2021|pooled|65+|102259215.65|33085|9311113.44|33085|3090.8029515|281.43005713
filled_prescriptions|before_index|no|bd_25#prev_2021|father|0-24|66373373.78|52188|3196575.89|52188|1271.8129413|61.251166743
filled_prescriptions|before_index|no|bd_25#prev_2021|mother|0-24|85005185.94|54908|12445698.49|54908|1548.1384487|226.66457511
filled_prescriptions|before_index|no|bd_25#prev_2021|child|25-64|12247979.53|14640.42623|2489537.8808|14640.42623|836.58626723|170.04545099
filled_prescriptions|before_index|no|bd_25#prev_2021|parent|25-64|82533919.87|23375|9281771.02|23375|3530.8628821|397.08111316
filled_prescriptions|before_index|no|bd_25#prev_2021|partner|25-64|85106631.21|59254|12247633.72|59254|1436.3018735|206.6971634
filled_prescriptions|before_index|no|bd_25#prev_2021|pooled|25-64|207170390.74|112381.42623|27222300.031|112381.42623|1843.4575685|242.23130943
filled_prescriptions|before_index|no|bd_25#prev_2021|sibling|25-64|27281860.13|15112|3203357.41|15112|1805.3110197|211.97441834
filled_prescriptions|before_index|no|bd_25#prev_2021|child|65+|31922335.34|16614|5113368.18|16614|1921.4117816|307.77465872
filled_prescriptions|before_index|no|bd_25#prev_2021|partner|65+|75698469.36|18040|6903553.91|18040|4196.1457517|382.68037195
filled_prescriptions|before_index|no|bd_25#prev_2021|pooled|65+|107620804.7|34654|12016922.09|34654|3105.5810209|346.76868731
filled_prescriptions|before_index|yes|bd_25#prev_2021|father|0-24|62838008.86|50667|1649732.24|50667|1240.2156998|32.560290524
filled_prescriptions|before_index|yes|bd_25#prev_2021|mother|0-24|82237542.04|53372|12758229.09|53372|1540.8368066|239.04348891
filled_prescriptions|before_index|yes|bd_25#prev_2021|child|25-64|11294549.82|13751.281421|2328177.1975|13751.281421|821.34526045|169.30619964
filled_prescriptions|before_index|yes|bd_25#prev_2021|parent|25-64|72624852.49|21555|6984285.26|21555|3369.2810248|324.02158478
filled_prescriptions|before_index|yes|bd_25#prev_2021|partner|25-64|81149817.07|57323|7501613.67|57323|1415.6589339|130.86568515
filled_prescriptions|before_index|yes|bd_25#prev_2021|pooled|25-64|178541558.64|99860.281421|17455680.267|99860.281421|1787.9136339|174.80103219
filled_prescriptions|before_index|yes|bd_25#prev_2021|sibling|25-64|13472339.26|7231|641604.14|7231|1863.1363933|88.729655649
filled_prescriptions|before_index|yes|bd_25#prev_2021|child|65+|30163094.87|15726|2967842.29|15726|1918.039862|188.7220075
filled_prescriptions|before_index|yes|bd_25#prev_2021|partner|65+|73142259.92|17359|7885252.5|17359|4213.5065338|454.24578029
filled_prescriptions|before_index|yes|bd_25#prev_2021|pooled|65+|103305354.79|33085|10853094.79|33085|3122.4226928|328.03671724
primary_sector|after_index|no|bd_00#inc_2016_2021|father|0-24|113858727.77|83170|5845125.0958|83170|1368.9879497|70.279248476
primary_sector|after_index|no|bd_00#inc_2016_2021|mother|0-24|141895462.64|67073|12438321.816|67073|2115.5377371|185.44454275
primary_sector|after_index|no|bd_00#inc_2016_2021|child|25-64|73302421.578|55189.991601|7646962.2058|55189.991601|1328.1832349|138.55704601
primary_sector|after_index|no|bd_00#inc_2016_2021|parent|25-64|89158437.798|32626|2096859.3443|32626|2732.7419174|64.269580833
primary_sector|after_index|no|bd_00#inc_2016_2021|partner|25-64|163027676.78|89878|16749576.435|89878|1813.8774425|186.35902484
primary_sector|after_index|no|bd_00#inc_2016_2021|pooled|25-64|377245206.34|208224.05598|28480344.264|208224.05598|1811.727298|136.77739649
primary_sector|after_index|no|bd_00#inc_2016_2021|sibling|25-64|51756670.182|30530.064384|1986946.2798|30530.064384|1695.2689497|65.081627566
primary_sector|after_index|no|bd_00#inc_2016_2021|child|65+|116922279.69|66395|5991429.4424|66395|1761.0103123|90.239166238
primary_sector|after_index|no|bd_00#inc_2016_2021|partner|65+|136062927.07|41616|3255354.8628|41616|3269.4859446|78.22363665
primary_sector|after_index|no|bd_00#inc_2016_2021|pooled|65+|252985206.76|108011|9246784.3052|108011|2342.217059|85.609653694
primary_sector|after_index|yes|bd_00#inc_2016_2021|father|0-24|107561907.58|79415|5621468.6641|79415|1354.4281002|70.785980786
primary_sector|after_index|yes|bd_00#inc_2016_2021|mother|0-24|134872317.31|63833|11950376.921|63833|2112.8932889|187.2131487
primary_sector|after_index|yes|bd_00#inc_2016_2021|child|25-64|70457609.723|53181.504229|8643455.1075|53181.504229|1324.8517646|162.52746576
primary_sector|after_index|yes|bd_00#inc_2016_2021|parent|25-64|75992418.435|28342|2536623.8273|28342|2681.2652048|89.500523158
primary_sector|after_index|yes|bd_00#inc_2016_2021|partner|25-64|154564718.79|85611|16486654.913|85611|1805.4305964|192.57636183
primary_sector|after_index|yes|bd_00#inc_2016_2021|pooled|25-64|336029833.56|187730.50423|29187873.118|187730.50423|1789.9586161|155.47751942
primary_sector|after_index|yes|bd_00#inc_2016_2021|sibling|25-64|35015086.614|20596|1521139.27|20596|1700.091601|73.856053118
primary_sector|after_index|yes|bd_00#inc_2016_2021|child|65+|111109807.52|63092|4778011.8885|63092|1761.0760084|75.730867439
primary_sector|after_index|yes|bd_00#inc_2016_2021|partner|65+|129242292.42|39397|1906488.0204|39397|3280.5110141|48.391705471
primary_sector|after_index|yes|bd_00#inc_2016_2021|pooled|65+|240352099.95|102489|6684499.9089|102489|2345.1502107|65.221632652
primary_sector|before_index|no|bd_00#inc_2016_2021|father|0-24|109025719.69|83170|3867352.7913|83170|1310.8779571|46.499372265
primary_sector|before_index|no|bd_00#inc_2016_2021|mother|0-24|138142287.89|67073|10971971.586|67073|2059.5811711|163.58253822
primary_sector|before_index|no|bd_00#inc_2016_2021|child|25-64|69922631.544|55189.991601|6353991.7811|55189.991601|1266.9440512|115.12942106
primary_sector|before_index|no|bd_00#inc_2016_2021|parent|25-64|86639810.788|32626|2234467.5345|32626|2655.5449883|68.487327116
primary_sector|before_index|no|bd_00#inc_2016_2021|partner|25-64|155478630.8|89878|12797324.429|89878|1729.8852979|142.38550512
primary_sector|before_index|no|bd_00#inc_2016_2021|pooled|25-64|361768592.5|208224.05598|23060594.05|208224.05598|1737.4005649|110.74894272
primary_sector|before_index|no|bd_00#inc_2016_2021|sibling|25-64|49727519.361|30530.064384|1674810.3054|30530.064384|1628.8049293|54.857739058
primary_sector|before_index|no|bd_00#inc_2016_2021|child|65+|112389432.51|66395|4209631.1574|66395|1692.7394007|63.40283391
primary_sector|before_index|no|bd_00#inc_2016_2021|partner|65+|132635406.72|41616|3847761.5493|41616|3187.1253056|92.458706971
primary_sector|before_index|no|bd_00#inc_2016_2021|pooled|65+|245024839.23|108011|8057392.7067|108011|2268.5174587|74.597890092
primary_sector|before_index|yes|bd_00#inc_2016_2021|father|0-24|103023321.72|79415|3654499.1366|79415|1297.277866|46.01774396
primary_sector|before_index|yes|bd_00#inc_2016_2021|mother|0-24|131329670.97|63833|10033907.09|63833|2057.394623|157.18996584
primary_sector|before_index|yes|bd_00#inc_2016_2021|child|25-64|67261045.865|53181.504229|7256851.8571|53181.504229|1264.7450808|136.45443021
primary_sector|before_index|yes|bd_00#inc_2016_2021|parent|25-64|73984223.623|28342|3508794.0968|28342|2610.4094144|123.80192283
primary_sector|before_index|yes|bd_00#inc_2016_2021|partner|25-64|147414938.32|85611|12838754.129|85611|1721.9158557|149.96617408
primary_sector|before_index|yes|bd_00#inc_2016_2021|pooled|25-64|322275633.47|187730.50423|24990134.151|187730.50423|1716.6929519|133.11706722
primary_sector|before_index|yes|bd_00#inc_2016_2021|sibling|25-64|33615425.662|20596|1385734.0686|20596|1632.1336989|67.281708515
primary_sector|before_index|yes|bd_00#inc_2016_2021|child|65+|106750267.11|63092|3437962.718|63092|1691.9778595|54.491262252
