cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost|act_py|att_cost|att_py|act_cost_py|att_cost_py
filled_prescriptions|after_index|no|bd_03#inc_2016_2021|pooled|25-64|13068321.25|6757.3446216|1643937.3942|6757.3446216|1933.9432842|243.28156787
filled_prescriptions|after_index|no|bd_03#inc_2016_2021|sibling|25-64|1718625.69|958|257737.27|958|1793.9725365|269.03681628
filled_prescriptions|after_index|no|bd_03#inc_2016_2021|child|65+|639125.4|470|-80662.15|470|1359.8412766|-171.6215957
filled_prescriptions|after_index|no|bd_03#inc_2016_2021|partner|65+|2310656.71|606|143552.41|606|3812.964868|236.88516502
filled_prescriptions|after_index|no|bd_03#inc_2016_2021|pooled|65+|2949782.11|1076|62890.26|1076|2741.4331877|58.448197026
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|father|0-24|3294230.44|1634|943385.93|1634|2016.0529009|577.34757038
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|mother|0-24|3499758.4|1739|840894.17|1739|2012.5120184|483.55041403
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|child|25-64|818974.65|986.3446216|171478.79134|986.3446216|830.31288665|173.85281735
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|parent|25-64|4953002.83|1444|568145.09|1444|3430.0573615|393.45227839
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|partner|25-64|4606098.84|3055|828040.43|3055|1507.7246612|271.04433061
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|pooled|25-64|11207189.27|5881.3446216|1652540.5213|5881.3446216|1905.5488143|280.98005263
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|sibling|25-64|829112.95|396|84876.21|396|2093.7195707|214.33386364
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|child|65+|596706.15|437|-16008.35|437|1365.4602975|-36.63237986
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|partner|65+|2228425.61|587|2717.16|587|3796.2957581|4.6288926746
filled_prescriptions|after_index|yes|bd_03#inc_2016_2021|pooled|65+|2825131.76|1024|-13291.19|1024|2758.9177344|-12.97967773
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|father|0-24|3314240.35|1713|1106969.75|1713|1934.7579393|646.21701693
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|mother|0-24|3394875.31|1823|643732.55|1823|1862.2464674|353.11714207
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|child|25-64|870514.93|1044.3446216|231743.26308|1044.3446216|833.55140822|221.90305603
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|parent|25-64|5256271.55|1592|577486.05|1592|3301.6781093|362.74249372
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|partner|25-64|4477675.45|3163|776458.95|3163|1415.641938|245.48180525
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|pooled|25-64|12218833.98|6757.3446216|1813162.3931|6757.3446216|1808.2301058|268.32468886
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|sibling|25-64|1614372.05|958|227474.13|958|1685.1482777|237.44689979
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|child|65+|618795.64|470|-50128.05|470|1316.5864681|-106.6554255
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|partner|65+|2162030.2|606|-32276.44|606|3567.7066007|-53.26145215
filled_prescriptions|before_index|no|bd_03#inc_2016_2021|pooled|65+|2780825.84|1076|-82404.49|1076|2584.410632|-76.58409851
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|father|0-24|3136273.62|1634|915826.01|1634|1919.3841004|560.48103427
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|mother|0-24|3258591.06|1739|767301.35|1739|1873.8303968|441.2313686
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|child|25-64|841101.38|986.3446216|241981.50059|986.3446216|852.7459486|245.33159637
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|parent|25-64|4671521.84|1444|536210.26|1444|3235.125928|371.33674515
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|partner|25-64|4219934.45|3055|647907.24|3055|1381.3206056|212.08092962
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|pooled|25-64|10488029.77|5881.3446216|1604053.2006|5881.3446216|1783.2707391|272.73579492
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|sibling|25-64|755472.1|396|177954.2|396|1907.7578283|449.37929293
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|child|65+|593025.14|437|-55075.8|437|1357.0369336|-126.0315789
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|partner|65+|2075909|587|32258.23|587|3536.471891|54.95439523
filled_prescriptions|before_index|yes|bd_03#inc_2016_2021|pooled|65+|2668934.14|1024|-22817.57|1024|2606.3809961|-22.2827832
filled_prescriptions|after_index|no|bd_03#prev_2021|father|0-24|2228626.6|1140|325541.21|1140|1954.935614|285.56246491
filled_prescriptions|after_index|no|bd_03#prev_2021|mother|0-24|2455440.56|1188|-590602.85|1188|2066.8691582|-497.1404461
filled_prescriptions|after_index|no|bd_03#prev_2021|child|25-64|4091774.83|4191.4016393|648364.62781|4191.4016393|976.23066985|154.68921464
filled_prescriptions|after_index|no|bd_03#prev_2021|parent|25-64|22008665.2|5403|1938661.23|5403|4073.415732|358.81199889
filled_prescriptions|after_index|no|bd_03#prev_2021|partner|25-64|20217685.44|9849|6301877.21|9849|2052.7653|639.84944766
filled_prescriptions|after_index|no|bd_03#prev_2021|pooled|25-64|54828027.28|23164.401639|9888956.5778|23164.401639|2366.9088515|426.90317375
filled_prescriptions|after_index|no|bd_03#prev_2021|sibling|25-64|8509901.81|3721|1000053.51|3721|2286.9932303|268.75934157
filled_prescriptions|after_index|no|bd_03#prev_2021|child|65+|6887653.01|3968|681992.44|3968|1735.7996497|171.87309476
filled_prescriptions|after_index|no|bd_03#prev_2021|partner|65+|15556790.39|3739|511855.26|3739|4160.6821048|136.89629848
filled_prescriptions|after_index|no|bd_03#prev_2021|pooled|65+|22444443.4|7707|1193847.7|7707|2912.2153108|154.90433372
filled_prescriptions|after_index|yes|bd_03#prev_2021|father|0-24|2039532.2|1092|505764.93|1092|1867.7034799|463.1546978
filled_prescriptions|after_index|yes|bd_03#prev_2021|mother|0-24|2361172.36|1136|714871.8|1136|2078.4967958|629.28855634
filled_prescriptions|after_index|yes|bd_03#prev_2021|child|25-64|3836275.43|3942.4016393|930337.64388|3942.4016393|973.08082254|235.9824617
filled_prescriptions|after_index|yes|bd_03#prev_2021|parent|25-64|19273555.84|4815|2562087.19|4815|4002.8153354|532.10533541
filled_prescriptions|after_index|yes|bd_03#prev_2021|partner|25-64|18881983.71|9443|4792483.59|9443|1999.5746807|507.5170592
filled_prescriptions|after_index|yes|bd_03#prev_2021|pooled|25-64|46273009.42|20029.401639|8685753.5339|20029.401639|2310.2542079|433.65017539
filled_prescriptions|after_index|yes|bd_03#prev_2021|sibling|25-64|4281194.44|1829|400845.11|1829|2340.7296009|219.16080372
filled_prescriptions|after_index|yes|bd_03#prev_2021|child|65+|6509173.1|3737|261929.69|3737|1741.817795|70.090899117
filled_prescriptions|after_index|yes|bd_03#prev_2021|partner|65+|15063283.29|3607|1183034.84|3607|4176.1251151|327.98304408
filled_prescriptions|after_index|yes|bd_03#prev_2021|pooled|65+|21572456.39|7344|1444964.53|7344|2937.425979|196.75442947
filled_prescriptions|before_index|no|bd_03#prev_2021|father|0-24|2125430.56|1140|246193.05|1140|1864.4127719|215.95881579
filled_prescriptions|before_index|no|bd_03#prev_2021|mother|0-24|2450094.46|1188|-476069.17|1188|2062.3690741|-400.7316246
filled_prescriptions|before_index|no|bd_03#prev_2021|child|25-64|4090598.86|4191.4016393|848383.33959|4191.4016393|975.95010261|202.41041365
filled_prescriptions|before_index|no|bd_03#prev_2021|parent|25-64|22310923.2|5403|2224925.33|5403|4129.3583565|411.79443457
filled_prescriptions|before_index|no|bd_03#prev_2021|partner|25-64|20093275.16|9849|6625479.87|9849|2040.1335323|672.70584526
filled_prescriptions|before_index|no|bd_03#prev_2021|pooled|25-64|54428890.51|23164.401639|10414686.23|23164.401639|2349.6782415|449.59875898
filled_prescriptions|before_index|no|bd_03#prev_2021|sibling|25-64|7934093.29|3721|715897.69|3721|2132.247592|192.3938968
filled_prescriptions|before_index|no|bd_03#prev_2021|child|65+|7011146.22|3968|1005297.36|3968|1766.9219304|253.35114919
filled_prescriptions|before_index|no|bd_03#prev_2021|partner|65+|15533743.88|3739|815138.24|3739|4154.5182883|218.00969243
filled_prescriptions|before_index|no|bd_03#prev_2021|pooled|65+|22544890.1|7707|1820435.6|7707|2925.2484884|236.20547554
filled_prescriptions|before_index|yes|bd_03#prev_2021|father|0-24|1970268.21|1092|483825.44|1092|1804.2749176|443.06358974
filled_prescriptions|before_index|yes|bd_03#prev_2021|mother|0-24|2356582.56|1136|786587.7|1136|2074.4564789|692.41875
filled_prescriptions|before_index|yes|bd_03#prev_2021|child|25-64|3838768.96|3942.4016393|981231.64844|3942.4016393|973.71331264|248.89185279
filled_prescriptions|before_index|yes|bd_03#prev_2021|parent|25-64|19533073.13|4815|2728382|4815|4056.7130073|566.64215992
filled_prescriptions|before_index|yes|bd_03#prev_2021|partner|25-64|18737752.82|9443|5010433.51|9443|1984.3008387|530.59763952
filled_prescriptions|before_index|yes|bd_03#prev_2021|pooled|25-64|46022981.52|20029.401639|8809391.6484|20029.401639|2297.771164|439.82300655
filled_prescriptions|before_index|yes|bd_03#prev_2021|sibling|25-64|3913386.61|1829|89344.49|1829|2139.6318261|48.848819027
filled_prescriptions|before_index|yes|bd_03#prev_2021|child|65+|6575691.46|3737|371390.83|3737|1759.6177308|99.382079208
filled_prescriptions|before_index|yes|bd_03#prev_2021|partner|65+|15026143.75|3607|1126618.21|3607|4165.8285972|312.34217078
filled_prescriptions|before_index|yes|bd_03#prev_2021|pooled|65+|21601835.21|7344|1498009.04|7344|2941.426363|203.9772658
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|father|0-24|559533.12|471|7957.61|471|1187.9684076|16.895138004
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|mother|0-24|625229.95|501|-54766.98|501|1247.9639721|-109.3153293
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|child|25-64|863594.98|851.02872221|97379.729248|851.02872221|1014.765962|114.4259021
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|parent|25-64|2432919.81|525|93730.66|525|4634.1329714|178.53459048
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|partner|25-64|5933832.01|3538|-69772.34|3538|1677.171286|-19.72084228
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|pooled|25-64|10430873.84|5389.0287222|466494.72925|5389.0287222|1935.5758482|86.563786035
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|sibling|25-64|1200527.04|475|345156.68|475|2527.4253474|726.64564211
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|child|65+|4902893.74|2679|490576.51|2679|1830.1208436|183.11926465
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|partner|65+|11237151.99|3125|-1818121.01|3125|3595.8886368|-581.7987232
filled_prescriptions|after_index|no|bd_04#inc_2016_2021|pooled|65+|16140045.73|5804|-1327544.5|5804|2780.8486785|-228.7292385
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|father|0-24|549885.77|453|46210.97|453|1213.875872|102.0109713
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|mother|0-24|610612.45|485|134588.15|485|1258.9947423|277.50134021
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|child|25-64|759250.88|792.12735235|-45873.27849|792.12735235|958.49597637|-57.9114941
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|parent|25-64|2105233.75|461|112952.91|461|4566.6675705|245.01715835
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|partner|25-64|5659852.36|3408|-235939.64|3408|1660.7548005|-69.23111502
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|pooled|25-64|9224611.74|4927.1273523|-28060.04849|4927.1273523|1872.2089121|-5.695011817
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|sibling|25-64|700274.75|266|140799.96|266|2632.6118421|529.32315789
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|child|65+|4705790.23|2532|367264.79|2532|1858.5269471|145.04928515
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|partner|65+|10930451.89|3034|-196081.01|3034|3602.653886|-64.62788728
filled_prescriptions|after_index|yes|bd_04#inc_2016_2021|pooled|65+|15636242.12|5566|171183.78|5566|2809.2422063|30.75526051
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|father|0-24|489101.82|471|-84506.05|471|1038.4327389|-179.4183652
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|mother|0-24|567126.4|501|-14032.7|501|1131.9888224|-28.00938124
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|child|25-64|890519.96|851.02872221|299900.55877|851.02872221|1046.4041186|352.39769345
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|parent|25-64|2398023.34|525|32832.58|525|4567.6635048|62.538247619
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|partner|25-64|5798893.67|3538|160271.74|3538|1639.031563|45.300096099
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|pooled|25-64|10369305.17|5389.0287222|946188.58877|5389.0287222|1924.1510306|175.57683166
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|sibling|25-64|1281868.2|475|453183.71|475|2698.6698947|954.07096842
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|child|65+|4738727.81|2679|702295.04|2679|1768.8420343|262.14820455
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|partner|65+|10895483.83|3125|-1159633.3|3125|3486.5548256|-371.082656
filled_prescriptions|before_index|no|bd_04#inc_2016_2021|pooled|65+|15634211.64|5804|-457338.26|5804|2693.6960096|-78.79708132
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|father|0-24|476281.32|453|28216.52|453|1051.3936424|62.28812362
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|mother|0-24|553135.95|485|105168.8|485|1140.4864948|216.8428866
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|child|25-64|771379.31|792.12735235|22964.216438|792.12735235|973.8071886|28.990561139
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|parent|25-64|2065297.99|461|185240.1|461|4480.0390239|401.82234273
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|partner|25-64|5493859.13|3408|50335.78|3408|1612.0478668|14.769888498
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|pooled|25-64|9056355.41|4927.1273523|425549.60644|4927.1273523|1838.0599409|86.368704522
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|sibling|25-64|725818.98|266|167009.51|266|2728.642782|627.85530075
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|child|65+|4542408.14|2532|267272.59|2532|1794.0000553|105.55789494
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|partner|65+|10568231.21|3034|120674.23|3034|3483.2667139|39.773971655
filled_prescriptions|before_index|yes|bd_04#inc_2016_2021|pooled|65+|15110639.35|5566|387946.82|5566|2714.8112379|69.699392742
filled_prescriptions|after_index|no|bd_04#prev_2021|father|0-24|898271.86|739|12799.96|739|1215.5234912|17.320649526
filled_prescriptions|after_index|no|bd_04#prev_2021|mother|0-24|1014785.1|780|-76632.4|780|1301.0065385|-98.24666667
filled_prescriptions|after_index|no|bd_04#prev_2021|child|25-64|1227497.71|1180.5655738|218642.13071|1180.5655738|1039.7539427|185.20117439
filled_prescriptions|after_index|no|bd_04#prev_2021|parent|25-64|4075774.49|1027|258462.61|1027|3968.621704|251.6675852
filled_prescriptions|after_index|no|bd_04#prev_2021|partner|25-64|9321434.66|5183|-139663.97|5183|1798.4631796|-26.94655026
filled_prescriptions|after_index|no|bd_04#prev_2021|pooled|25-64|16825125.55|8164.5655738|923349.68071|8164.5655738|2060.7496379|113.09232223
filled_prescriptions|after_index|no|bd_04#prev_2021|sibling|25-64|2200418.69|774|585908.91|774|2842.9182041|756.98825581
filled_prescriptions|after_index|no|bd_04#prev_2021|child|65+|6302542.32|3341|742825.51|3341|1886.423921|222.33627956
filled_prescriptions|after_index|no|bd_04#prev_2021|partner|65+|21055113.96|5306|449408.26|5306|3968.1707426|84.698126649
filled_prescriptions|after_index|no|bd_04#prev_2021|pooled|65+|27357656.28|8647|1192233.77|8647|3163.8321129|137.87831271
filled_prescriptions|after_index|yes|bd_04#prev_2021|father|0-24|798682.05|707|-117611.45|707|1129.6775813|-166.3528289
filled_prescriptions|after_index|yes|bd_04#prev_2021|mother|0-24|960272.15|749|-71535.03|749|1282.0722964|-95.50738318
filled_prescriptions|after_index|yes|bd_04#prev_2021|child|25-64|1182861.61|1118.5655738|346687.18|1118.5655738|1057.480793|309.93907566
filled_prescriptions|after_index|yes|bd_04#prev_2021|parent|25-64|3557295.6|924|-230614.34|924|3849.887013|-249.582619
filled_prescriptions|after_index|yes|bd_04#prev_2021|partner|25-64|8960147.02|5023|302035.58|5023|1783.8238145|60.130515628
filled_prescriptions|after_index|yes|bd_04#prev_2021|pooled|25-64|14754725.19|7470.5655738|494128.38|7470.5655738|1975.0479457|66.143369618
filled_prescriptions|after_index|yes|bd_04#prev_2021|sibling|25-64|1054420.96|405|76019.96|405|2603.5085432|187.70360494
filled_prescriptions|after_index|yes|bd_04#prev_2021|child|65+|6011978.07|3163|414986.7|3163|1900.7202245|131.20034777
filled_prescriptions|after_index|yes|bd_04#prev_2021|partner|65+|20491010.42|5139|-1727533.04|5139|3987.3536525|-336.1613232
filled_prescriptions|after_index|yes|bd_04#prev_2021|pooled|65+|26502988.49|8302|-1312546.34|8302|3192.3618995|-158.1000169
filled_prescriptions|before_index|no|bd_04#prev_2021|father|0-24|933820.52|739|116911.32|739|1263.627226|158.20205683
filled_prescriptions|before_index|no|bd_04#prev_2021|mother|0-24|1021959.35|780|-37032.86|780|1310.2042949|-47.47802564
filled_prescriptions|before_index|no|bd_04#prev_2021|child|25-64|1155353.44|1180.5655738|197775.35842|1180.5655738|978.64402086|167.52594079
filled_prescriptions|before_index|no|bd_04#prev_2021|parent|25-64|4071182.43|1027|189818.52|1027|3964.15037|184.82815969
filled_prescriptions|before_index|no|bd_04#prev_2021|partner|25-64|9007597.08|5183|106627.4|5183|1737.9118426|20.572525564
filled_prescriptions|before_index|no|bd_04#prev_2021|pooled|25-64|16011996.82|8164.5655738|596138.66842|8164.5655738|1961.1572319|73.015356791
filled_prescriptions|before_index|no|bd_04#prev_2021|sibling|25-64|1777863.87|774|101917.39|774|2296.9817442|131.67621447
filled_prescriptions|before_index|no|bd_04#prev_2021|child|65+|6135877.76|3341|626047.06|3341|1836.5392876|187.38313679
filled_prescriptions|before_index|no|bd_04#prev_2021|partner|65+|21157714.3|5306|236692.82|5306|3987.5074067|44.608522427
filled_prescriptions|before_index|no|bd_04#prev_2021|pooled|65+|27293592.06|8647|862739.88|8647|3156.4232751|99.773317914
filled_prescriptions|before_index|yes|bd_04#prev_2021|father|0-24|838245.85|707|-82990.84|707|1185.6376945|-117.3844979
filled_prescriptions|before_index|yes|bd_04#prev_2021|mother|0-24|969896.75|749|-47816.5|749|1294.9222296|-63.84045394
filled_prescriptions|before_index|yes|bd_04#prev_2021|child|25-64|1117866.19|1118.5655738|271159.06855|1118.5655738|999.37474942|242.41678352
filled_prescriptions|before_index|yes|bd_04#prev_2021|parent|25-64|3533427.5|924|-179511.01|924|3824.0557359|-194.2759848
filled_prescriptions|before_index|yes|bd_04#prev_2021|partner|25-64|8660747.4|5023|121299.96|5023|1724.2180768|24.148907028
filled_prescriptions|before_index|yes|bd_04#prev_2021|pooled|25-64|14269764.07|7470.5655738|257798.08855|7470.5655738|1910.1316934|34.508510233
filled_prescriptions|before_index|yes|bd_04#prev_2021|sibling|25-64|957722.98|405|44850.07|405|2364.7480988|110.74091358
filled_prescriptions|before_index|yes|bd_04#prev_2021|child|65+|5836293.41|3163|324509.8|3163|1845.1765444|102.59557382
filled_prescriptions|before_index|yes|bd_04#prev_2021|partner|65+|20523258.14|5139|-1990213.74|5139|3993.6287488|-387.2764623
filled_prescriptions|before_index|yes|bd_04#prev_2021|pooled|65+|26359551.55|8302|-1665703.94|8302|3175.0845037|-200.638875
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|father|0-24|871759.57|873|155703.42|873|998.57911798|178.35443299
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|mother|0-24|921392.25|923|112172.23|923|998.25812568|121.53004334
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|child|25-64|42745|57|18018.26|57|749.9122807|316.10982456
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|parent|25-64|646020.95|155|21835.57|155|4167.8770968|140.87464516
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|partner|25-64|500150.35|182|203002|182|2748.0788462|1115.3956044
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|pooled|25-64|1527526.98|530|230515.32|530|2882.1263774|434.93456604
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|sibling|25-64|338610.68|136|-12340.51|136|2489.7844118|-90.73904412
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|child|65+|172523.65|124|66506.7|124|1391.3197581|536.34435484
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|partner|65+|485519.6|120|-53685.98|120|4045.9966667|-447.3831667
filled_prescriptions|after_index|no|bd_05#inc_2016_2021|pooled|65+|658043.25|244|12820.72|244|2696.8985656|52.543934426
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|father|0-24|852573.97|846|314397.94|846|1007.7706501|371.62877069
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|mother|0-24|885362.7|891|-51823.2|891|993.67306397|-58.16296296
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|child|25-64|41733.8|52|-61597.15|52|802.57307692|-1184.560577
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|parent|25-64|572143.4|130|101978.7|130|4401.1030769|784.45153846
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|partner|25-64|480248.3|171|149892.75|171|2808.4695906|876.56578947
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|pooled|25-64|1247344.95|419|125580.43|419|2976.9569212|299.71463007
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|sibling|25-64|153219.45|66|-64693.87|66|2321.5068182|-980.2101515
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|child|65+|165512.2|118|-11621|118|1402.6457627|-98.48305085
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|partner|65+|479887.7|116|20681.63|116|4136.962931|178.28991379
filled_prescriptions|after_index|yes|bd_05#inc_2016_2021|pooled|65+|645399.9|234|9060.63|234|2758.1192308|38.720641026
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|father|0-24|740373.66|873|178257.78|873|848.07979381|204.18989691
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|mother|0-24|917549.47|923|148595.74|923|994.09476706|160.99213434
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|child|25-64|59746.2|57|41465.52|57|1048.1789474|727.46526316
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|parent|25-64|488231.23|155|-97046.26|155|3149.8789032|-626.1049032
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|partner|25-64|448017.86|182|138785.81|182|2461.6365934|762.5593956
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|pooled|25-64|1301528.1|530|41176.34|530|2455.7133962|77.691207547
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|sibling|25-64|305532.81|136|-42028.73|136|2246.5647794|-309.0347794
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|child|65+|200655.4|124|97653.3|124|1618.1887097|787.5266129
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|partner|65+|470019.05|120|-63036.71|120|3916.8254167|-525.3059167
filled_prescriptions|before_index|no|bd_05#inc_2016_2021|pooled|65+|670674.45|244|34616.59|244|2748.6657787|141.87127049
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|father|0-24|723215.76|846|205247.76|846|854.86496454|242.60964539
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|mother|0-24|894784.12|891|52946.96|891|1004.2470483|59.424197531
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|child|25-64|58508.1|52|-46867.25|52|1125.1557692|-901.2932692
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|parent|25-64|425457.78|130|-15066.37|130|3272.7521538|-115.8951538
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|partner|25-64|428992.61|171|128893.81|171|2508.7287135|753.76497076
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|pooled|25-64|1057394.94|419|-23449.58|419|2523.6156086|-55.96558473
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|sibling|25-64|144436.45|66|-90409.77|66|2188.4310606|-1369.845
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|child|65+|194833.85|118|21047.85|118|1651.134322|178.37161017
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|partner|65+|464008.65|116|27235.38|116|4000.074569|234.78775862
filled_prescriptions|before_index|yes|bd_05#inc_2016_2021|pooled|65+|658842.5|234|48283.23|234|2815.5662393|206.33858974
filled_prescriptions|after_index|no|bd_05#prev_2021|father|0-24|5643846.17|4061|532572.38|4061|1389.7675868|131.14316178
filled_prescriptions|after_index|no|bd_05#prev_2021|mother|0-24|7242644.13|4249|1577502.79|4249|1704.5526312|371.26448341
filled_prescriptions|after_index|no|bd_05#prev_2021|child|25-64|616393.35|157.08469945|479776.8874|157.08469945|3923.9553702|3054.2560101
filled_prescriptions|after_index|no|bd_05#prev_2021|parent|25-64|6077179.02|1660|1201521.12|1660|3660.9512169|723.80790361
filled_prescriptions|after_index|no|bd_05#prev_2021|partner|25-64|1217771.85|672|342067.86|672|1812.1604911|509.02955357
filled_prescriptions|after_index|no|bd_05#prev_2021|pooled|25-64|9568376.05|3489.0846995|1967208.8774|3489.0846995|2742.3742541|563.81803449
filled_prescriptions|after_index|no|bd_05#prev_2021|sibling|25-64|1657031.83|1000|-56156.99|1000|1657.03183|-56.15699
filled_prescriptions|after_index|no|bd_05#prev_2021|child|65+|237836.85|192|-178453.65|192|1238.7335938|-929.4460938
filled_prescriptions|after_index|no|bd_05#prev_2021|partner|65+|895895.74|212|123703.35|212|4225.9233019|583.50636792
filled_prescriptions|after_index|no|bd_05#prev_2021|pooled|65+|1133732.59|404|-54750.3|404|2806.2687871|-135.5205446
filled_prescriptions|after_index|yes|bd_05#prev_2021|father|0-24|5318708.12|3898|606352.13|3898|1364.4710416|155.55467676
filled_prescriptions|after_index|yes|bd_05#prev_2021|mother|0-24|6782141.53|4091|742874.09|4091|1657.819978|181.58740895
filled_prescriptions|after_index|yes|bd_05#prev_2021|child|25-64|590254.1|152.08469945|426525.3138|152.08469945|3881.0879866|2804.5248163
filled_prescriptions|after_index|yes|bd_05#prev_2021|parent|25-64|5310583.18|1527|256595.64|1527|3477.788592|168.03905697
filled_prescriptions|after_index|yes|bd_05#prev_2021|partner|25-64|1158977.67|644|286969.78|644|1799.6547671|445.60524845
filled_prescriptions|after_index|yes|bd_05#prev_2021|pooled|25-64|7839176.45|2750.0846995|912918.5638|2750.0846995|2850.5218227|331.96016253
filled_prescriptions|after_index|yes|bd_05#prev_2021|sibling|25-64|779361.5|427|-57172.17|427|1825.2025761|-133.8926698
filled_prescriptions|after_index|yes|bd_05#prev_2021|child|65+|227948.85|175|4736.5|175|1302.5648571|27.065714286
